Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Published,Genres,Themes,Demographic,Serialization,Author,Total Review,Type Review
Otoko no Ko Kanojo♥Classmate♥,6.33,121,,28052,356,1,Doujinshi,1,Unknown,Finished,"Mar  9, 2014","['Boys Love', 'Erotica', 'Hentai']",[],,,NemuNemu (Story & Art),1,"[1, 0, 0]"
Sweet Erogenous,6.33,153,,26733,394,0,Doujinshi,1,Unknown,Finished,"Dec  30, 2004","['Boys Love', 'Erotica']",[],,,"Minami, Haruka (Story & Art)",0,"[0, 0, 0]"
M.A.N.A,6.32,247,,21586,592,2,Doujinshi,1,Unknown,Finished,"Aug  14, 2016",['Hentai'],[],,,Hiten (Story & Art),0,"[0, 0, 0]"
Hybrid Boy Returns!,6.32,105,17776,31290,277,0,Doujinshi,1,Unknown,Finished,"Dec  31, 2011",['Boys Love'],['Crossdressing'],,,"Mizuno, Moto (Story & Art)",0,"[0, 0, 0]"
Megami Sugiru Mama ga Tonari no Oyaji ni Tanetsuke Press Sareteita Ken,6.32,206,,24502,468,2,Doujinshi,1,Unknown,Finished,"Feb  25, 2015",['Hentai'],[],,,Dozamura (Story & Art),0,"[0, 0, 0]"
Shinzui Summer Ver.,6.32,207,,16670,908,2,Doujinshi,3,15,Finished,"Aug  28, 2010",['Hentai'],[],,,"Shindo, L (Story & Art), Fueta, Kishi (Story & Art), Carn (Story & Art), Kurokawa, Izumi (Story & Art), Ichitaka (Story & Art), Kumoi, Takashi (Story & Art), Utamaro (Story & Art), Misasagi, Tasuku (Story & Art), Yukiyoshi, Mamizu (Story & Art), Jony (Story & Art), Mahiruno, Kagerou (Story & Art), Kurosawa, Kiyotaka (Story & Art)",0,"[0, 0, 0]"
Dhezeall,6.32,104,,31710,269,1,Doujinshi,1,2,Finished,"Apr  30, 2012",['Hentai'],[],,,"Pyon-kti (Story & Art), momi (Story & Art)",0,"[0, 0, 0]"
Marble Chocolate,6.32,178,17801,27581,369,0,Doujinshi,1,1,Finished,"Dec  30, 2008","['Girls Love', 'Romance', 'Slice of Life']",[],,,"Aoki, Ume (Story & Art)",0,"[0, 0, 0]"
Honeycomb Child dj - Honeycomb Child S,6.32,216,,23123,520,0,Doujinshi,1,2,Finished,"Aug  17, 2008","['Boys Love', 'Erotica']",[],,,"Watanabe, Asia (Story & Art)",0,"[0, 0, 0]"
Hi♪ Nancy yo♥,6.31,139,,29104,329,0,Doujinshi,1,Unknown,Finished,"Dec  31, 2015",['Hentai'],[],,,"Ohtomo, Takuji (Story & Art)",0,"[0, 0, 0]"
Yuujou wo Oeru to Iukoto,6.31,286,,21141,614,2,Doujinshi,1,Unknown,Finished,"May  5, 2015","['Boys Love', 'Erotica']",['School'],,,Rocky (Story & Art),0,"[0, 0, 0]"
Yarichin no Ore ga Boukan ni Osowareteta Otonashii Classmate (Kyonyuu) wo Tasukete Kuou to Shitara Gyaku ni Kyokon Futanari Chinpo Sokuochi Shita Toki no Hanashi,6.31,112,,27981,358,1,Doujinshi,1,Unknown,Finished,"Dec  28, 2014",['Hentai'],[],,,"Aimaitei, Umami (Story & Art)",0,"[0, 0, 0]"
Sora no Hate Made,6.31,103,,35174,211,0,Doujinshi,1,Unknown,Finished,"Jun  22, 2014","['Supernatural', 'Hentai']",[],,,"Yukino, Minato (Story & Art)",0,"[0, 0, 0]"
3-nen B-gumi Manami Sensei: Futanari Taiiku Kyoushi. Morita Ritsuko (Futanari Teacher: Morita Ritsuko),6.31,458,,15726,993,6,Doujinshi,1,Unknown,Finished,"Oct  27, 2012",['Hentai'],[],,,Dozamura (Story & Art),0,"[0, 0, 0]"
Harawatagatari,6.31,382,17905,15766,989,2,Doujinshi,1,3,Finished,"Aug  12, 2012","['Comedy', 'Horror']",[],,,"Dowman, Sayman (Story & Art)",0,"[0, 0, 0]"
Inkya na Tsubame wa Kawaritai,6.30,165,17986,21533,595,0,Doujinshi,1,Unknown,Finished,"Aug  13, 2023",[],['School'],,,Grande (Story & Art),0,"[0, 0, 0]"
Y.U.K.I.N.A,6.30,207,,22324,556,2,Doujinshi,1,Unknown,Finished,"Dec  31, 2017",['Hentai'],[],,,Hiten (Story & Art),0,"[0, 0, 0]"
Prison Banzoku no Ori,6.30,107,,28193,352,2,Doujinshi,1,Unknown,Finished,"May  5, 2014","['Fantasy', 'Supernatural', 'Hentai']",[],,,Yuugiri (Story & Art),0,"[0, 0, 0]"
Nikubenki-kun no Ichinichi,6.30,118,,29801,311,1,Doujinshi,1,Unknown,Finished,"Aug  11, 2013","['Boys Love', 'Erotica', 'Hentai']",[],,,Shimaji (Story & Art),0,"[0, 0, 0]"
Joucho wo Mechakucha ni Shitekuru Onna,6.29,130,18028,23425,509,0,Doujinshi,1,Unknown,Finished,"Sep  20, 2021","['Romance', 'Suspense']",['Psychological'],,,Semimaru (Story & Art),0,"[0, 0, 0]"
Devil Kiss,6.29,144,,26730,394,0,Doujinshi,3,3,Finished,"Feb  28, 2010 to Oct  8, 2011","['Boys Love', 'Supernatural', 'Erotica', 'Hentai']",['Mythology'],,,Makuro (Story & Art),1,"[1, 0, 0]"
Bombshells,6.28,445,,13690,"1,217",2,Doujinshi,1,7,Finished,"Dec  30, 2011 to May  5, 2014","['Comedy', 'Drama', 'Fantasy', 'Girls Love', 'Romance', 'Slice of Life', 'Erotica']",['Parody'],,,"Amano, Shuninta (Story & Art)",0,"[0, 0, 0]"
Gothic Lolita with Dragon,6.28,202,,21259,609,3,Doujinshi,1,Unknown,Finished,"Dec  31, 2011","['Fantasy', 'Hentai']",[],,,Bosshi (Story & Art),0,"[0, 0, 0]"
Kawaii Kouhai ga Otoko ni Natta Hanashi,6.27,150,18170,27150,381,1,Doujinshi,1,Unknown,Finished,"Dec  31, 2018",['Comedy'],['Magical Sex Shift'],,,"Mizu, Asato (Story & Art)",0,"[0, 0, 0]"
Ano Ko ga Natsuyasumi ni Ryokousaki de Oshiri no Ana wo Kizetsu Suru hodo Naburare Tsuzukeru Manga,6.27,141,,25917,420,2,Doujinshi,2,Unknown,Finished,"Aug  17, 2014 to Dec  30, 2014","['Girls Love', 'Erotica', 'Hentai']",[],,,"Sakura, Romako (Story & Art)",0,"[0, 0, 0]"
Himawari Sharing,6.27,239,,22877,530,0,Doujinshi,1,1,Finished,"Sep  29, 2013","['Girls Love', 'Erotica']",[],,,Orico (Story & Art),0,"[0, 0, 0]"
Lesbian Solo!,6.27,334,,19012,736,0,Doujinshi,2,Unknown,Finished,"Dec  30, 2011 to May  5, 2012","['Comedy', 'Girls Love', 'Erotica']",[],,,"Morishima, Akiko (Story & Art)",0,"[0, 0, 0]"
Love Kitchen,6.27,971,,10146,"1,828",4,Doujinshi,1,1,Finished,Not available,"['Boys Love', 'Erotica']",[],,,"Minami, Haruka (Story & Art)",0,"[0, 0, 0]"
Nekama CirCra♂chan,6.26,178,,24904,452,1,Doujinshi,2,Unknown,Finished,"Dec  31, 2013 to Dec  30, 2014","['Boys Love', 'Erotica', 'Hentai']",[],,,Tsukuru (Story & Art),0,"[0, 0, 0]"
Majo Gari no Parade,6.26,127,,29343,322,1,Doujinshi,1,Unknown,Finished,"Aug  12, 2012","['Boys Love', 'Supernatural', 'Erotica', 'Hentai']",[],,,"Amatake, Akewo (Story & Art)",0,"[0, 0, 0]"
Gekkou Denchi Shiki Ningyou Gekijou,6.26,320,18216,20308,658,0,Doujinshi,1,2,Finished,"Aug  15, 2004","['Drama', 'Fantasy', 'Supernatural']",['Vampire'],,,"Hidou, Ren (Story & Art)",0,"[0, 0, 0]"
Houkago no Oshaberi,6.25,110,,31759,268,0,Doujinshi,1,Unknown,Finished,"Dec  31, 2015","['Boys Love', 'Erotica', 'Hentai']",[],,,Tsukuru (Story & Art),0,"[0, 0, 0]"
Strawberry Shake Sweet dj - Zlay Bomb Tour,6.25,164,,28585,341,1,Doujinshi,1,1,Finished,"Dec  20, 2004","['Comedy', 'Girls Love', 'Erotica']",[],,,"Hayashiya, Shizuru (Story & Art), Inoue, Shinkai (Story & Art)",0,"[0, 0, 0]"
Hahaoya Shikkaku: Watashi wa Musuko Tomodachi no Mesu Buta Dorei,6.24,174,,23440,508,2,Doujinshi,1,Unknown,Finished,"Nov  25, 2010",['Hentai'],[],,,"Hana, Hook (Story & Art)",0,"[0, 0, 0]"
Onnanoko no Hi,6.24,115,,29051,330,0,Doujinshi,1,Unknown,Finished,"Dec  31, 2011",['Hentai'],['Magical Sex Shift'],,,Yoshiie (Story & Art),0,"[0, 0, 0]"
JC na Shoujo no Ehon,6.22,161,,25896,421,7,Doujinshi,1,Unknown,Finished,"Nov  15, 2015",['Hentai'],[],,,Malcorond (Story & Art),0,"[0, 0, 0]"
M-ka Chuuihou!,6.22,193,,25409,436,0,Doujinshi,1,1,Finished,Aug  2009,"['Boys Love', 'Erotica']",[],,,"Minami, Haruka (Story & Art)",0,"[0, 0, 0]"
Tsukasa Blog,6.22,151,,30021,306,3,Doujinshi,1,Unknown,Finished,"Dec  31, 2007",['Hentai'],[],,,"Kirin, Kakeru (Story & Art)",0,"[0, 0, 0]"
Misakura Nankotsu ni Yoroshiku,6.21,133,,25109,446,0,Doujinshi,1,5,Finished,"Nov  26, 2011",['Hentai'],[],,,"Mizuryu, Kei (Story & Art), Unagimaru (Story & Art), RED-RUM (Story & Art), Tenpou, Gensui (Story & Art), Jouyama, Yui (Story & Art)",0,"[0, 0, 0]"
Comic EroChari,6.21,136,,21933,574,0,Doujinshi,1,Unknown,Finished,"Jun  5, 2011",['Hentai'],[],,,"Cuvie (Story & Art), Shiwasu no Okina (Story & Art), Takasugi, Kou (Story & Art), Shindo, L (Story & Art), Yuzuki N' (Story & Art), Nanboku (Story & Art), Maimu-Maimu (Story & Art), xxzero (Story & Art)",0,"[0, 0, 0]"
Chic,6.21,205,18488,27758,364,0,Doujinshi,1,1,Finished,Not available,['Boys Love'],[],,,"Fuwa, Shinri (Story & Art)",0,"[0, 0, 0]"
Ore wo Ijimeta Omae ga Warui,6.20,128,,27900,360,1,Doujinshi,1,Unknown,Finished,"Dec  30, 2014","['Boys Love', 'Erotica', 'Hentai']",[],,,Shimaji (Story & Art),0,"[0, 0, 0]"
Kousasuru Osu to Mesu: Ochiteiku Haruka,6.20,103,,29924,308,1,Doujinshi,1,1,Finished,"Oct  1, 2006",['Hentai'],[],,,"Otsuka, Kotora (Story & Art)",1,"[1, 0, 0]"
Danshikou no Nikubenki-kun,6.19,143,,27046,384,1,Doujinshi,1,Unknown,Finished,"Apr  28, 2013","['Boys Love', 'Hentai']",['School'],,,Shimaji (Story & Art),0,"[0, 0, 0]"
Rinkan Fuck!! Josou Shounen Monzetsu Rape,6.18,162,,23824,493,2,Doujinshi,1,Unknown,Finished,"Feb  20, 2011","['Boys Love', 'Erotica', 'Hentai']",['Crossdressing'],,,Shimaji (Story & Art),0,"[0, 0, 0]"
Nishikaidan no Akuma,6.18,1491,,7034,"2,894",4,Doujinshi,1,Unknown,Finished,"Oct  31, 2010","['Boys Love', 'Supernatural', 'Erotica']",[],,,"Takagi, Shigeyoshi (Story & Art)",2,"[0, 0, 2]"
Yama Hime no Hana,6.18,119,,27884,361,2,Doujinshi,2,Unknown,Finished,"Jun  5, 2008 to Jul  1, 2009",['Hentai'],[],,,"Sanbun, Kyouden (Story & Art)",1,"[0, 0, 1]"
Shoujo Peony,6.17,125,,29217,326,0,Doujinshi,1,Unknown,Finished,"Apr  1, 2012","['Girls Love', 'Erotica', 'Hentai']",[],,,Orico (Story & Art),1,"[1, 0, 0]"
Minna Kyou mo Genki (Everyone's Good Today),6.17,205,,24594,464,2,Doujinshi,1,1,Finished,Not available,"['Boys Love', 'Erotica']",[],,,"Yamato, Nase (Story & Art)",0,"[0, 0, 0]"
Blue Eyes,6.16,744,18718,12164,"1,428",2,Doujinshi,1,1,Finished,Not available,"['Boys Love', 'Fantasy']",[],,,"Hoshino, Lily (Story & Art)",0,"[0, 0, 0]"
Watashi to Haha,6.14,119,,29805,311,0,Doujinshi,1,Unknown,Finished,"Dec  30, 2019","['Girls Love', 'Erotica', 'Hentai']",[],,,"Sakura, Romako (Story & Art)",0,"[0, 0, 0]"
Kawaikutte Seigi,6.14,111,,32447,255,2,Doujinshi,1,Unknown,Finished,"Dec  31, 2012","['Boys Love', 'Supernatural', 'Hentai']",[],,,"Amatake, Akewo (Story & Art)",0,"[0, 0, 0]"
Komata-kun to Komata-chan,6.14,145,18838,27546,370,0,Doujinshi,1,2,Finished,"Aug  15, 2010","['Boys Love', 'Romance']",['School'],,,"Ogura, Muku (Story & Art), Kobato, Mebaru (Story & Art)",0,"[0, 0, 0]"
Inu Usa Neko,6.14,264,18805,25134,446,4,Doujinshi,1,1,Finished,"Dec  30, 2003",['Slice of Life'],[],,,o-ji (Story & Art),0,"[0, 0, 0]"
20xx.08,6.13,229,,22699,538,0,Doujinshi,1,Unknown,Finished,"Oct  2, 2016","['Boys Love', 'Erotica']",[],,,Rocky (Story & Art),0,"[0, 0, 0]"
Hadaka Hime Honoka,6.13,287,,19428,710,14,Doujinshi,3,Unknown,Finished,"Dec  31, 2012 to Dec  31, 2016",['Hentai'],[],,,774 (Story & Art),1,"[0, 0, 1]"
abgset,6.12,140,,27993,358,1,Doujinshi,1,Unknown,Finished,"Aug  14, 2010","['Boys Love', 'Erotica', 'Hentai']",[],,,"Saikawa, Yusa (Story & Art)",0,"[0, 0, 0]"
Jisatsu Yuugi,6.12,449,18885,14702,"1,096",2,Doujinshi,1,Unknown,Finished,May  2009,['Avant Garde'],[],,,"Kago, Shintarou (Story & Art)",0,"[0, 0, 0]"
Konna Otouto to Seikatsu Shitara,6.11,111,,29700,313,1,Doujinshi,1,Unknown,Finished,"Oct  8, 2011","['Boys Love', 'Erotica', 'Hentai']",[],,,Shimaji (Story & Art),0,"[0, 0, 0]"
Konna Otouto to Kurashitara,6.10,154,,25355,438,1,Doujinshi,1,2,Finished,"Feb  20, 2011","['Boys Love', 'Erotica', 'Hentai']",['Crossdressing'],,,Shimaji (Story & Art),0,"[0, 0, 0]"
Bocchan Issho ni Asobi Masho,6.09,201,,25049,448,1,Doujinshi,1,Unknown,Finished,"Mar  9, 2014","['Boys Love', 'Erotica', 'Hentai']",[],,,Tsukuru (Story & Art),0,"[0, 0, 0]"
Yadokari Fuck!! Iede DC Furousha Yogore Chinpo Josou Pako Pako Mebuta Akume,6.08,138,,25464,435,0,Doujinshi,1,Unknown,Finished,"Dec  31, 2011","['Boys Love', 'Erotica', 'Hentai']",[],,,Shimaji (Story & Art),0,"[0, 0, 0]"
At Home Happy System,6.06,135,19105,29426,320,0,Doujinshi,1,2,Finished,"Dec  30, 2008","['Boys Love', 'Romance', 'Sci-Fi']",[],,,"Ogura, Muku (Story & Art), Kobato, Mebaru (Story & Art)",0,"[0, 0, 0]"
Tomehame,6.06,113,,30471,294,0,Doujinshi,1,Unknown,Finished,"Oct  6, 2012","['Boys Love', 'Erotica', 'Hentai']",[],,,Shimaji (Story & Art),0,"[0, 0, 0]"
Feeding Lamb,6.04,661,,12133,"1,433",8,Doujinshi,2,Unknown,Finished,"Nov  4, 2013 to Mar  9, 2014","['Boys Love', 'Drama', 'Horror', 'Erotica']",[],,,"Nishin, Masumi (Story & Art)",3,"[1, 2, 0]"
eco,6.04,153,19139,31053,282,0,Doujinshi,1,1,Finished,2007,"['Fantasy', 'Sci-Fi']",[],,,"Rami, Hato (Story & Art)",0,"[0, 0, 0]"
Iroenose.,6.03,474,19171,16671,908,1,Doujinshi,1,Unknown,Finished,"Aug  17, 2014","['Drama', 'Ecchi']",[],,,"Yanagida, Fumita (Story & Art)",2,"[2, 0, 0]"
Sotsugyou Zanshushiki,6.03,354,,18367,778,2,Doujinshi,1,Unknown,Finished,"May  13, 2007","['Horror', 'Hentai']",[],,,"Gotoh, Juan (Story & Art)",3,"[3, 0, 0]"
Cream Pie,6.02,337,,20572,645,1,Doujinshi,1,Unknown,Finished,"Dec  30, 2010","['Boys Love', 'Erotica']",[],,,Itto (Story & Art),1,"[1, 0, 0]"
Lolicon wo Naosu Houhou.,6.02,106,,29146,328,2,Doujinshi,1,Unknown,Finished,"Dec  31, 2009","['Boys Love', 'Erotica', 'Hentai']",[],,,"Hanamaki, Kaeru (Story & Art)",0,"[0, 0, 0]"
Fukushuu Josou Rape!! Namaiki na Kawaii Furyou wo Kyouikuteki Shioki Kan.,6.01,120,,27996,358,1,Doujinshi,1,Unknown,Finished,"Jan  19, 2013","['Boys Love', 'Erotica', 'Hentai']",['Crossdressing'],,,locon (Story & Art),0,"[0, 0, 0]"
Gemsilica,6.01,266,19234,21106,616,0,Doujinshi,Unknown,1,Finished,1995,"['Boys Love', 'Drama']",['Psychological'],,,"Yuki, Kaori (Story & Art)",1,"[0, 0, 1]"
Aisuru Hinba ga Tanetsuke Sarete,6.00,139,,29218,326,0,Doujinshi,1,Unknown,Finished,"Dec  31, 2013","['Supernatural', 'Hentai']",[],,,AHOBAKA (Story & Art),0,"[0, 0, 0]"
"""Watashi ga Otetsudai Itashimasu!""",5.99,139,,28787,337,1,Doujinshi,1,Unknown,Finished,"May  5, 2014","['Boys Love', 'Erotica', 'Hentai']",[],,,"Aichi, Shiho (Story & Art)",1,"[0, 1, 0]"
Dona Dona,5.99,330,,20353,656,2,Doujinshi,1,1,Finished,2003,"['Boys Love', 'Comedy', 'Erotica']",[],,,CJ Michalski (Story & Art),0,"[0, 0, 0]"
Aishite Yamanai Shoujo,5.98,134,,29152,327,1,Doujinshi,1,Unknown,Finished,"Apr  27, 2008",['Hentai'],[],,,"Kirin, Kakeru (Story & Art)",0,"[0, 0, 0]"
After...: Nagisa-hen,5.98,165,,25740,426,1,Doujinshi,1,Unknown,Finished,"Aug  15, 2003",['Hentai'],[],,,"Taka, Tony (Story & Art)",0,"[0, 0, 0]"
Erotica,5.98,192,,25708,427,0,Doujinshi,1,Unknown,Finished,"Dec  29, 2006","['Boys Love', 'Erotica']",[],,,"Sakurai, Shushushu (Story & Art)",1,"[0, 0, 1]"
Daraku Reijou: Hakoiri Ojousama Netorare Choukyou Kiroku,5.97,186,,21878,577,2,Doujinshi,1,Unknown,Finished,"May  1, 2016",['Hentai'],[],,,Kemigawa (Story & Art),0,"[0, 0, 0]"
Fukushoku Joshi,5.97,667,19300,13094,"1,296",2,Doujinshi,1,2,Finished,"May  5, 2015",['Comedy'],[],,,"Mizu, Asato (Story & Art)",1,"[1, 0, 0]"
09Summer,5.97,222,19306,24987,450,0,Doujinshi,1,Unknown,Finished,"Aug  16, 2009",['Romance'],[],,,"Aoki, Ume (Story & Art)",1,"[0, 1, 0]"
"Jinsei wo Kaketa Fukushuu wo Oeta, Dark Elf-san wa Hima wo Moteamashiteiru",5.96,152,19325,19169,727,0,Doujinshi,2,Unknown,Finished,"Aug  11, 2019 to Feb  9, 2020","['Comedy', 'Fantasy', 'Ecchi']",[],,,"Nattou, Mazeo (Story & Art)",0,"[0, 0, 0]"
Namida-kun to Namida-chan,5.96,152,19335,28643,340,0,Doujinshi,1,Unknown,Finished,"Oct  19, 2014",['Boys Love'],[],,,"Ogura, Muku (Story), Kobato, Mebaru (Art)",0,"[0, 0, 0]"
Chikuhei no Hanayome (Orc's Bride),5.95,106,,33528,236,1,Doujinshi,1,Unknown,Finished,"Feb  22, 2015","['Boys Love', 'Fantasy', 'Horror', 'Hentai']",[],,,"Nishin, Masumi (Story & Art)",0,"[0, 0, 0]"
Tomato Pretty,5.95,198,,27383,375,0,Doujinshi,1,1,Finished,2005,"['Boys Love', 'Supernatural', 'Erotica']",[],,,CJ Michalski (Story & Art),0,"[0, 0, 0]"
Konwaku!? Megane Seikatsu.,5.93,372,,19318,717,0,Doujinshi,1,1,Finished,Oct  2006,"['Boys Love', 'Erotica']",[],,,"Kaiya, Tatsumi (Story & Art)",0,"[0, 0, 0]"
6-banme no Megane,5.92,926,19405,10681,"1,710",1,Doujinshi,1,1,Finished,"Aug  17, 2008",['Boys Love'],['School'],,,"Kaiya, Tatsumi (Story & Art)",2,"[1, 0, 1]"
Idol to Wotaku no Risou no Kankei,5.79,1902,19566,5365,"3,955",5,Doujinshi,16,Unknown,Finished,"May  12, 2019 to Nov  13, 2020","['Comedy', 'Romance']",[],,,Sekizui Hikinuki no Kei (Story & Art),5,"[0, 0, 5]"
2nd Rape: Can You Slaverape?,5.79,301,,18672,757,6,Doujinshi,1,Unknown,Finished,"Jul  1, 2012","['Boys Love', 'Erotica', 'Hentai']",[],,,Shimaji (Story & Art),0,"[0, 0, 0]"
Geiger Counter,5.74,581,,12625,"1,360",25,Doujinshi,2,Unknown,Finished,"Oct  20, 2013 to Dec  31, 2013",['Hentai'],[],,,Quzilax (Story & Art),7,"[3, 0, 4]"
Strawberry,5.71,187,,28677,339,0,Doujinshi,1,1,Finished,"Aug  12, 2001","['Boys Love', 'Erotica']",[],,,"Kamo, Nabako (Story & Art)",0,"[0, 0, 0]"
Boy Meets Rape,5.69,385,,16229,947,6,Doujinshi,1,1,Finished,"Jun  26, 2011","['Boys Love', 'Erotica', 'Hentai']",['Crossdressing'],,,Shimaji (Story & Art),0,"[0, 0, 0]"
Glow Vampire,5.66,548,,14619,"1,106",1,Doujinshi,1,Unknown,Finished,"Aug  13, 2006","['Boys Love', 'Supernatural', 'Erotica']",['Vampire'],,,"Watanabe, Asia (Story & Art)",0,"[0, 0, 0]"
Shining Star,5.62,329,19726,19080,732,0,Doujinshi,1,Unknown,Finished,1987,"['Boys Love', 'Drama']",['School'],,,CLAMP (Story & Art),1,"[1, 0, 0]"
Akai Kiba,5.40,1506,19839,6571,"3,136",4,Doujinshi,9,Unknown,Finished,"Aug  10, 2002 to Feb  2, 2014","['Fantasy', 'Horror']",[],,,"Furuya, Usamaru (Story & Art), ABe, Yoshitoshi (Story & Art), Nihei, Tsutomu (Story & Art), Manabe, Shohei (Story & Art), Nihonbashi, Yowoko (Story & Art), Ono, Natsume (Story & Art), Miyake, Ranjou (Story & Art), Yamazaki, Mari (Story & Art), Enomoto, Shunji (Story & Art), Suzukin, Kario (Story & Art), Yasuda, Hiroyuki (Story & Art), Yamada, Sansuke (Story & Art)",2,"[2, 0, 0]"
Alien 9 Next,5.24,238,19872,21461,599,1,Doujinshi,3,Unknown,Finished,"Aug  30, 2015 to Aug  21, 2016",['Sci-Fi'],['School'],,,"Tomizawa, Hitoshi (Story & Art)",0,"[0, 0, 0]"
Tasatsu Shigan,5.11,720,,11604,"1,526",14,Doujinshi,1,2,Finished,"Mar  26, 2006","['Horror', 'Hentai']",[],,,"Gotoh, Juan (Story & Art)",5,"[0, 1, 4]"
Boku no Pico,5.07,2270,,4970,"4,284",179,Doujinshi,1,Unknown,Finished,"Apr  30, 2007","['Boys Love', 'Erotica', 'Hentai']",[],,,Saigado (Story & Art),3,"[0, 0, 3]"
Skirt to Kiseichuu,,,,72248,10,0,Doujinshi,2,Unknown,Finished,"Aug  11, 2019 to May  27, 2020","['Sci-Fi', 'Hentai']","['Gore', 'School']",,,Midori no Rupe (Story & Art),0,"[0, 0, 0]"
Koi wa Haremono Sawaru bekarazu (A Tender Romance Treat With Care),,,36371,72160,11,0,Doujinshi,1,Unknown,Finished,"Jun  10, 2018",['Girls Love'],['Adult Cast'],,,"Inui, Ayu (Story & Art)",0,"[0, 0, 0]"
Kashiwagi-san no Kowai Hanashi: Ikenai Ano Ko to Ikenai Basho de Bangai-hen,,,,72427,9,0,Doujinshi,1,Unknown,Finished,"Sep  20, 2021","['Girls Love', 'Erotica']",['School'],,,"Yorita, Miyuki (Story & Art)",0,"[0, 0, 0]"
Boku no Otonarisan wa Echi Chichi na JK desu.,,,,72002,12,0,Doujinshi,1,Unknown,Finished,"Aug  12, 2024",['Hentai'],[],,,"Suihei, Sen (Story & Art)",0,"[0, 0, 0]"
Ore no Gal wa Koko ni Iru.,,,,72001,12,0,Doujinshi,1,Unknown,Finished,"Dec  31, 2023",['Hentai'],[],,,"Suihei, Sen (Story & Art)",0,"[0, 0, 0]"
Hikaeme Kanojo wa Kobamenai,,,,71463,15,0,Doujinshi,1,Unknown,Finished,"Aug  12, 2024",['Hentai'],[],,,Kuromoto-kun (Story & Art),0,"[0, 0, 0]"
Boku dake no Cosplay Oneesan,,,,72000,12,0,Doujinshi,1,Unknown,Finished,"Aug  12, 2024",['Hentai'],[],,,Kayumidome (Story & Art),0,"[0, 0, 0]"
Onozuka-senpai wa Warui Hito,,,,63637,41,2,Doujinshi,1,Unknown,Finished,"Oct  24, 2024",['Hentai'],[],,,Wagashi (Story & Art),0,"[0, 0, 0]"
Nekura de Jimi demo Ii desu ka?,,,,72621,7,0,Doujinshi,1,Unknown,Finished,"Dec  31, 2022",['Hentai'],[],,,Shirasu (Story & Art),0,"[0, 0, 0]"
Ikenai Ano Ko to Ikenai Basho de,,,36321,72425,9,0,Doujinshi,3,Unknown,Finished,"Nov  24, 2019 to Nov  23, 2020",['Girls Love'],['School'],,,"Yorita, Miyuki (Story & Art)",0,"[0, 0, 0]"
"Watashi, Mada Suki da yo. Mukashi Futta Doukyuusei ga Akanuke Bakunyuu Gravure Idol ni Natte Kanojomochi no Ore wo Yuuwaku shitekuru Gyaku NTR Uwaki Sex (I Still Love You.)",,,,72424,9,0,Doujinshi,1,Unknown,Finished,"Dec  31, 2023",['Hentai'],[],,,Purumetal (Story & Art),0,"[0, 0, 0]"
"Rikujoubu Buchou♀, Yankee-tachi ni Otosareru",,,,71079,17,0,Doujinshi,1,Unknown,Finished,"Aug  12, 2024",['Hentai'],[],,,Toin (Story & Art),0,"[0, 0, 0]"
Eroi Senpai to Sex Friend ni Naru Hanashi (Becoming Fuckbuddies With a Hot Upperclassman),,,,72157,11,0,Doujinshi,1,Unknown,Finished,"Aug  12, 2024",['Hentai'],[],,,Sueyuu (Story & Art),0,"[0, 0, 0]"
Makima-san wa Toshoshitsu no Yousei,,,,72547,8,0,Doujinshi,1,Unknown,Finished,"Dec  31, 2023",['Hentai'],[],,,"Inue, Shinsuke (Story & Art)",0,"[0, 0, 0]"
Alp Switch (The Nursery-Tale of Succubus/Incubus and Human Being),,,,71217,16,0,Doujinshi,5,Unknown,Finished,"Dec  31, 2017 to Sep  4, 2019","['Boys Love', 'Supernatural', 'Hentai']",['School'],,,"Karasuma, Yayoi (Art)",0,"[0, 0, 0]"
Kanomama Syndrome (My GF's Mom Has Got It Goin' On),,,,72232,10,0,Doujinshi,2,Unknown,Finished,"Feb  10, 2023 to Jul  14, 2023",['Hentai'],[],,,"Kurosu, Gatari (Story & Art)",0,"[0, 0, 0]"
Ningyou no Hitoridachi,,,36202,68047,28,1,Doujinshi,1,Unknown,Finished,"Oct  20, 2024","['Slice of Life', 'Supernatural']",[],,,Dono Michi Kodoku (Story & Art),0,"[0, 0, 0]"
Azawaru Kanojo no Iroroku,,,,72749,6,0,Doujinshi,1,Unknown,Finished,"Aug  13, 2023",['Hentai'],[],,,Allegro (Story & Art),0,"[0, 0, 0]"
Matching Appli de Deatta Oneesan ga Futanari deshita: Josou de Gohoushi Itashimasu (Swiping Right on a Futanari),,,,71750,13,0,Doujinshi,1,Unknown,Finished,"May  4, 2024",['Hentai'],['Crossdressing'],,,Piririnegi (Story & Art),0,"[0, 0, 0]"
"Jishou Nonke Josoko, Net Cafe de Ochiru.",,,,72231,11,0,Doujinshi,1,Unknown,Finished,"Aug  12, 2024","['Boys Love', 'Hentai']",['Crossdressing'],,,Tsukuru (Story & Art),0,"[0, 0, 0]"
Tensei shitara Kahogo na Elf-san ni Hirowareta Ken (Taken in by an Overprotective Elf),,,,71075,17,0,Doujinshi,1,Unknown,Finished,"Dec  30, 2023","['Fantasy', 'Hentai']","['Isekai', 'Reincarnation']",,,"Anza, Yuu (Story & Art)",0,"[0, 0, 0]"
