Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Published,Genres,Themes,Demographic,Serialization,Author,Total Review,Type Review
Koi ni Ochita Oujisama,7.28,909,5011,10661,"1,713",2,Manga,1,5,Finished,Not available,"['Drama', 'Romance']",[],Shoujo,,"Shimaki, Ako (Story & Art)",1,"[1, 0, 0]"
Aflame Inferno,7.28,4643,5012,1896,"11,091",82,Manhwa,6,50,On Hiatus,"Apr  1, 2006 to Sep  2010","['Action', 'Adventure', 'Ecchi']",['Mythology'],Shounen,Booking,"Im, Dal Young (Story), Kim, Kwang Hyun (Art)",2,"[1, 1, 0]"
Peter Panda,7.28,460,5013,14250,"1,150",11,Manhwa,4,24,Finished,2005,"['Comedy', 'Drama', 'Romance', 'Supernatural']",['School'],Shoujo,,"Na, Yeri (Story & Art)",2,"[2, 0, 0]"
Seishun Shiteru Kai!,7.28,493,5014,15633,"1,002",2,Manga,2,11,Finished,Not available,"['Comedy', 'Drama', 'Romance']",['School'],Shoujo,Ribon Magazine,"Azuki, Ryou (Story)",1,"[1, 0, 0]"
Dou Danjo!?,7.28,978,5015,9480,"1,994",7,Manga,1,5,Finished,2007 to ?,"['Comedy', 'Romance']",[],Shoujo,Ribon Magazine,"Hagi, Warako (Story & Art)",1,"[1, 0, 0]"
Hanako to Guuwa no Teller (Hanako and the Terror of Allegory),7.28,1840,5016,4845,"4,398",28,Manga,4,19,Finished,"Dec  26, 2003 to Sep  26, 2005","['Horror', 'Mystery', 'Romance', 'Supernatural']",[],Shounen,Shounen Ace,"Esuno, Sakae (Story & Art)",4,"[2, 1, 1]"
Do-Re-Mi-Fa-Sol-La-Si-Do,7.28,330,5017,14740,"1,091",6,Manhwa,2,11,Publishing,2003 to ?,"['Comedy', 'Drama', 'Romance']",[],Josei,,"Gui, Yeoni (Story), Lee, Kyung-ha (Art)",0,"[0, 0, 0]"
Fire Emblem: Hasha no Tsurugi,7.28,983,5018,8244,"2,385",35,Manga,11,45,Finished,"Nov  6, 2001 to Jul  6, 2005","['Action', 'Adventure', 'Fantasy']",['Martial Arts'],Shounen,Shounen Jump (Monthly),"Izawa, Hiroshi (Story), Yamada, Koutarou (Art)",3,"[2, 1, 0]"
Gensou Suikoden V Anthology (Suikoden 5 Anthology),7.28,145,5019,27183,380,8,Manga,5,Unknown,Finished,Not available,"['Comedy', 'Fantasy']",['Parody'],,,"Morozumi, Junka (Story & Art)",1,"[1, 0, 0]"
Lovely♥Lesson: Chuukyuu-hen,7.28,380,5020,19481,706,2,Manga,1,5,Finished,"Nov  24, 2006",['Romance'],['School'],Shoujo,,"Sakisaka, Mea (Story & Art)",0,"[0, 0, 0]"
Iinchou no Himegoto,7.28,4670,5021,2407,"8,859",28,Manga,2,10,Finished,2008,"['Comedy', 'Drama', 'Romance']",['School'],Shoujo,Sho-Comi,"Aikawa, Saki (Story & Art)",2,"[2, 0, 0]"
Toradora Spin-off!,7.28,368,5022,7265,"2,771",23,Light Novel,3,34,Finished,"May  10, 2007 to Apr  10, 2010","['Comedy', 'Romance']",['School'],,Dengeki Bunko Magazine,"Takemiya, Yuyuko (Story), Yasu (Art)",0,"[0, 0, 0]"
Sketchbook: Shucchouban,7.28,171,5023,22747,536,1,Manga,1,13,Finished,"Dec  10, 2002 to Aug  15, 2005","['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'Visual Arts']",,,"Kobako, Totan (Story & Art)",0,"[0, 0, 0]"
Ginga Eiyuu Densetsu,7.28,227,5024,11557,"1,534",7,Manga,11,60,Finished,Aug  1986 to Feb  2000,"['Action', 'Adventure', 'Drama', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']",,Chara,"Michihara, Katsumi (Art), Tanaka, Yoshiki (Story)",0,"[0, 0, 0]"
Sora no Manimani,7.28,347,5025,11108,"1,623",13,Manga,10,68,Finished,"Sep  24, 2005 to Jul  25, 2011","['Comedy', 'Romance', 'Slice of Life']",['School'],Seinen,Afternoon,"Kashiwabara, Mami (Story & Art)",0,"[0, 0, 0]"
Giga Tokyo Toy Box,7.28,214,5026,18040,800,16,Manga,10,60,Finished,"Sep  30, 2006 to Jul  30, 2013",[],[],Seinen,Comic Birz,UME (Story & Art),0,"[0, 0, 0]"
Inu wo Kau,7.28,1159,5027,7959,"2,481",11,Manga,1,5,Finished,1991,"['Drama', 'Slice of Life']",[],Seinen,Big Comic,"Taniguchi, Jiro (Story & Art)",1,"[1, 0, 0]"
Houkago Play (Afterschool Play),7.28,1994,5028,3653,"5,970",96,Manga,1,16,Finished,"Oct  26, 2007 to Aug  8, 2008","['Comedy', 'Romance', 'Slice of Life']",[],,Dengeki PlayStation,"Kurosaki, Rendou (Story & Art)",4,"[3, 0, 1]"
Ragtonia (Queen of Ragtonia),7.28,451,5029,14971,"1,069",5,Manga,4,18,Finished,"Mar  6, 2006 to Sep  8, 2013","['Adventure', 'Drama', 'Fantasy', 'Romance']",[],Shoujo,Mugen Anthology Series,"Shiomi, Chika (Story & Art)",1,"[1, 0, 0]"
One Piece: Mugiwara Daigekijou,7.28,1361,5030,5570,"3,777",27,Manga,1,13,Finished,"Nov  30, 2005 to Dec  14, 2012","['Comedy', 'Fantasy']",[],Shounen,,"Oda, Eiichiro (Story & Art)",0,"[0, 0, 0]"
Joshiraku,7.28,858,5031,5005,"4,249",53,Manga,6,53,Finished,"Sep  9, 2009 to Sep  9, 2013","['Comedy', 'Slice of Life']","['Gag Humor', 'Performing Arts']",Shounen,Bessatsu Shounen Magazine,"Kumeta, Kouji (Story), Yasu (Art)",2,"[2, 0, 0]"
Cahe Tantei-bu (Cafe detective club),7.28,246,5032,14730,"1,092",9,Manga,12,109,Finished,"Oct  22, 2009 to Nov  29, 2018","['Comedy', 'Slice of Life', 'Ecchi']",['School'],,Gangan Online,"Fujishiro, Takeshi (Story & Art)",1,"[1, 0, 0]"
Tantei Xeno to Nanatsu no Satsujin Misshitsu (Detective Xeno and the Seven Locked Murder Rooms),7.28,442,5033,10295,"1,794",10,Manga,8,79,Finished,"Nov  29, 2017 to Jul  17, 2019",['Mystery'],['Detective'],Shounen,Shounen Sunday,"Nanatsuki, Kyoichi (Story), Sugiyama, Teppei (Art)",1,"[1, 0, 0]"
Kyoto Teramachi Sanjou no Holmes (Holmes of Kyoto),7.28,167,5034,13090,"1,295",18,Manga,Unknown,Unknown,Publishing,"Oct  25, 2017 to ?",['Mystery'],['Workplace'],,Monthly Action,"Akizuki, Ichiha (Art), Mochizuki, Mai (Story)",0,"[0, 0, 0]"
Fushigi Yuugi: Byakko Senki,7.28,103,5035,18632,759,5,Manga,Unknown,Unknown,Publishing,"Aug  28, 2017 to ?","['Adventure', 'Drama', 'Fantasy']","['Historical', 'Isekai']",Shoujo,Flowers (Monthly),"Watase, Yuu (Story & Art)",0,"[0, 0, 0]"
Douluo Dalu 3: Longwang Chuanshuo,7.28,1063,5036,6488,"3,178",33,Manhua,Unknown,Unknown,Publishing,"Jun  2, 2016 to ?","['Action', 'Adventure', 'Fantasy']","['School', 'Super Power']",,,"Tang Jia San Shao (Story), Dr. Daji (Art), Bart. D (Art)",1,"[0, 1, 0]"
"Oshiete Kudasai, Fujishima-san! (Over-Cumming Writer's Block)",7.28,547,5037,8864,"2,174",30,Manga,Unknown,Unknown,Publishing,"Mar  29, 2017 to ?","['Comedy', 'Romance', 'Ecchi']",[],,Love Coffre,Nae*Awaji (Story & Art),0,"[0, 0, 0]"
Kono Subarashii Sekai ni Shukufuku wo! Megumin Anthology,7.28,316,5038,16000,965,4,Manga,1,13,Finished,"Dec  23, 2016","['Adventure', 'Comedy', 'Fantasy']",[],,,"Nadaka, Harutsugu (Story & Art), Tanimura, Marika (Story & Art), Futaba, Masumi (Story & Art), Kazahana, Chiruwo (Story & Art), Yaya, Hinata (Story & Art), Kino, Konoki (Story & Art), Orie, Mika (Story & Art), Mori, Airi (Story & Art), Araragi, Ayune (Story & Art), Tamura, Hiro (Story & Art)",0,"[0, 0, 0]"
Uzaki-chan wa Asobitai! (Uzaki-chan Wants to Hang Out!),7.28,16714,5039,383,"45,877",736,Manga,Unknown,Unknown,Publishing,"Dec  1, 2017 to ?","['Comedy', 'Ecchi']",['Love Status Quo'],,Dra-Dra-Dragon Age,Take (Story & Art),10,"[6, 2, 2]"
Toki wo Koeru Kage (H.P. Lovecraft's The Shadow Out of Time),7.28,535,5040,11759,"1,496",7,Manga,2,12,Finished,"Apr  12, 2018 to Dec  12, 2018","['Horror', 'Mystery', 'Supernatural']",['Psychological'],Seinen,Comic Beam,"Lovecraft, H. P. (Story), Tanabe, Gou (Story & Art)",0,"[0, 0, 0]"
Nijiiro Photograph,7.28,251,5041,19037,734,3,Manga,3,20,Finished,"May  24, 2017 to Dec  22, 2018",['Slice of Life'],[],,Manga Time Kirara Forward,"Kurasaki, Moroko (Story & Art)",2,"[1, 1, 0]"
"Nihon e Youkoso Elf-san. (Welcome to Japan, Ms. Elf!)",7.28,464,5042,8773,"2,202",26,Light Novel,Unknown,Unknown,Publishing,"Aug  25, 2018 to ?",['Comedy'],[],,,"Yappen (Art), Makishima, Suzuki (Story)",2,"[2, 0, 0]"
Search and Destroy,7.28,379,5043,12334,"1,403",8,Manga,3,18,Finished,"Oct  5, 2018 to Mar  5, 2020","['Action', 'Sci-Fi']",[],,Tezucomi,"Kaneko, Atsushi (Story & Art)",0,"[0, 0, 0]"
Spectral Wizard,7.28,320,5044,16567,916,28,Manga,1,5,Finished,"Aug  31, 2014 to May  5, 2016","['Drama', 'Fantasy']",['Psychological'],,,Mozou Crystal (Story & Art),1,"[1, 0, 0]"
 no  (Mirai),7.28,128,5045,23472,506,3,Novel,1,15,Finished,"Jun  15, 2018","['Adventure', 'Drama', 'Fantasy']",['Time Travel'],,,"Hosoda, Mamoru (Story)",0,"[0, 0, 0]"
Yakimochi wa Kitsuneiro (Fox-Colored Jealousy),7.28,1409,5046,7189,"2,808",17,Manga,1,6,Finished,"Mar  25, 2019 to Jan  23, 2020","['Boys Love', 'Supernatural']",[],,.Bloom,"Suehiro, Machi (Story & Art)",1,"[1, 0, 0]"
Inoue-kun Hajimemasen ka? (Wanna Try Dating Inoue?),7.28,578,5047,12040,"1,448",7,Manga,1,6,Finished,"Jun  25, 2018 to Jun  7, 2019","['Boys Love', 'Fantasy']",['School'],,Web .Bloom,Fujitobi (Story & Art),1,"[1, 0, 0]"
Aimai na Wolf (Kind of a Wolf),7.28,654,5048,12537,"1,372",7,Manga,1,6,Finished,"Sep  25, 2020 to Jul  25, 2021","['Boys Love', 'Supernatural']",[],,.Bloom,"Suehiro, Machi (Story & Art)",1,"[1, 0, 0]"
Inazuma to Romance (Lightning and Romance),7.28,499,5049,6966,"2,931",24,Manga,Unknown,Unknown,Publishing,"Jan  13, 2021 to ?","['Comedy', 'Romance']",['School'],Shoujo,Bessatsu Friend,"Mikimoto, Rin (Story & Art)",1,"[0, 0, 1]"
Lv1 Maou to One Room Yuusha (Level 1 Demon Lord and One Room Hero),7.28,715,5050,6396,"3,226",29,Manga,Unknown,Unknown,Publishing,"Mar  1, 2019 to ?","['Comedy', 'Fantasy']",[],,Comic Fuz,toufu (Story & Art),3,"[3, 0, 0]"
Boku no Kanojo wa Dekkawaii (My Girlfriend Is Big & Cute!),7.28,290,5051,10458,"1,760",1,Manga,Unknown,Unknown,Publishing,"Jul  26, 2024 to ?","['Comedy', 'Romance']",['School'],,Dengeki Daioh,sanorin (Story & Art),1,"[1, 0, 0]"
Magicraft Meister,7.28,253,5052,14181,"1,157",7,Light Novel,Unknown,Unknown,Publishing,"Nov  22, 2013 to ?","['Adventure', 'Fantasy']",[],,,"Miyuki, Ruria (Art), Akigitsune (Story)",0,"[0, 0, 0]"
Mononogatari (Malevolent Spirits: Mononogatari),7.28,481,5053,6439,"3,208",26,Manga,16,100,Finished,"Apr  15, 2014 to Jun  19, 2023","['Action', 'Supernatural']",[],Seinen,Ultra Jump,Onigunsou (Story & Art),0,"[0, 0, 0]"
Nightmare Funk,7.28,490,5054,10634,"1,718",20,Manga,4,17,Finished,"Jul  4, 2014 to Oct  3, 2015","['Action', 'Mystery']",[],Shounen,Jump SQ.,"Takemura, Youhei (Story & Art)",0,"[0, 0, 0]"
Pochi Kuro,7.28,3398,5055,2288,"9,314",83,Manga,4,43,Finished,"Sep  22, 2014 to Jul  31, 2015","['Comedy', 'Fantasy', 'Slice of Life', 'Supernatural']",['Mythology'],Shounen,Shounen Jump+,"Matsumoto, Naoya (Story & Art)",5,"[4, 0, 1]"
Naruto Jinraiden: Okami no Naku Hi,7.28,646,5056,8524,"2,285",19,Light Novel,1,6,Finished,"Nov  2, 2012","['Action', 'Adventure', 'Fantasy']",['Martial Arts'],Shounen,,"Kishimoto, Masashi (Art), Higashiyama, Akira (Story)",1,"[1, 0, 0]"
Chou no Michiyuki (Flight of the Butterflies),7.28,618,5057,11394,"1,566",9,Manga,1,8,Finished,"Apr  28, 2014 to Nov  27, 2014",[],['Historical'],Seinen,Comic Ran,"Takahama, Kan (Story & Art)",3,"[3, 0, 0]"
Hitomi-sensei no Hokenshitsu (Nurse Hitomi's Monster Infirmary),7.27,1533,5058,3188,"6,842",79,Manga,Unknown,Unknown,Publishing,"Sep  19, 2013 to ?","['Comedy', 'Supernatural']","['Medical', 'School']",Seinen,Comic Ryu,Shake O (Story & Art),2,"[2, 0, 0]"
Kimi no Iru Machi: Mousou 200-wa,7.27,1695,5059,6831,"3,004",17,Manga,1,9,Finished,"Sep  25, 2013 to Mar  17, 2014","['Romance', 'Ecchi']",[],,,"Seo, Kouji (Story & Art)",2,"[2, 0, 0]"
Musaigen no Phantom World (Myriad Colors Phantom World),7.27,223,5060,7198,"2,804",26,Light Novel,3,Unknown,Finished,"Dec  20, 2013 to Feb  17, 2016","['Action', 'Fantasy']",[],,,"Shirabi (Art), Hatano, Souichirou (Story)",1,"[1, 0, 0]"
Senakagurashi,7.27,3199,5061,3401,"6,390",41,Manga,3,21,Finished,"Dec  24, 2010 to Oct  24, 2012","['Comedy', 'Romance', 'Slice of Life']",[],Seinen,Manga Time Kirara Forward,"Kazama, Ayami (Story & Art)",6,"[6, 0, 0]"
Shuukan Shounen Girl,7.27,968,5062,7334,"2,745",18,Manga,3,39,Finished,"May  20, 2013 to Sep  19, 2015","['Comedy', 'Slice of Life']",[],Shounen,Magazine Special,N Mura (Story & Art),2,"[1, 1, 0]"
Mokushiroku Alice,7.27,785,5063,6460,"3,196",16,Manga,4,16,Finished,"Mar  15, 2014 to Jun  15, 2015","['Action', 'Fantasy', 'Supernatural']",['School'],Josei,Comic Gene,"Kagami, Takaya (Story), Youko (Art)",0,"[0, 0, 0]"
Girls & Panzer,7.27,137,5064,17914,809,27,Light Novel,3,25,Finished,"Nov  21, 2012 to Jun  22, 2013",['Comedy'],"['Military', 'School']",,,"Shimada, Humikane (Art), Hibiki, Yuu (Story)",0,"[0, 0, 0]"
Kung Fu Komang,7.27,117,5065,34815,216,15,Manhwa,39,Unknown,Finished,1995 to  2006,"['Action', 'Adventure', 'Comedy']",['Martial Arts'],,,"Park, In Seo (Story), Choi, Sang (Art)",0,"[0, 0, 0]"
School Rumble,7.27,115,5066,25108,446,57,Light Novel,2,Unknown,Finished,"Apr  13, 2006 to Dec  14, 2007","['Comedy', 'Romance', 'Slice of Life']",['School'],,,"Kobayashi, Jin (Art), Tokita, Hiroko (Story)",0,"[0, 0, 0]"
Match Shoujo (The Little Match Girl),7.27,553,5067,8457,"2,310",20,Manga,6,40,Finished,"Apr  4, 2013 to Nov  4, 2017",[],['School'],Seinen,Young Ace,"Suzuki, Sanami (Story & Art)",1,"[1, 0, 0]"
Soumatou Kabushikigaisha,7.27,351,5068,13291,"1,269",15,Manga,10,90,Finished,"Jan  20, 2009 to May  20, 2014","['Drama', 'Mystery']",[],Seinen,Manga Action,"Sugahara, Keita (Story & Art)",2,"[2, 0, 0]"
Gouhou Yuri Fuufu Hon,7.27,1199,5069,5814,"3,599",23,Manga,1,8,Finished,"Feb  2, 2014 to Dec  28, 2014","['Fantasy', 'Girls Love', 'Romance']",[],,,"Itou, Hachi (Story & Art)",2,"[2, 0, 0]"
Choueki 339-nen (Penal Servitude 339 Years),7.27,122,5070,21097,616,6,Manga,4,43,Finished,"May  2, 2014 to Jun  5, 2015",['Supernatural'],[],,Ura Sunday,"Ise, Tomoka (Story & Art)",1,"[1, 0, 0]"
I Love You yori Aishiteru,7.27,1964,5071,5213,"4,073",27,Manga,1,5,Finished,"Jul  30, 2013 to Jul  30, 2014","['Comedy', 'Girls Love', 'Romance']",['School'],,"Hirari,",Kumichou (Story & Art),1,"[1, 0, 0]"
Sore wo Koigokoro to Yobu no nara,7.27,2543,5072,4069,"5,350",15,Manga,1,6,Finished,"May  7, 2014 to Nov  7, 2014",['Boys Love'],['School'],,Magazine Be x Boy,"Ichikawa, Kei (Story & Art)",1,"[1, 0, 0]"
Grisaia no Rakuen: Sanctuary Fellows,7.27,360,5073,10276,"1,798",11,Manga,1,6,Finished,"Apr  14, 2015 to Aug  18, 2015","['Drama', 'Romance']","['Harem', 'Psychological', 'School']",,Champion Cross,"Hirose, Shuu (Art), Front Wing (Story), Narumi, Eiji (Story)",0,"[0, 0, 0]"
Esper Mami,7.27,161,5074,26655,396,4,Manga,9,Unknown,Finished,1977 to  1983,"['Action', 'Adventure', 'Comedy']",[],Shounen,Shounen Big Comic,"Fujiko, Fujio F. (Story & Art)",0,"[0, 0, 0]"
"""Bungaku Shoujo"" Minarai",7.27,125,5075,21002,620,4,Light Novel,3,30,Finished,"Apr  30, 2009 to Aug  30, 2010",[],[],,,"Nomura, Mizuki (Story), Takeoka, Miho (Art)",0,"[0, 0, 0]"
"Do You Remember, Mogwa?",7.27,790,5076,8715,"2,218",10,Manhwa,15,Unknown,Finished,2008 to ?,"['Romance', 'Slice of Life']",[],Shoujo,,"Han, Yu-Rang (Story & Art)",2,"[1, 1, 0]"
Black Paradox,7.27,15487,5077,671,"28,004",393,Manga,1,8,Finished,Aug  2007 to Aug  2008,"['Drama', 'Horror', 'Supernatural', 'Suspense']",['Psychological'],Seinen,Big Comic Spirits Casual,"Itou, Junji (Story & Art)",9,"[8, 0, 1]"
Maji de Watashi ni Koi Shinasai!,7.27,3211,5078,2465,"8,680",53,Manga,6,33,Finished,"May  26, 2010 to Jun  26, 2013","['Action', 'Comedy', 'Romance', 'Ecchi']","['Harem', 'School']",Shounen,Comp Ace,"Minato Soft (Story), Inue, Shinsuke (Art)",0,"[0, 0, 0]"
Hokuto no Ken: Jubaku no Machi,7.27,147,5079,18567,762,1,Light Novel,1,Unknown,Finished,"Dec  18, 1996",[],['Martial Arts'],Shounen,,"Hara, Tetsuo (Art), Buronson (Story)",0,"[0, 0, 0]"
Renai Kaidan Sayoko-san,7.27,1259,5080,5438,"3,894",15,Manga,8,54,Finished,"Nov  13, 2009 to Sep  11, 2015","['Comedy', 'Romance', 'Supernatural']",[],Seinen,Young Animal,"Kanzaki, Shummi (Story & Art)",4,"[4, 0, 0]"
7 Senchi!,7.27,302,5081,15818,983,3,Manga,3,11,Finished,"Jan  24, 2009 to Dec  28, 2009","['Comedy', 'Romance', 'Supernatural']",[],Shoujo,ChuChu,"Nanajima, Kana (Story & Art)",0,"[0, 0, 0]"
Konohanatei Kitan,7.27,707,5082,8079,"2,441",16,Manga,2,10,Finished,"Jun  18, 2009 to Sep  18, 2010","['Fantasy', 'Girls Love', 'Slice of Life']","['CGDCT', 'Iyashikei', 'Workplace']",,Comic Yuri Hime S,"Amano, Sakuya (Story & Art)",0,"[0, 0, 0]"
Not Lives,7.27,2574,5083,3009,"7,221",110,Manga,10,54,Finished,"Jun  27, 2011 to Oct  27, 2016","['Action', 'Comedy']","['School', 'Super Power']",,Dengeki Daioh,"Karasuma, Wataru (Story & Art)",5,"[4, 1, 0]"
Kanemochi-kun to Binbou-kun,7.27,1876,5084,5787,"3,619",12,Manga,1,6,Finished,"Mar  28, 2011 to Jan  28, 2012","['Boys Love', 'Comedy', 'Slice of Life']",['School'],,gateau,Hideyoshico (Story & Art),1,"[1, 0, 0]"
Boku wa Tomodachi ga Sukunai Shobon! (Haganai: I Don't Have Many Friends - Now With 50% More Fail!),7.27,1023,5085,7194,"2,805",14,Manga,1,9,Finished,"Oct  27, 2011 to Jul  27, 2012",['Comedy'],['School'],Shounen,Comic Alive,"Kazahana, Chiruwo (Story), Shirabi (Art)",2,"[2, 0, 0]"
Tanteiken Sherdock (Sherlock Bones),7.27,558,5086,11057,"1,635",31,Manga,7,59,Finished,"Oct  19, 2011 to Nov  28, 2012","['Comedy', 'Mystery']",['Reincarnation'],Shounen,Shounen Magazine (Weekly),"Kibayashi, Shin (Story), Satou, Yuuki (Art)",1,"[1, 0, 0]"
Girls & Panzer (Girls und Panzer),7.27,2222,5087,3517,"6,189",150,Manga,4,21,Finished,"Jun  5, 2012 to Mar  5, 2014",['Comedy'],"['Military', 'School']",,Comic Flapper,"Saitaniya, Ryouichi (Art)",1,"[1, 0, 0]"
Itou Junji Kyoufu Manga Collection: Chidamagi,7.27,3910,5088,2689,"8,038",34,Manga,1,7,Finished,Nov  1999,"['Drama', 'Horror', 'Supernatural', 'Suspense']",['Psychological'],Seinen,Hontou ni Atta Kowai Hanashi,"Itou, Junji (Story & Art)",1,"[0, 1, 0]"
Kedamono Kareshi,7.27,3362,5089,1906,"11,004",104,Manga,13,88,Finished,"Nov  5, 2012 to May  2, 2016",['Romance'],['School'],Shoujo,Margaret,"Aikawa, Saki (Story & Art)",6,"[4, 2, 0]"
Hal,7.27,3362,5090,3356,"6,472",43,Manga,1,5,Finished,"Mar  13, 2013 to Jun  13, 2013","['Romance', 'Sci-Fi']",[],Shoujo,Bessatsu Margaret,"Ayase, Umi (Art)",2,"[2, 0, 0]"
Isekai Tensei Soudouki (Multi-Mind Mayhem),7.27,5242,5091,1239,"16,140",89,Manga,Unknown,Unknown,Publishing,"May  8, 2015 to ?","['Action', 'Fantasy']","['Isekai', 'Reincarnation']",,AlphaPolis,"Honoji (Art), Takami, Ryousen (Story)",6,"[3, 1, 2]"
Oounabara to Wadanohara (Wadanohara and the Great Blue Sea),7.27,1002,5092,7217,"2,791",163,Manga,2,18,Finished,"Aug  13, 2015 to Nov  4, 2016",['Fantasy'],[],,Gene pixiv,"Kaitei, Shuujin (Story & Art)",3,"[1, 2, 0]"
Sword Art Online Alternative: Gun Gale Online,7.27,610,5093,7061,"2,876",36,Manga,4,20,Finished,"Oct  27, 2015 to Jan  27, 2021",['Action'],"['Military', 'Video Game']",Seinen,Dengeki Maoh,"Sigsawa, Keiichi (Story), Tamori, Tadadi (Art)",2,"[0, 2, 0]"
Touken Ranbu Online Anthology Comic: Touken Danshi Makuaigeki,7.27,265,5094,14586,"1,109",15,Manga,1,16,Finished,"Aug  27, 2015","['Comedy', 'Fantasy']",['Historical'],,,"Suzuki, Jirou (Story & Art), Majiko! (Story & Art), Kamatani, Yuuki (Story & Art), Irono (Story & Art), Hagiwara, Daisuke (Story & Art), Yoshida, Morohe (Story & Art), Shiota, Haruto (Story & Art), Katou, Yoshie (Story & Art), Katagiri, Atari (Art), Aida, Iro (Story & Art), Kawamoto, Homura (Story), Chinoku (Story & Art), Nagaoka, Chiaki (Story & Art), Hirai, Runa (Story & Art)",0,"[0, 0, 0]"
Knight's & Magic,7.27,2583,5095,2806,"7,757",56,Manga,17,122,Finished,"Apr  15, 2016 to Mar  4, 2022","['Action', 'Fantasy']","['Isekai', 'Mecha', 'Reincarnation', 'School']",Seinen,Young Gangan,"Katou, Takuji (Art), Amazake-no, Hisago (Story)",1,"[1, 0, 0]"
Tetsunaki no Kirinji: Kabukichou Seiatsu-hen,7.27,192,5096,23308,512,4,Manga,11,105,Finished,"Mar  15, 2014 to Sep  15, 2018",['Drama'],['Strategy Game'],,Kindai Mahjong,Uhyosuke (Story & Art),0,"[0, 0, 0]"
Op: Yoake Itaru no Iro no Nai Hibi,7.27,231,5097,14061,"1,170",4,Manga,Unknown,Unknown,Publishing,"Jun  28, 2016 to ?",['Drama'],[],Seinen,Evening,"Yoneda, Kou (Story & Art)",1,"[1, 0, 0]"
"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi (The Great Cleric: White-Collar Survival in Another World)",7.27,341,5098,12759,"1,341",19,Light Novel,Unknown,Unknown,Publishing,"Aug  30, 2016 to ?",['Fantasy'],"['Isekai', 'Reincarnation']",,,"sime (Art), Broccoli Lion (Story)",0,"[0, 0, 0]"
Koisuru Shirokuma (A Polar Bear in Love),7.27,510,5099,8495,"2,295",29,Manga,Unknown,Unknown,Publishing,"Jun  15, 2015 to ?","['Boys Love', 'Comedy']",['Anthropomorphic'],Josei,Comic Gene,Koromo (Story & Art),2,"[1, 1, 0]"
Yasashii Jikan,7.27,396,5100,20589,643,3,One-shot,Unknown,1,Finished,"Nov  9, 2021",['Comedy'],[],Seinen,Young Animal Zero,"Tsubaki, Izumi (Story & Art)",1,"[1, 0, 0]"
