Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Published,Genres,Themes,Demographic,Serialization,Author,Total Review,Type Review
Omniscient Reader's Viewpoint,9.02,7690,11,1130,"17,480","1,653",Novel,20,105,Finished,"Jan  20, 2022 to Sep  11, 2023","['Action', 'Adventure', 'Fantasy']",['Urban Fantasy'],,,sing N song (Story),20,"[19, 1, 0]"
Kingdom,9.01,64772,12,53,"179,533","15,745",Manga,Unknown,Unknown,Publishing,"Jan  26, 2006 to ?","['Action', 'Award Winning']","['Historical', 'Military']",Seinen,Young Jump,"Hara, Yasuhisa (Story & Art)",53,"[49, 3, 1]"
Oyasumi Punpun (Goodnight Punpun),9.00,194903,13,8,"467,883","54,518",Manga,13,147,Finished,"Mar  15, 2007 to Nov  2, 2013","['Drama', 'Slice of Life']",['Psychological'],Seinen,Big Comic Spirits,"Asano, Inio (Story & Art)",287,"[214, 39, 34]"
Guimi Zhi Zhu (Lord of Mysteries),8.98,2211,14,3792,"5,727",483,Novel,18,366,Finished,"May  1, 2020 to Aug  1, 2023","['Action', 'Mystery', 'Supernatural', 'Suspense']",[],,,Ai Qianshui de Wuzei (Story),15,"[14, 0, 1]"
Houseki no Kuni (Land of the Lustrous),8.97,47967,15,82,"143,453","15,884",Manga,13,108,Finished,"Oct  25, 2012 to Apr  25, 2024","['Action', 'Drama', 'Fantasy']",['Anthropomorphic'],Seinen,Afternoon,"Ichikawa, Haruko (Story & Art)",56,"[46, 9, 1]"
Real,8.95,21855,16,160,"94,450","4,049",Manga,Unknown,Unknown,Publishing,"Oct  28, 1999 to ?","['Award Winning', 'Drama', 'Sports']","['Psychological', 'Team Sports']",Seinen,Young Jump,"Inoue, Takehiko (Story & Art)",27,"[27, 0, 0]"
20th Century Boys,8.94,97058,17,25,"276,082","21,078",Manga,22,249,Finished,"Sep  27, 1999 to Apr  24, 2006","['Award Winning', 'Drama', 'Mystery', 'Sci-Fi']","['Historical', 'Psychological']",Seinen,Big Comic Spirits,"Urasawa, Naoki (Story & Art)",86,"[74, 8, 4]"
Ashita no Joe (Ashita no Joe: Fighting for Tomorrow),8.94,18080,18,306,"55,556","4,444",Manga,20,171,Finished,"Jan  1, 1968 to May  13, 1973","['Drama', 'Slice of Life', 'Sports']",['Combat Sports'],Shounen,Shounen Magazine (Weekly),"Kajiwara, Ikki (Story), Chiba, Tetsuya (Art)",23,"[20, 1, 2]"
Monogatari Series: First Season,8.91,16978,19,277,"60,775","3,125",Light Novel,6,107,Finished,"Nov  1, 2006 to Jul  28, 2010","['Action', 'Comedy', 'Mystery', 'Romance', 'Supernatural']",['Vampire'],,Mephisto,"NISIO, ISIN (Story), VOFAN (Art)",14,"[13, 1, 0]"
Mo Dao Zu Shi (Grandmaster of Demonic Cultivation: Mo Dao Zu Shi),8.91,4195,20,2551,"8,424",713,Novel,4,27,Finished,"Dec  8, 2016","['Action', 'Adventure', 'Boys Love', 'Mystery', 'Supernatural']",['Historical'],,,Mo Xiang Tong Xiu (Story),3,"[1, 1, 1]"
Monogatari Series: Second Season,8.90,7578,21,793,"23,897",767,Light Novel,6,199,Finished,"Oct  27, 2010 to Dec  20, 2011","['Comedy', 'Drama', 'Mystery', 'Supernatural']",['Vampire'],,,"NISIO, ISIN (Story), VOFAN (Art)",3,"[3, 0, 0]"
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen (Kaguya-sama: Love Is War),8.90,137098,22,24,"279,414","29,156",Manga,28,281,Finished,"May  19, 2015 to Nov  2, 2022","['Award Winning', 'Comedy']","['Love Status Quo', 'School']",Seinen,Young Jump,"Akasaka, Aka (Story & Art)",116,"[99, 8, 9]"
Yotsuba to! (Yotsuba&!),8.90,56859,23,71,"161,366","16,781",Manga,Unknown,Unknown,Publishing,"Mar  21, 2003 to ?","['Award Winning', 'Comedy', 'Slice of Life']","['Childcare', 'Iyashikei']",,Dengeki Daioh,"Azuma, Kiyohiko (Story & Art)",47,"[47, 0, 0]"
Umineko no Naku Koro ni Chiru - Episode 8: Twilight of the Golden Witch (Umineko When They Cry Episode 8: Twilight of the Golden Witch),8.89,6973,24,1075,"18,340","1,690",Manga,9,42,Finished,"Jan  21, 2012 to Jun  22, 2015","['Drama', 'Fantasy', 'Mystery', 'Supernatural']",[],Shounen,Gangan Joker,"Natsumi, Kei (Art), Ryukishi07 (Story)",14,"[12, 2, 0]"
Mikkakan no Koufuku (Three Days of Happiness),8.88,10865,25,557,"33,100","1,400",Novel,1,15,Finished,"Dec  25, 2013",['Drama'],[],,,"Miaki, Sugaru (Story)",19,"[16, 1, 2]"
GTO (GTO: Great Teacher Onizuka),8.87,68171,26,56,"175,121","11,444",Manga,25,208,Finished,"Dec  11, 1996 to Jan  30, 2002","['Action', 'Award Winning', 'Comedy', 'Drama', 'Ecchi']","['Delinquents', 'School', 'Workplace']",Shounen,Shounen Magazine (Weekly),"Fujisawa, Tooru (Story & Art)",47,"[39, 1, 7]"
3-gatsu no Lion (March Comes in Like a Lion),8.86,19710,27,229,"70,550","4,177",Manga,Unknown,Unknown,Publishing,"Jul  13, 2007 to ?","['Award Winning', 'Drama', 'Slice of Life']","['Childcare', 'Iyashikei', 'Strategy Game']",Seinen,Young Animal,"Umino, Chica (Story & Art)",15,"[15, 0, 0]"
Tian Guan Cifu (Heaven Official's Blessing),8.86,4632,28,1520,"13,642",831,Manhua,Unknown,Unknown,Publishing,"Oct  19, 2019 to ?","['Action', 'Adventure', 'Boys Love', 'Drama', 'Supernatural']",['Historical'],,,"Mo Xiang Tong Xiu (Story), STARember (Art)",3,"[2, 1, 0]"
Koe no Katachi (A Silent Voice),8.86,149811,29,26,"275,429","22,554",Manga,7,64,Finished,"Aug  7, 2013 to Nov  19, 2014","['Award Winning', 'Drama']",[],Shounen,Shounen Magazine (Weekly),"Ooima, Yoshitoki (Story & Art)",108,"[97, 10, 1]"
Haikyuu!! (Haikyu!!),8.85,109453,30,34,"225,229","18,957",Manga,45,407,Finished,"Feb  20, 2012 to Jul  20, 2020","['Award Winning', 'Sports']","['School', 'Team Sports']",Shounen,Shounen Jump (Weekly),"Furudate, Haruichi (Story & Art)",46,"[44, 2, 0]"
Monogatari Series: Final Season,8.83,5449,31,994,"19,488",497,Light Novel,6,231,Finished,"Sep  28, 2012 to Sep  18, 2014","['Comedy', 'Mystery', 'Supernatural']",['Vampire'],,,"NISIO, ISIN (Story), VOFAN (Art)",0,"[0, 0, 0]"
Akatsuki no Yona (Yona of the Dawn),8.82,49473,32,88,"139,444","14,451",Manga,Unknown,Unknown,Publishing,"Aug  5, 2009 to ?","['Action', 'Adventure', 'Fantasy', 'Romance']",[],Shoujo,Hana to Yume,"Kusanagi, Mizuho (Story & Art)",64,"[51, 11, 2]"
Mushoku Tensei: Isekai Ittara Honki Dasu (Mushoku Tensei: Jobless Reincarnation),8.82,39159,33,170,"90,406","8,387",Light Novel,26,330,Finished,"Jan  23, 2014 to Nov  25, 2022",['Fantasy'],"['Isekai', 'Reincarnation']",,,"Rifujin na Magonote (Story), Sirotaka (Art)",63,"[47, 8, 8]"
Ookami to Koushinryou (Spice & Wolf),8.82,16492,34,251,"65,894","4,194",Light Novel,Unknown,Unknown,Publishing,"Feb  10, 2006 to ?","['Adventure', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Adult Cast', 'Historical']",,,"Hasekura, Isuna (Story), Ayakura, Juu (Art)",11,"[11, 0, 0]"
Sousou no Frieren (Frieren: Beyond Journey's End),8.82,42979,35,93,"134,754","8,203",Manga,Unknown,Unknown,Publishing,"Apr  28, 2020 to ?","['Adventure', 'Award Winning', 'Drama', 'Fantasy']",[],Shounen,Shounen Sunday,"Yamada, Kanehito (Story), Abe, Tsukasa (Art)",51,"[44, 4, 3]"
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (Classroom of the Elite),8.82,34407,36,175,"89,059","8,336",Light Novel,14,110,Finished,"May  25, 2015 to Sep  25, 2019",['Drama'],"['Psychological', 'School']",,,"Tomose, Shunsaku (Art), Kinugasa, Shougo (Story)",39,"[35, 2, 2]"
86 (86: Eighty-Six),8.82,11157,37,414,"42,885","3,139",Light Novel,Unknown,Unknown,Publishing,"Feb  10, 2017 to ?","['Action', 'Drama', 'Sci-Fi']",['Military'],,,"Shirabi (Art), Asato, Asato (Story)",15,"[12, 3, 0]"
Kaze no Tani no Nausicaä (Nausicaä of the Valley of the Wind),8.81,17670,38,276,"60,822","3,513",Manga,7,59,Finished,"Oct  9, 1982 to Feb  10, 1994","['Action', 'Adventure', 'Award Winning', 'Fantasy', 'Supernatural']",[],,Animage,"Miyazaki, Hayao (Story & Art)",15,"[15, 0, 0]"
Nana,8.80,46629,39,78,"150,639","12,183",Manga,21,84,On Hiatus,"May  26, 2000 to May  26, 2009","['Award Winning', 'Drama', 'Romance']","['Adult Cast', 'Love Polygon', 'Music']",Shoujo,Cookie,"Yazawa, Ai (Story & Art)",25,"[22, 3, 0]"
Kokou no Hito (The Climber),8.80,38049,40,112,"118,941","7,088",Manga,17,170,Finished,"Nov  1, 2007 to Oct  27, 2011","['Award Winning', 'Drama', 'Sports']",['Psychological'],Seinen,Young Jump,"Sakamoto, Shinichi (Story & Art)",58,"[53, 2, 3]"
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: 2-nensei-hen (Classroom of the Elite: Year 2),8.80,15298,41,476,"38,296","2,325",Light Novel,Unknown,Unknown,Publishing,"Jan  24, 2020 to ?",['Drama'],"['Psychological', 'School']",,,"Tomose, Shunsaku (Art), Kinugasa, Shougo (Story)",9,"[3, 2, 4]"
Re:Zero kara Hajimeru Isekai Seikatsu (Re:ZERO -Starting Life in Another World-),8.79,22222,42,223,"72,469","5,652",Light Novel,Unknown,Unknown,Publishing,"Jan  23, 2014 to ?","['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",,,"Nagatsuki, Tappei (Story), Ootsuka, Shinichirou (Art)",14,"[12, 1, 1]"
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen (Ascendance of a Bookworm: I'll do Anything to Become a Librarian!),8.77,5165,43,1204,"16,458","1,153",Light Novel,33,Unknown,Finished,"Jan  25, 2015 to Dec  9, 2023",['Fantasy'],"['Isekai', 'Reincarnation']",,,"Shiina, You (Art), Kazuki, Miya (Story)",15,"[12, 2, 1]"
"Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de. (I sold my life for ten thousand yen per year.)",8.77,92957,44,58,"171,938","14,159",Manga,3,18,Finished,"Aug  10, 2016 to Oct  25, 2017",['Drama'],[],Shounen,Shounen Jump+,"Taguchi, Shouichi (Art), Miaki, Sugaru (Story)",100,"[88, 4, 8]"
Kaoru Hana wa Rin to Saku (The Fragrant Flower Blooms with Dignity),8.76,25802,45,199,"79,891","4,785",Manga,Unknown,Unknown,Publishing,"Oct  21, 2021 to ?","['Drama', 'Romance']",['School'],,Magazine pocket,"Mikami, Saka (Story & Art)",52,"[39, 6, 7]"
The Greatest Estate Developer,8.75,14014,46,566,"32,655","1,487",Manhwa,Unknown,Unknown,Publishing,"Jul  30, 2021 to ?","['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",,Naver Webtoon,"Moon, Back-kyung (Story), Kim, Hyunsoo (Art)",19,"[16, 0, 3]"
Hunter x Hunter,8.75,130841,47,22,"284,223","24,555",Manga,Unknown,Unknown,Publishing,"Mar  3, 1998 to ?","['Action', 'Adventure', 'Fantasy']",[],Shounen,Shounen Jump (Weekly),"Togashi, Yoshihiro (Story & Art)",48,"[39, 6, 3]"
Uchuu Kyoudai (Space Brothers),8.75,8560,48,491,"36,785","1,459",Manga,Unknown,Unknown,Publishing,"Dec  6, 2007 to ?","['Award Winning', 'Drama', 'Sci-Fi']","['Adult Cast', 'Space', 'Workplace']",Seinen,Morning,"Koyama, Chuuya (Story & Art)",7,"[7, 0, 0]"
Dungeon Meshi (Delicious in Dungeon),8.74,30439,49,178,"87,695","5,669",Manga,14,102,Finished,"Feb  15, 2014 to Sep  15, 2023","['Award Winning', 'Comedy', 'Fantasy', 'Gourmet']",[],Seinen,Harta,"Kui, Ryouko (Story & Art)",44,"[39, 4, 1]"
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. (My Youth Romantic Comedy Is Wrong, As I Expected)",8.74,20374,50,224,"72,152","4,126",Light Novel,18,168,Finished,"Mar  18, 2011 to Apr  20, 2021","['Comedy', 'Romance']","['Love Polygon', 'School']",,,"Watari, Wataru (Story), Ponkan⑧ (Art)",24,"[20, 0, 4]"
Made in Abyss,8.74,56030,51,62,"167,513","10,426",Manga,Unknown,Unknown,Publishing,"Oct  20, 2012 to ?","['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",[],,Web Comic Gamma,"Tsukushi, Akihito (Story & Art)",56,"[26, 14, 16]"
Hajime no Ippo (Hajime no Ippo: Fighting Spirit!),8.73,38494,52,167,"91,147","7,078",Manga,Unknown,Unknown,Publishing,"Sep  27, 1989 to ?","['Award Winning', 'Sports']",['Combat Sports'],Shounen,Shounen Magazine (Weekly),"Morikawa, George (Story & Art)",24,"[18, 4, 2]"
One Punch-Man (One-Punch Man),8.73,244672,53,7,"496,861","39,081",Manga,Unknown,Unknown,Publishing,"Jun  14, 2012 to ?","['Action', 'Comedy']","['Parody', 'Super Power']",Seinen,Tonari no Young Jump,"Murata, Yusuke (Art), ONE (Story)",60,"[47, 10, 3]"
Kusuriya no Hitorigoto (The Apothecary Diaries),8.72,2839,54,1596,"13,149",738,Light Novel,Unknown,Unknown,Publishing,"Aug  29, 2014 to ?","['Drama', 'Mystery']",['Medical'],,,"Hyuuga, Natsu (Story), Shino, Touko (Art)",3,"[3, 0, 0]"
Veil,8.72,2956,55,1527,"13,607",712,Manga,Unknown,Unknown,Publishing,"Nov  15, 2019 to ?","['Romance', 'Slice of Life']",['Historical'],,,"Fukuda, Ikumi (Story & Art)",6,"[6, 0, 0]"
Shoujo Shuumatsu Ryokou (Girls' Last Tour),8.71,29314,56,218,"73,902","6,344",Manga,6,47,Finished,"Feb  21, 2014 to Jan  12, 2018","['Adventure', 'Award Winning', 'Slice of Life']",['Iyashikei'],,Kurage Bunch,Tsukumizu (Story & Art),38,"[36, 2, 0]"
Mushishi,8.71,20438,57,179,"87,232","2,921",Manga,10,50,Finished,"Oct  8, 1999 to Aug  25, 2008","['Award Winning', 'Fantasy', 'Mystery', 'Supernatural']","['Adult Cast', 'Historical', 'Iyashikei']",Seinen,Afternoon,"Urushibara, Yuki (Story & Art)",12,"[12, 0, 0]"
Chainsaw Man,8.70,393895,58,3,"647,498","84,155",Manga,Unknown,Unknown,Publishing,"Dec  3, 2018 to ?","['Action', 'Award Winning', 'Fantasy']","['Gore', 'Urban Fantasy']",Shounen,Shounen Jump+,"Fujimoto, Tatsuki (Story & Art)",376,"[280, 65, 31]"
The Horizon,8.70,45173,59,153,"96,763","4,870",Manhwa,3,21,Finished,"Mar  30, 2016 to Jul  21, 2016","['Adventure', 'Drama']",['Psychological'],,Comica,"Jeong, Ji-Hoon (Story & Art)",61,"[53, 8, 0]"
Death Note,8.69,232378,60,14,"405,512","32,171",Manga,12,108,Finished,"Dec  1, 2003 to May  15, 2006","['Supernatural', 'Suspense']",['Psychological'],Shounen,Shounen Jump (Weekly),"Obata, Takeshi (Art), Ohba, Tsugumi (Story)",106,"[96, 7, 3]"
Beck (BECK: Mongolian Chop Squad),8.69,29428,61,189,"82,769","5,103",Manga,34,103,Finished,"Feb  17, 2000 to Jun  5, 2008","['Award Winning', 'Drama', 'Romance']",['Music'],Shounen,Shounen Magazine (Monthly),"Sakuishi, Harold (Story & Art)",30,"[29, 1, 0]"
Dorohedoro,8.69,59706,62,47,"183,385","14,026",Manga,23,190,Finished,"Nov  30, 2000 to Sep  12, 2018","['Action', 'Comedy', 'Fantasy', 'Horror']",['Gore'],Seinen,Gessan,"Hayashida, Q (Story & Art)",59,"[53, 4, 2]"
Fata Morgana no Yakata: Anata no Genten ni Itaru Monogatari (The House in Fata Morgana),8.69,1156,63,4882,"4,364",483,Light Novel,5,21,Finished,"Aug  8, 2014 to Jan  14, 2016","['Drama', 'Horror', 'Mystery', 'Supernatural']",[],,,"Hanada, Keika (Story), Moyataro (Art)",4,"[4, 0, 0]"
Kono Oto Tomare!,8.69,13125,64,387,"45,622","2,684",Manga,Unknown,Unknown,Publishing,"Aug  4, 2012 to ?",['Drama'],"['Music', 'School']",Shounen,Jump SQ.,"Sakura, Amyuu (Story & Art)",14,"[13, 1, 0]"
Utsuro no Hako to Zero no Maria (The Empty Box and Zeroth Maria),8.69,20924,65,138,"104,619","5,332",Light Novel,7,40,Finished,"Jan  10, 2009 to Jun  10, 2015","['Action', 'Drama', 'Horror', 'Mystery', 'Romance', 'Supernatural', 'Suspense']","['Psychological', 'School']",,,"Mikage, Eiji (Story), Tetsuo (Art)",49,"[40, 5, 4]"
Natsume Yuujinchou (Natsume's Book of Friends),8.67,11398,66,386,"45,627","2,240",Manga,Unknown,Unknown,Publishing,"Jun  10, 2003 to ?","['Drama', 'Supernatural']",['Iyashikei'],Shoujo,LaLa,"Midorikawa, Yuki (Story & Art)",6,"[5, 1, 0]"
Akira,8.66,45210,67,91,"136,720","6,635",Manga,6,120,Finished,"Dec  6, 1982 to Jun  11, 1990","['Action', 'Award Winning', 'Sci-Fi']",['Gore'],Seinen,Young Magazine (Weekly),"Otomo, Katsuhiro (Story & Art)",35,"[24, 6, 5]"
Solo Leveling,8.66,315417,68,5,"530,672","45,336",Manhwa,Unknown,201,Finished,"Mar  4, 2018 to May  31, 2023","['Action', 'Adventure', 'Fantasy']","['Adult Cast', 'Urban Fantasy']",,KakaoPage,"Chugong (Story), Jang, Sung-rak (Art), Disciples (Art)",284,"[170, 74, 40]"
Bungou Stray Dogs: Beast (Bungo Stray Dogs: Beast),8.66,6036,69,1212,"16,389",825,Manga,4,22,Finished,"Dec  26, 2019 to Jan  26, 2022","['Action', 'Mystery', 'Supernatural']",['Detective'],Shounen,Shounen Ace,"Asagiri, Kafka (Story), Hoshikawa, Shiwasu (Art)",2,"[2, 0, 0]"
Kimi no Suizou wo Tabetai (I Want to Eat Your Pancreas),8.65,3765,70,2463,"8,686",451,Novel,1,10,Finished,"Jun  17, 2015","['Drama', 'Romance']",[],,,"Sumino, Yoru (Story)",4,"[4, 0, 0]"
Yokohama Kaidashi Kikou,8.65,19653,71,205,"77,408","5,253",Manga,14,142,Finished,"Apr  25, 1994 to Feb  25, 2006","['Award Winning', 'Sci-Fi', 'Slice of Life']",['Iyashikei'],Seinen,Afternoon,"Ashinano, Hitoshi (Story & Art)",42,"[33, 2, 7]"
Yagate Kimi ni Naru (Bloom into You),8.65,50592,72,129,"110,006","10,128",Manga,8,50,Finished,"Apr  27, 2015 to Sep  27, 2019","['Drama', 'Girls Love']",['School'],,Dengeki Daioh,"Nakatani, Nio (Story & Art)",86,"[80, 5, 1]"
"Sayonara Eri (Goodbye, Eri)",8.65,85437,73,96,"130,521","6,928",Manga,1,Unknown,Finished,"Apr  11, 2022",['Drama'],[],Shounen,Shounen Jump+,"Fujimoto, Tatsuki (Story & Art)",71,"[64, 4, 3]"
No Home,8.64,1794,74,4527,"4,743",344,Manhwa,Unknown,269,Finished,"Dec  31, 2018 to Aug  5, 2024",['Slice of Life'],['School'],,Naver Webtoon,Wanan (Story & Art),9,"[9, 0, 0]"
 Series (Zaregoto),8.64,4650,75,765,"24,661","1,243",Light Novel,Unknown,Unknown,Publishing,"Feb  5, 2002 to ?","['Action', 'Drama', 'Mystery', 'Supernatural']",[],,,"NISIO, ISIN (Story), Take (Art)",10,"[9, 1, 0]"
Violet Evergarden,8.64,6418,76,652,"28,462",754,Light Novel,2,13,Finished,"Dec  25, 2015 to Dec  26, 2016","['Drama', 'Fantasy']",[],,,"Akatsuki, Kana (Story), Takase, Akiko (Art)",5,"[4, 1, 0]"
Tongari Boushi no Atelier (Witch Hat Atelier),8.64,23977,77,144,"99,623","5,978",Manga,Unknown,Unknown,Publishing,"Jul  22, 2016 to ?",['Fantasy'],[],Seinen,Morning Two,"Shirahama, Kamome (Story & Art)",25,"[18, 5, 2]"
Wind Breaker,8.63,20417,78,300,"56,398","3,365",Manhwa,Unknown,Unknown,Publishing,"Dec  15, 2013 to ?","['Action', 'Drama', 'Sports']",[],,Naver Webtoon,"Jo, Yongseok (Story & Art)",15,"[13, 1, 1]"
Gintama,8.63,40356,79,150,"97,431","8,310",Manga,77,709,Finished,"Dec  8, 2003 to Jun  20, 2019","['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",Shounen,Shounen Jump (Weekly),"Sorachi, Hideaki (Story & Art)",30,"[27, 2, 1]"
Kozure Ookami (Lone Wolf & Cub),8.63,7524,80,359,"48,462","1,557",Manga,28,142,Finished,Sep  1970 to Apr  1976,['Action'],"['Historical', 'Samurai']",Seinen,Manga Action,"Koike, Kazuo (Story), Kojima, Goseki (Art)",10,"[9, 1, 0]"
Mo Dao Zu Shi (Grandmaster of Demonic Cultivation: Mo Dao Zu Shi),8.63,5072,81,1390,"14,785",716,Manhua,Unknown,260,Finished,"Dec  8, 2017 to Oct  26, 2022","['Action', 'Adventure', 'Boys Love', 'Mystery', 'Supernatural']",['Historical'],,Kuaikan Manhua,"Mo Xiang Tong Xiu (Story), Luo Di Cheng Qiu (Art)",4,"[1, 1, 2]"
ReLIFE,8.63,82286,82,65,"165,394","12,141",Manga,15,238,Finished,"Oct  12, 2013 to Mar  16, 2018","['Comedy', 'Drama', 'Romance', 'Slice of Life']",['School'],,comico,"Yayoi, Sou (Story & Art)",72,"[70, 1, 1]"
Golden Kamuy,8.63,26944,83,151,"97,382","5,455",Manga,31,314,Finished,"Aug  21, 2014 to Apr  28, 2022","['Action', 'Adventure', 'Award Winning']",['Historical'],Seinen,Young Jump,"Noda, Satoru (Story & Art)",30,"[28, 2, 0]"
Overlord,8.62,22824,84,260,"64,574","3,975",Light Novel,Unknown,Unknown,Publishing,"Jul  30, 2012 to ?","['Action', 'Fantasy']",['Isekai'],,,"Maruyama, Kugane (Story), so-bin (Art)",12,"[9, 1, 2]"
Aria,8.62,10769,85,454,"39,783","2,622",Manga,12,67,Finished,"Feb  28, 2002 to Feb  29, 2008","['Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Slice of Life']",['Iyashikei'],Shounen,Comic Blade,"Amano, Kozue (Story & Art)",19,"[17, 1, 1]"
Pluto (Pluto: Urasawa x Tezuka),8.62,47517,86,101,"126,330","5,373",Manga,8,65,Finished,"Sep  9, 2003 to Apr  1, 2009","['Action', 'Award Winning', 'Mystery', 'Sci-Fi', 'Suspense']","['Detective', 'Psychological']",Seinen,Big Comic Original,"Urasawa, Naoki (Story & Art), Tezuka, Osamu (Story)",37,"[33, 4, 0]"
Ginga Eiyuu Densetsu (Legend of the Galactic Heroes),8.62,2131,87,2002,"10,406",308,Novel,10,94,Finished,Nov  1982 to Nov  1987,"['Action', 'Adventure', 'Drama', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']",,,"Tanaka, Yoshiki (Story), Katou, Naoyuki (Art), Kamoshita, Yukihisa (Art)",6,"[5, 1, 0]"
Kusuriya no Hitorigoto (The Apothecary Diaries),8.62,20345,88,235,"69,310","3,434",Manga,Unknown,Unknown,Publishing,"May  25, 2017 to ?","['Drama', 'Mystery']","['Historical', 'Medical']",Seinen,Big Gangan,"Hyuuga, Natsu (Story), Nekokurage (Art)",15,"[15, 0, 0]"
Umineko no Naku Koro ni Chiru - Episode 7: Requiem of the Golden Witch (Umineko WHEN THEY CRY Episode 7: Requiem of the Golden Witch),8.62,6025,89,1466,"14,112",364,Manga,9,48,Finished,"Apr  13, 2011 to Mar  12, 2015","['Drama', 'Mystery', 'Supernatural', 'Suspense']",['Psychological'],Shounen,Shounen Gangan,"Mizuno, Eita (Art), Ryukishi07 (Story)",2,"[2, 0, 0]"
Shinyaku Toaru Majutsu no Index (A Certain Magical Index NT),8.62,5396,90,1266,"15,903","1,199",Light Novel,23,178,Finished,"Mar  10, 2011 to Jul  10, 2019","['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']",['Super Power'],,,"Kamachi, Kazuma (Story), Haimura, Kiyotaka (Art)",8,"[8, 0, 0]"
