Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Published,Genres,Themes,Demographic,Serialization,Author,Total Review,Type Review
Astro Baby,6.59,838,15001,6558,"3,146",4,Manga,Unknown,Unknown,Publishing,"Feb  3, 2024 to ?",['Sci-Fi'],[],Shounen,Shounen Jump+,"Moriya, Shiro (Story & Art)",2,"[2, 0, 0]"
Isekai de Dekiai Yandere ga Hanashite Kuremasen! Anthology Comic,6.59,102,15002,34126,227,0,Manga,1,5,Finished,"Dec  14, 2023","['Fantasy', 'Romance']",['Isekai'],,,"Ao, Agu (Art), Yatsuhachi, Hachi (Art), Kotoko (Story), Shino, Akisato (Art)",0,"[0, 0, 0]"
Jitsuzon Unplugged (Existential Unplugged),6.59,136,15003,22787,534,2,Manga,Unknown,Unknown,Publishing,"Mar  31, 2024 to ?",['Comedy'],"['Music', 'Reincarnation']",Shounen,Shounen Jump+,"Masaya, Kana (Art), Komori, Saji (Story)",0,"[0, 0, 0]"
Amaama-kun no Okashi na Yuuwaku,6.59,168,15004,18188,790,0,Manga,Unknown,14,Finished,"Jan  23, 2016 to Apr  24, 2017","['Comedy', 'Romance']",['School'],Shoujo,Dessert,"Tokino, Mitsuru (Story & Art)",1,"[1, 0, 0]"
Gedara,6.59,183,15005,28681,339,0,One-shot,Unknown,1,Finished,"Sep  7, 2015","['Horror', 'Supernatural']",[],Seinen,good! Afternoon,"Terada, Atarou (Story & Art)",0,"[0, 0, 0]"
"Seichou Cheat de Nandemo Dekiruyou ni Natta ga, Mushoku dake wa Yamerarenai you desu",6.59,2043,15006,2670,"8,091",21,Manga,Unknown,Unknown,Publishing,"Nov  21, 2017 to ?","['Adventure', 'Fantasy']",[],,ComicWalker,"Tokino, Yousuke (Story), Hashimoto, Ryouta (Art)",1,"[0, 1, 0]"
Kuromori-san wa Smartphone ga Tsukaenai,6.59,870,15007,8466,"2,307",6,Manga,3,16,Finished,"Nov  27, 2017 to Feb  27, 2019","['Comedy', 'Romance']",['School'],Seinen,Comic Alive,"Yoshihara, Masahiko (Story & Art)",0,"[0, 0, 0]"
Watashitachi wa Koi wo Egakenai,6.59,742,15008,11753,"1,497",4,Manga,Unknown,21,Finished,"Jun  15, 2018 to May  24, 2019","['Girls Love', 'Slice of Life']",[],,Young Ace UP,Akamaru (Story & Art),2,"[1, 1, 0]"
Uzumaki Tokubetsu-hen: Ginga,6.59,7393,15009,1914,"10,967",9,One-shot,Unknown,1,Finished,"Jan  31, 2000",['Horror'],[],Seinen,Big Comic Spirits,"Itou, Junji (Story & Art)",4,"[4, 0, 0]"
Gusha no Hoshi (Planet of the Fools),6.59,158,15010,16163,951,0,Manga,8,33,Finished,"Aug  6, 2019 to Apr  6, 2022","['Action', 'Adventure', 'Sci-Fi']",[],Shounen,Shounen Magazine (Monthly),"Endo, Hiroki (Story & Art)",1,"[1, 0, 0]"
Kane to Ai to Watashi,6.59,186,15011,25894,420,1,One-shot,Unknown,1,Finished,"Aug  10, 2019","['Comedy', 'Romance']",['School'],Shounen,Shounen Jump+,"Numa, Shun (Story & Art)",0,"[0, 0, 0]"
Ikenai Otona.,6.59,150,15012,29964,307,0,Manga,1,5,Finished,"May  5, 2019 to Oct  20, 2019",['Girls Love'],[],,Palcy,"Notoyama, Keiko (Story & Art)",0,"[0, 0, 0]"
Minotauros no Omoibito,6.59,505,15013,13137,"1,288",2,Manga,2,17,Finished,"Sep  12, 2019 to Dec  11, 2020","['Action', 'Comedy', 'Fantasy', 'Romance']",[],Shounen,Shounen Gangan,"Shou (Art), Keijirou (Story)",1,"[1, 0, 0]"
Choppiri Toshiue demo Kanojo ni Shite Kuremasu ka? (Are You Okay with a Slightly Older Girlfriend?),6.59,2232,15014,2824,"7,719",29,Manga,8,46,Finished,"Jan  13, 2019 to Nov  27, 2022","['Comedy', 'Drama', 'Romance']",['School'],,Manga UP!,"Nozomi, Kota (Story), Uraki, Enya (Art)",3,"[1, 1, 1]"
"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀ (Reborn to Master the Blade: From Hero-King to Extraordinary Squire ♀)",6.59,1464,15015,3463,"6,294",30,Manga,Unknown,Unknown,Publishing,"Dec  6, 2019 to ?","['Action', 'Fantasy']",[],,Comic Fire,"Hayaken (Story), Kuromura, Moto (Art)",2,"[0, 1, 1]"
Yamiyo ni Asobu na Kodomotachi (Dear Children. Don't Play in the Dark Night.),6.59,245,15016,22031,569,3,Manga,1,7,Finished,"Sep  5, 2009 to Jul  6, 2010","['Drama', 'Horror', 'Mystery', 'Supernatural']",[],Josei,Horror M,"Uguisu, Sachiko (Story & Art)",1,"[0, 1, 0]"
"Kyuutei Mahoushi Kubi ni Nattande, Inaka ni Kaette Mahouka no Sensei ni Narimasu (I Got Fired as a Court Wizard so Now I'm Moving to the Country to Become a Magic Teacher)",6.59,155,15017,16223,946,1,Manga,Unknown,Unknown,Publishing,"May  1, 2020 to ?","['Comedy', 'Fantasy']",['School'],,Web Comic Gamma Plus,"Kitazawa, Kyou (Art), Sekai, Rui (Story)",0,"[0, 0, 0]"
Hachigatsu Kokonoka Boku wa Kimi ni Kuwareru. (August 9 I Will Be Eaten by You),6.59,3245,15018,1599,"13,116",119,Manga,Unknown,Unknown,Publishing,"Feb  25, 2020 to ?","['Drama', 'Horror', 'Romance', 'Supernatural', 'Suspense']",[],,Web Comic Gamma Plus,tomomi (Story & Art),5,"[3, 2, 0]"
Tsumujimagari x Spring,6.59,112,15019,17544,836,1,Manga,5,38,Finished,"Aug  31, 2020 to Jul  26, 2021","['Comedy', 'Supernatural', 'Ecchi']",[],Seinen,Young Magazine (Weekly),"Yumeno, Tanuki (Story & Art)",0,"[0, 0, 0]"
"Kagonashi Reijou no Chiisana Mura: Saa, Ryouchi Unei wo Hajimemashou!",6.59,193,15020,16246,944,2,Manga,Unknown,Unknown,Publishing,"Apr  5, 2020 to ?","['Fantasy', 'Romance']",['Villainess'],Shoujo,B's-LOG Comic,"Punichan (Story), Hinata, Mizuiro (Art)",0,"[0, 0, 0]"
"Akuyaku Reijou? Iie, Gokuaku Reijou desu wa",6.59,194,15021,16298,940,1,Manga,Unknown,Unknown,Publishing,"Aug  30, 2019 to ?","['Fantasy', 'Romance']","['School', 'Villainess']",,Young Ace UP,"Konami, Asato (Art), Asana, Yuuna (Story)",0,"[0, 0, 0]"
Doppel-san,6.59,182,15022,16385,933,2,Manga,3,31,Finished,"Jul  20, 2020 to Mar  17, 2022","['Comedy', 'Romance']",['School'],Seinen,Young Magazine (Monthly),"Oomi, Tabi (Story & Art)",0,"[0, 0, 0]"
Innocent Noise,6.58,109,15023,29213,326,0,Manga,1,7,Finished,"May  18, 2013 to Mar  18, 2014",['Girls Love'],[],,Comic Yuri Hime,"Imura, Ei (Story & Art)",0,"[0, 0, 0]"
Koji Koi,6.58,307,15024,17806,816,1,Manga,2,9,Finished,"Jan  21, 2017 to Oct  25, 2018","['Drama', 'Romance']",['School'],Shoujo,pixiv Sylph,"Tagura, Tohru (Art), Takaoka, Karin (Story)",1,"[0, 0, 1]"
Urushiha Sarara wa Koi nado Shinai! (Sarara Urushiha Is Not Into Romance),6.58,342,15025,9408,"2,013",9,Manga,4,33,Finished,"Jan  4, 2018 to May  1, 2021","['Comedy', 'Romance']",['School'],Seinen,Young Ace,Puyo (Story & Art),0,"[0, 0, 0]"
Blue Phobia,6.58,1994,15026,4420,"4,892",46,Manga,2,18,Finished,"Dec  7, 2017 to May  10, 2018","['Action', 'Supernatural']",['Psychological'],Seinen,Young Jump,"Tsuruyoshi, Eri (Story & Art)",2,"[2, 0, 0]"
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,6.58,3834,15027,1619,"12,970",65,Manga,6,37,Finished,"Nov  9, 2017 to Dec  9, 2020","['Comedy', 'Romance', 'Ecchi']","['Harem', 'School']",Shounen,Dragon Age,"CHuN (Art), Hanama, Tomo (Story), iimAn (Art)",3,"[3, 0, 0]"
Kuro-chan Chi no Oshiire ga Tsukaenai Wake,6.58,528,15028,11384,"1,568",3,Manga,2,24,Finished,"Aug  27, 2015 to Jan  27, 2018","['Comedy', 'Sci-Fi', 'Slice of Life']",[],,Comic Cune,"Hanabana, Tsubomi (Story & Art)",1,"[0, 1, 0]"
Ikenai Kanojo no Otetsudai,6.58,1118,15029,6839,"2,997",10,Manga,3,29,Finished,"Aug  4, 2017 to Aug  17, 2018","['Comedy', 'Supernatural']",['School'],,Manga Park,"Nakahara, Kaihei (Story & Art)",1,"[1, 0, 0]"
Babylon,6.58,137,15030,11850,"1,478",6,Manga,2,18,Finished,"Feb  25, 2019 to Oct  7, 2019","['Mystery', 'Suspense']",['Psychological'],,Comic Days,"Nozaki, Mado (Story), Takishita, Nobuhide (Art)",0,"[0, 0, 0]"
Abyss Rage,6.58,2014,15031,4463,"4,830",21,Manga,8,100,Finished,"May  31, 2018 to Feb  4, 2021","['Action', 'Drama']",['Martial Arts'],Shounen,Shounen Jump+,"Narita, Nariaki (Story & Art)",4,"[2, 2, 0]"
Saotome Shimai wa Manga no Tame nara!?,6.58,3312,15032,1279,"15,788",71,Manga,10,106,Finished,"Jun  6, 2018 to Jun  23, 2021","['Comedy', 'Ecchi']",[],Shounen,Shounen Jump+,"Yamamoto, Ryouhei (Story & Art)",4,"[4, 0, 0]"
Watashi Igai Jinrui Zenin Yuri (The Whole of Humanity Has Gone Yuri Except for Me),6.58,2208,15033,4376,"4,960",24,Manga,2,11,Finished,"Dec  26, 2018 to Jun  5, 2020","['Comedy', 'Girls Love', 'Sci-Fi']",[],,Shounen Ace Plus,"Haruse, Hiroki (Story & Art)",2,"[1, 1, 0]"
Watashi no Tame ni Nuginasai! (Take Off The Clothes For Me),6.58,134,15034,18924,742,1,Manga,Unknown,Unknown,Publishing,"Dec  27, 2017 to ?","['Comedy', 'Ecchi']",['School'],,Comic Cune,Kurou (Story & Art),0,"[0, 0, 0]"
"Miseru, Mitsumeru, Futari dake",6.58,2405,15035,4746,"4,505",13,Manga,Unknown,6,Finished,"Apr  24, 2019 to Sep  23, 2020","['Romance', 'Ecchi']",['School'],,Comic Meteor,"Mihoshi, Megane (Story & Art)",2,"[2, 0, 0]"
Ookiku Nattara Kekkon suru! (You Must Be This Tall to Propose!),6.58,2585,15036,3080,"7,066",8,Manga,3,39,Finished,"Aug  19, 2019 to Mar  8, 2021","['Comedy', 'Romance', 'Slice of Life']",['School'],Seinen,Young Magazine the 3rd,"Mifuyu, Fumi (Story & Art)",1,"[1, 0, 0]"
"Yoku Wakaranai keredo Isekai ni Tensei shiteita you desu (This Is Screwed Up, but I Was Reincarnated as a GIRL in Another World!)",6.58,2256,15037,2682,"8,053",65,Manga,Unknown,Unknown,Publishing,"Oct  4, 2019 to ?","['Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",,Suiyoubi no Sirius,"Uchiuchi, Keyaki (Art), Ashi (Story)",7,"[0, 4, 3]"
Caster & Mild,6.58,127,15038,28415,346,1,Manga,1,7,Finished,"Aug  24, 2016 to Jun  24, 2017","['Boys Love', 'Slice of Life']",[],,Qpa,"Kingyobachi, Deme (Story & Art)",0,"[0, 0, 0]"
Boushokuki no Ken (The Sword of Princess Gluttony),6.58,818,15039,5991,"3,476",3,Manga,Unknown,Unknown,Publishing,"Aug  2, 2019 to ?","['Action', 'Adventure', 'Fantasy']",[],,Comic Gardo,"Necoco (Story), Mochironsan (Art)",3,"[0, 2, 1]"
"Jitsu wa Ore, Saikyou deshita? (Am I Actually the Strongest?)",6.58,4838,15040,1178,"16,701",56,Manga,Unknown,Unknown,Publishing,"Apr  3, 2019 to ?","['Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",,Suiyoubi no Sirius,"Sumimori, Sai (Story), Takahashi, Ai (Art)",4,"[3, 0, 1]"
Undead + Unluck,6.58,740,15041,10580,"1,733",27,One-shot,Unknown,1,Finished,"Jan  28, 2019","['Action', 'Comedy', 'Supernatural', 'Ecchi']",[],Shounen,Shounen Jump (Weekly),"Tozuka, Yoshifumi (Story & Art)",0,"[0, 0, 0]"
Gemini,6.58,149,15042,26403,403,1,Manga,Unknown,2,Finished,"Jul  3, 2015 to Jul  17, 2015","['Action', 'Horror', 'Sci-Fi']",[],Seinen,Young Gangan,"Izumi, Tomoki (Story & Art)",0,"[0, 0, 0]"
Soshage Kanojo (Social Game Girl Friend),6.58,263,15043,15171,"1,047",3,Manga,1,Unknown,Finished,"Aug  16, 2019","['Comedy', 'Romance', 'Slice of Life']",['School'],,,Kentauloss (Story & Art),1,"[1, 0, 0]"
Ikidaore mo Dekinai Konna Isekai ja,6.58,738,15044,10193,"1,815",5,Manga,2,14,Finished,"Jun  5, 2020 to Jun  5, 2021","['Comedy', 'Fantasy', 'Romance', 'Slice of Life']",[],Shoujo,B's-LOG Comic,"Matsui, Tommy (Art), Natsuno, Yoruko (Story)",0,"[0, 0, 0]"
Hyoujou ga Issai Wakaranai Shirogane-san (I Don't Understand Shirogane Facial Expression at All),6.58,1074,15045,6236,"3,325",12,Manga,4,26,Finished,"May  27, 2020 to Oct  27, 2022","['Comedy', 'Romance']",['School'],,Dengeki Daioh,Byte (Story & Art),2,"[0, 2, 0]"
"""Ou no Saien"" no Kishi to, ""Yasai"" no Ojousama",6.58,112,15046,21433,599,0,Manga,5,31,Finished,"Feb  14, 2020 to Oct  19, 2022","['Comedy', 'Fantasy', 'Romance']",[],,Comic Fire,"Emoto, Mashimesa (Story), Tanuda, Niso (Art)",0,"[0, 0, 0]"
Fate/Grand Order: Ordú Beag,6.58,214,15047,20952,622,4,One-shot,Unknown,1,Finished,"Jul  22, 2020","['Action', 'Fantasy']",[],Shounen,Shounen Magazine (Weekly),"Nagi, Akisato (Story & Art)",0,"[0, 0, 0]"
Shinja Zero no Megami-sama to Hajimeru Isekai Kouryaku (Full Clearing Another World under a Goddess with Zero Believers),6.58,869,15048,5762,"3,638",7,Manga,Unknown,Unknown,Publishing,"Apr  24, 2020 to ?","['Fantasy', 'Romance']",[],,Comic Gardo,"Shiroi, Hakuto (Art), Oosaki, Isle (Story)",3,"[2, 0, 1]"
Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsurasugiru,6.58,362,15049,8178,"2,409",6,Manga,Unknown,Unknown,Publishing,"Jan  10, 2020 to ?","['Comedy', 'Romance', 'Slice of Life']",[],,Kurage Bunch,"Sora, Egumi (Story & Art)",1,"[1, 0, 0]"
Zutto Otokonoko dato Omotteita Gaki Taishou ga Onnanoko deshita,6.58,301,15050,18937,741,2,Doujinshi,2,Unknown,Finished,"Jul  19, 2020 to Nov  21, 2020",['Romance'],[],,,Chamirai (Story & Art),0,"[0, 0, 0]"
Botabota (Drip Drip),6.58,4080,15051,2765,"7,852",48,Manga,1,9,Finished,"Dec  25, 2020 to Feb  19, 2021","['Comedy', 'Drama']",[],Seinen,Manga Goraku,"Itagaki, Paru (Story & Art)",6,"[3, 3, 0]"
Aobara-hime no Yarinaoshi Kakumeiki (Revolutionary Restart for the Blue Rose Princess),6.58,167,15052,20713,635,0,Manga,7,35,Finished,"Mar  16, 2020 to Nov  28, 2022","['Drama', 'Fantasy', 'Romance']",['Time Travel'],,Manga UP!,"Yuzuki, Shou (Art), Kaname, Roku (Story)",0,"[0, 0, 0]"
Dekiai Reijou wa Dannasama kara Nigeraremasen...! ♡ Anthology Comic,6.58,209,15053,17757,820,5,Manga,Unknown,Unknown,Publishing,"Aug  24, 2020 to ?","['Fantasy', 'Romance']",['Villainess'],,,"Kikuta, Yui (Art), Ouya, Saki (Story), Nekonomori, Shima (Art), Usui, Katsura (Story), Shiina, Saera (Story), KATINO (Art)",1,"[0, 0, 1]"
Haru to Arashi,6.58,773,15054,8844,"2,181",2,Manga,2,9,Finished,"Aug  11, 2020 to Mar  13, 2021",['Romance'],['School'],Shoujo,Bessatsu Margaret,Ayuko (Story & Art),0,"[0, 0, 0]"
"Kyou kara, Kimi wo Share Shimasu",6.58,229,15055,21788,581,0,Manga,Unknown,12,Finished,"Oct  1, 2017 to Nov  1, 2018",['Romance'],[],Shoujo,Ane Friend,"Fukasawa, Hayuru (Story & Art)",1,"[0, 0, 1]"
Dokuzetsu Shoujo wa Amanojaku: Kabegoshi nara Sunao ni Suki tte Ierumon!,6.58,120,15056,18785,749,2,Manga,2,14,Finished,"Feb  12, 2021 to Jul  21, 2022","['Comedy', 'Romance']",['School'],,Comic Fire,"Uemura, Natsuki (Story), Abi (Art)",0,"[0, 0, 0]"
Hiyama Kentarou no Ninshin (He's Expecting),6.58,198,15057,23774,495,0,Manga,1,7,Finished,"Aug  11, 2012 to Nov  15, 2012",['Slice of Life'],[],Josei,Be-Love,"Sakai, Eri (Story & Art)",0,"[0, 0, 0]"
Nyoroko no Namahousou! (Nyoroko's Live Broadcasting!),6.58,163,15058,14233,"1,152",3,Manga,2,20,Finished,"Aug  27, 2014 to Apr  27, 2016","['Comedy', 'Slice of Life']",['School'],,Comic Cune,Muku (Story & Art),0,"[0, 0, 0]"
Ryuu to Hidarite,6.58,271,15059,23567,503,1,One-shot,Unknown,1,Finished,"Jul  28, 2015",['Supernatural'],[],,,"Shizuki, Ito (Story & Art)",0,"[0, 0, 0]"
"Konya wa Tsuki ga Kirei desu ga, Toriaezu Shine (Can You Just Die, My Darling?)",6.58,6619,15060,697,"26,794",179,Manga,10,35,Finished,"Apr  20, 2015 to Feb  6, 2019","['Drama', 'Romance', 'Suspense']","['Psychological', 'School']",Shounen,Shounen Magazine (Monthly),"Sakakibara, Sousou (Art), Kaname, Majuro (Story)",8,"[1, 3, 4]"
Renai Kyoutei,6.58,375,15061,20114,669,1,One-shot,Unknown,1,Finished,"Feb  10, 2016","['Comedy', 'Romance']",['School'],,Comic Polaris,Masayoshi (Story & Art),0,"[0, 0, 0]"
"Aishite Nai, kamo.",6.58,531,15062,14077,"1,169",2,Manga,1,7,Finished,"Jun  3, 2016 to Sep  5, 2016",['Romance'],[],Shoujo,Margaret,"Hanano, Risa (Story & Art)",0,"[0, 0, 0]"
Koisuru Yankee Girl (Yankee Girl in Love),6.58,2755,15063,1998,"10,430",23,Manga,5,73,Finished,"Dec  5, 2014 to Aug  5, 2019","['Comedy', 'Romance']",['School'],,Manga Town,"Orihara, Sachiko (Story & Art)",2,"[2, 0, 0]"
Ace-kun no Tonari.,6.58,205,15064,25281,440,0,Manga,1,6,Finished,"Feb  20, 2013 to Nov  20, 2014",[],"['School', 'Space']",Shoujo,Sho-Comi Zoukan,"Asagi, Hikaru (Story & Art)",0,"[0, 0, 0]"
Uchi no Maid ga Uzasugiru (UzaMaid: Our Maid is Way Too Annoying!),6.58,416,15065,6884,"2,975",6,Manga,10,59,Finished,"Nov  30, 2013 to Jan  25, 2023","['Comedy', 'Girls Love']",[],,Monthly Action,"Nakamura, Kanko (Story & Art)",1,"[0, 0, 1]"
Miracle☆Gift,6.58,333,15066,21058,617,0,One-shot,Unknown,1,Finished,"Dec  9, 2015","['Comedy', 'Fantasy', 'Romance']",[],Shounen,Shounen Magazine (Weekly),Robico (Story & Art),0,"[0, 0, 0]"
Sky Claw,6.58,353,15067,19602,698,3,One-shot,Unknown,1,Finished,"Dec  31, 2016","['Action', 'Adventure', 'Fantasy']",[],Shounen,Jump Cross,"Shindou, Masaoki (Story & Art)",2,"[1, 1, 0]"
Now Loading...!,6.58,1461,15068,6328,"3,275",6,Manga,1,5,Finished,"Nov  18, 2016 to Mar  18, 2017","['Girls Love', 'Slice of Life']",[],,Comic Yuri Hime,Mikanuji (Story & Art),2,"[1, 1, 0]"
Tantei no Tantei,6.58,550,15069,9136,"2,091",4,Manga,2,22,Finished,"May  16, 2016 to May  22, 2017","['Action', 'Drama', 'Mystery']","['Detective', 'Psychological']",Seinen,Young Magazine (Weekly),"Kiyohara, Hiro (Art), Matsuoka, Keisuke (Story)",1,"[1, 0, 0]"
Yuki to Sumi,6.58,2236,15070,4125,"5,288",5,Manga,1,12,Finished,"Sep  27, 2016 to Sep  27, 2017","['Comedy', 'Romance']",['School'],Shounen,Comic REX,Onio (Story & Art),2,"[1, 1, 0]"
Mousou Kikou: Adolescence Avatar,6.58,441,15071,13699,"1,215",3,Manga,1,7,Finished,"Jan  19, 2010 to Sep  21, 2011","['Comedy', 'Fantasy']","['Magical Sex Shift', 'School']",Shounen,Dengeki Daioh Genesis,"Moriyama, Daisuke (Story & Art)",0,"[0, 0, 0]"
Goumaden Shuten Douji,6.58,145,15072,21968,572,0,Manga,7,39,Finished,"Aug  19, 2002 to Oct  19, 2005","['Action', 'Fantasy', 'Romance', 'Supernatural']",['School'],Seinen,Champion RED,"Masato, Natsumoto (Art), Nagai, Go (Story)",0,"[0, 0, 0]"
Tayutama: Kiss on my Deity,6.58,545,15073,12047,"1,446",3,Manga,1,6,Finished,"Nov  26, 2008 to May  26, 2009","['Comedy', 'Supernatural', 'Ecchi']",[],,Comp Ace,Yukiwo (Art),1,"[0, 1, 0]"
Celestial Clothes,6.58,193,15074,18661,757,1,Manga,11,65,Finished,"Jun  26, 2010 to Feb  26, 2016","['Action', 'Comedy', 'Drama', 'Fantasy', 'Supernatural']",[],Shounen,Shounen Sirius,"Shiono, Etorouji (Story & Art)",0,"[0, 0, 0]"
Gekijouban Pocket Monster AG: Rekkuu no Houmonsha Deoxys,6.58,113,15075,23572,503,1,Manga,1,3,Finished,May  2004 to Jul  2004,"['Action', 'Adventure', 'Fantasy']",[],Kids,CoroCoro Comic,"Teshirogi, Takashi (Story & Art)",0,"[0, 0, 0]"
Sicilia de Aishite,6.58,218,15076,26659,396,0,Manga,1,Unknown,Finished,2009,['Romance'],[],Josei,Harlequin,"Hoshino, Masami (Art), Morgan, Sarah (Story)",0,"[0, 0, 0]"
Region,6.58,615,15077,12052,"1,445",2,Manga,3,24,Finished,"Aug  23, 2007 to Aug  28, 2008","['Drama', 'Horror']",[],Seinen,Play Comic,"Fujisawa, Yuki (Story & Art)",1,"[0, 0, 1]"
Finlandia: Santa Yousei Gakkou,6.58,354,15078,18847,745,8,Manga,2,8,Finished,"Dec  15, 2010 to Aug  15, 2011","['Fantasy', 'Romance']",[],Shoujo,Comic Avarus,"Noguchi, Mei (Story & Art)",1,"[0, 1, 0]"
Godland Company,6.58,423,15079,18172,791,0,One-shot,Unknown,1,Finished,"Apr  30, 2011","['Action', 'Comedy', 'Supernatural']",[],Shounen,Shounen Jump NEXT!,"Iwashiro, Toshiaki (Story & Art)",1,"[0, 1, 0]"
Seven Sisters,6.58,386,15080,10340,"1,786",2,Manga,Unknown,Unknown,Publishing,"Jun  27, 2011 to ?","['Action', 'Ecchi']",['School'],Seinen,Comic Alive,"Fujioka, Toki (Story & Art)",0,"[0, 0, 0]"
Eien wa Irenai (The Millionaire's Pregnant Mistress),6.58,293,15081,23272,514,0,Manga,1,Unknown,Finished,2008,['Romance'],[],Josei,,"Tsukise, Hitomi (Art), Celmer, Michelle (Story)",0,"[0, 0, 0]"
Zen Martial Arts Academy,6.58,2862,15082,3465,"6,293",18,Manhwa,4,29,Finished,2010,"['Action', 'Comedy', 'Ecchi']","['Martial Arts', 'School']",,,"Kim, Jun Hyeong (Story), Taibogi (Art)",1,"[0, 1, 0]"
Kokoro no Subete wo (Something from the Heart),6.58,260,15083,24078,483,0,Manga,1,Unknown,Finished,"Aug  11, 2010",['Romance'],[],Josei,Harlequin,"Fujita, Kazuko (Art), Browning, Amanda (Story)",0,"[0, 0, 0]"
Tsubame-chan Chi no Kateinai Renai,6.58,223,15084,22527,546,1,Manga,1,6,Finished,"Jun  10, 2011 to Oct  8, 2011",['Romance'],['Harem'],Shoujo,Cheese! Zoukan,"Hanaya, En (Story & Art)",0,"[0, 0, 0]"
Rojiura no Mahou Tantei Jimusho,6.58,192,15085,27874,361,1,One-shot,Unknown,1,Finished,2012,"['Action', 'Comedy', 'Fantasy']",[],Shounen,Gangan Online,"Ooki, Risa (Story)",0,"[0, 0, 0]"
Danshi Toilet de Machiawase,6.58,1547,15086,6715,"3,063",5,Manga,1,6,Finished,"Oct  23, 2014","['Comedy', 'Romance']",['School'],,,"Mizu, Asato (Story & Art)",2,"[2, 0, 0]"
Kidou Senshi Gundam MSV Senki: Johnny Ridden,6.58,151,15087,26248,409,2,Manga,1,3,Finished,"Oct  5, 2006 to Oct  15, 2007","['Action', 'Sci-Fi']",['Mecha'],Shounen,Comic Bonbon,"Yatate, Hajime (Story), Tomino, Yoshiyuki (Story), Hasegawa, Yuuichi (Story & Art)",0,"[0, 0, 0]"
Viskeith no Akai Ningyou,6.58,628,15088,14581,"1,110",2,One-shot,Unknown,1,Finished,"Sep  10, 2012","['Drama', 'Horror', 'Romance', 'Supernatural']",['Psychological'],Shoujo,Aka Lala,"Ichinose, Kaoru (Story & Art)",2,"[1, 1, 0]"
Amanusya,6.58,397,15089,19550,702,1,One-shot,Unknown,1,Finished,"Jun  7, 2012","['Action', 'Adventure', 'Comedy', 'Fantasy']",['Historical'],Shounen,Gangan Online,"Hosokawa, Shingi (Story & Art)",0,"[0, 0, 0]"
Obito no Hime to Kubinashi Kishi,6.58,995,15090,8484,"2,298",7,Manga,1,4,Finished,"Oct  24, 2012 to Jan  24, 2013","['Action', 'Drama', 'Romance']",[],Shoujo,Asuka,"Mutsuki, Kei (Story), Aozaki, Ritsu (Art)",2,"[1, 0, 1]"
Mugen Himitsu,6.58,342,15091,21122,615,0,One-shot,Unknown,1,Finished,"Feb  20, 2013","['Romance', 'Supernatural']",[],Shoujo,Sho-Comi,"Tokunaga, Satsuki (Story & Art)",1,"[1, 0, 0]"
Caramel Diary,6.58,505,15092,15901,975,2,Manga,1,5,Finished,"Mar  18, 1999 to Sep  18, 1999","['Comedy', 'Romance']",['School'],Shoujo,Ribon Original,"Mizusawa, Megumi (Story & Art)",0,"[0, 0, 0]"
The Legend of Soma (Blade of Heaven),6.58,177,15093,21369,603,11,Manhwa,15,Unknown,Finished,1993 to  1997,"['Action', 'Adventure', 'Fantasy']",[],,,"Yang, Kyung-il (Art), Hwang, Yong-Su (Story)",2,"[2, 0, 0]"
Alive,6.58,8134,15094,1394,"14,768",82,Manga,1,10,Finished,"Feb  4, 1999 to Jun  17, 1999","['Horror', 'Supernatural']",['Psychological'],Seinen,Young Jump,"Takahashi, Tsutomu (Story & Art)",9,"[6, 2, 1]"
No Bra,6.58,5138,15095,2236,"9,461",126,Manga,5,32,Finished,"Jan  5, 2002 to Jun  5, 2004","['Comedy', 'Romance', 'Ecchi']",['Crossdressing'],Shounen,Shounen Champion (Monthly),"Kawatsu, Kenjirou (Story & Art)",15,"[7, 4, 4]"
Wedding Peach,6.58,1032,15096,8115,"2,429",38,Manga,6,30,Finished,1994 to  1996,"['Fantasy', 'Romance']",['Mahou Shoujo'],Shoujo,Ciao,"Yazawa, Nao (Story & Art)",2,"[0, 2, 0]"
Code Geass: Hankou no Suzaku (Code Geass: Suzaku of the Counterattack),6.58,2482,15097,3589,"6,079",38,Manga,2,8,Finished,"Oct  10, 2006 to Aug  9, 2008","['Action', 'Sci-Fi']","['Military', 'Super Power']",,Beans Ace,"Taniguchi, Gorou (Story), Ookouchi, Ichirou (Story), Yomino, Atsuro (Art)",3,"[0, 1, 2]"
Wild Com.,6.58,108,15098,31936,264,0,Manga,1,3,Finished,"Oct  20, 2004 to ?",[],[],Shoujo,Flowers (Monthly),"Tamura, Yumi (Story & Art)",0,"[0, 0, 0]"
Macross Dynamite: 7 Mylene Beat,6.58,119,15099,28530,343,3,Manga,1,5,Finished,1997 to  1998,"['Drama', 'Sci-Fi']","['Mecha', 'Music', 'Space']",Shounen,Shounen Ace,"Takayama, Mizuho (Story & Art)",0,"[0, 0, 0]"
