Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Published,Genres,Themes,Demographic,Serialization,Author,Total Review,Type Review
Code: Leviathan,6.92,156,10011,20536,646,2,Manga,Unknown,Unknown,Publishing,2011 to ?,"['Action', 'Boys Love', 'Drama', 'Fantasy']",[],,Chara,"Inariya, Fusanosuke (Story & Art)",0,"[0, 0, 0]"
Pet Diary,6.92,311,10012,15068,"1,059",1,Manhwa,2,44,Finished,"Jun  4, 2007 to Feb  14, 2008","['Comedy', 'Slice of Life']",['School'],Shoujo,Naver Webtoon,"Kim, Hye-Jin (Art), Yohan (Story)",2,"[2, 0, 0]"
Toriaezu Chikyuu ga Horobiru Mae ni,6.92,107,10013,19654,696,1,Manga,4,25,Finished,"Jan  29, 2011 to Jul  27, 2013","['Comedy', 'Romance', 'Sports', 'Supernatural']",[],Josei,Flowers (Monthly),"Nemu, Youko (Story & Art)",0,"[0, 0, 0]"
Digimon Tamers 1984,6.92,289,10014,17448,844,6,Light Novel,Unknown,1,Finished,May  2002,"['Action', 'Fantasy']",[],,,"Konaka, Chiaki (Story), Watanabe, Kenji (Art)",1,"[1, 0, 0]"
Teekyuu,6.92,231,10015,10190,"1,816",16,Manga,15,143,Finished,"Feb  10, 2012 to Jan  25, 2018","['Comedy', 'Sports']",['School'],,Comic Earth☆Star,"Terada, Tsugeo (Story), Piyo (Art)",0,"[0, 0, 0]"
Hoshizora no Karasu,6.92,265,10016,11738,"1,499",6,Manga,8,54,Finished,"Jun  20, 2012 to Oct  5, 2015",[],['Strategy Game'],Shoujo,Hana to Yume,"Morie, Satoshi (Story & Art)",1,"[1, 0, 0]"
Ore no Kanojo ni Nanika Youkai (My Monster Girl's Too Cool For You),6.92,402,10017,9207,"2,067",2,Manga,7,Unknown,Finished,"Sep  12, 2011 to Apr  11, 2020","['Comedy', 'Supernatural']",['School'],Shounen,Shounen Gangan,"Takatsu, Karino (Story & Art)",0,"[0, 0, 0]"
So I Married an Anti-Fan,6.92,294,10018,14519,"1,115",1,Manhwa,4,22,Finished,2011,"['Comedy', 'Romance']",[],,,"Wann (Art), Kim, Eunjeong (Story)",0,"[0, 0, 0]"
Kiss ni Renzoku,6.92,200,10019,17494,840,0,Manga,Unknown,10,Finished,"Oct  25, 2012 to Feb  20, 2014","['Romance', 'Supernatural']",[],Shoujo,Comic Polaris,"Toyota, Yuu (Story & Art)",0,"[0, 0, 0]"
Toaru Majutsu no Index SS: Love Letter Soudatsusen,6.92,503,10020,12752,"1,341",1,Light Novel,Unknown,1,Finished,"Feb  28, 2011","['Comedy', 'Fantasy', 'Romance']",['School'],,,"Kamachi, Kazuma (Story), Haimura, Kiyotaka (Art)",0,"[0, 0, 0]"
Shiryoku Kensa,6.92,613,10021,8506,"2,292",13,Manga,3,16,Finished,"May  10, 2013 to Mar  24, 2016","['Drama', 'Romance']",['School'],,Comic@loid,"40mP (Story), Chano (Story), Tama (Art)",0,"[0, 0, 0]"
Mushishi Gaitanshuu,6.92,330,10022,11010,"1,643",5,Manga,1,5,Finished,"Nov  7, 2014 to Apr  7, 2015","['Mystery', 'Slice of Life', 'Supernatural']",[],Seinen,good! Afternoon,"Ashinano, Hitoshi (Story & Art), Yoshida, Motoi (Story & Art), Kumakura, Takatoshi (Story & Art), Toyoda, Tetsuya (Story & Art), Imai, Tetsuya (Story & Art)",0,"[0, 0, 0]"
Kin no Kuni Mizu no Kuni (Gold Kingdom and Water Kingdom),6.92,396,10023,12587,"1,364",3,Manga,1,8,Finished,"Oct  28, 2014 to Apr  28, 2016",[],[],Josei,Flowers (Monthly),"Iwamoto, Nao (Story & Art)",1,"[1, 0, 0]"
Gleipnir,6.92,15897,10024,384,"45,827",518,Manga,14,88,Finished,"Oct  6, 2015 to Apr  20, 2023","['Action', 'Mystery', 'Supernatural']",[],Seinen,Young Magazine (Monthly),"Takeda, Sun (Story & Art)",18,"[11, 4, 3]"
Ryuuou no Oshigoto!,6.92,132,10025,13686,"1,216",3,Manga,10,83,Finished,"Sep  18, 2015 to Aug  2, 2019",['Comedy'],['Strategy Game'],Seinen,Young Gangan,"Shiratori, Shirow (Story), Kogetaokoge (Art)",0,"[0, 0, 0]"
Touken Ranbu Gakuen,6.92,112,10026,17559,835,10,Manga,1,16,Finished,"Aug  28, 2015 to Dec  4, 2015",[],['School'],Shoujo,Hana LaLa online,"Tanemura, Arina (Story & Art), Kusakawa, Nari (Story & Art), Yuwa, Shiori (Story & Art), Mashiba, Nao (Story & Art), Nakano, Emiko (Story & Art), Shimada, Chie (Story & Art), Yugi, Iro (Story & Art), Kurokawa, Komachi (Story & Art), Hashime, Tony (Story & Art)",0,"[0, 0, 0]"
Gekijouban Naruto: Shippuuden - Hi no Ishi wo Tsugu Mono,6.92,205,10027,19641,696,4,Light Novel,1,Unknown,Finished,"Aug  3, 2009","['Action', 'Adventure', 'Fantasy']",[],Shounen,,"Kishimoto, Masashi (Art), Kusakabe, Masatoshi (Story), Takegami, Junki (Story)",0,"[0, 0, 0]"
FullMaPla,6.92,453,10028,11634,"1,519",2,Manga,2,22,Finished,"Jan  27, 2015 to Oct  27, 2016","['Comedy', 'Slice of Life']",['School'],Shounen,"Comic Dengeki Daioh ""g""",Cool-kyou Shinja (Story & Art),1,"[1, 0, 0]"
Toppuu GP (Toppu GP),6.92,230,10029,12384,"1,397",11,Manga,Unknown,Unknown,Publishing,"May  25, 2016 to ?",['Sports'],[],Seinen,Afternoon,"Fujishima, Kousuke (Story & Art)",1,"[0, 1, 0]"
Kenja no Mago,6.92,11455,10030,551,"33,376",324,Manga,Unknown,Unknown,Publishing,"Mar  1, 2016 to ?","['Action', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",,Young Ace UP,"Yoshioka, Tsuyoshi (Story), Shunsuke, Ogata (Art)",7,"[3, 1, 3]"
Koiike,6.92,210,10031,25930,419,0,Manga,1,5,Finished,"Jan  12, 2005 to May  11, 2006",['Boys Love'],['School'],,Dear+,"Shishito, Karari (Story & Art)",1,"[1, 0, 0]"
Soushi Souai (Mutual Love),6.92,1164,10032,4355,"4,986",11,Manga,15,118,Finished,"Aug  27, 2015 to Sep  27, 2023","['Comedy', 'Romance']",['School'],,Gene pixiv,Liberum (Story & Art),5,"[1, 1, 3]"
Echoes,6.92,120,10033,21670,587,2,Manga,1,11,Finished,"Dec  10, 2016","['Drama', 'Sports']",['Team Sports'],,,Ayumi (Story & Art),0,"[0, 0, 0]"
Ore wo Suki nano wa Omae dake ka yo,6.92,5332,10034,1408,"14,675",91,Manga,6,44,Finished,"Feb  26, 2017 to Aug  23, 2020","['Comedy', 'Romance']",['School'],Shounen,Shounen Jump+,"Rakuda (Story), Ijima, Yuu (Art)",8,"[6, 0, 2]"
"Sono Mono. Nochi ni...: Futsuu no Otoko, Saikyou no Michi wo Yuku.",6.92,2520,10035,2927,"7,425",22,Manga,1,6,Discontinued,"Mar  31, 2017 to Aug  31, 2017","['Action', 'Fantasy']",[],,Comic Earth☆Star,"NAHAaTO (Story), Ayano, Urasuke (Art)",3,"[1, 2, 0]"
"Yuukyuu no Gusha Asley no, Kenja no Susume: to, Pochi no Daibouken (The Eternal Fool's Words of Wisdom: A Pawsitively Fantastic Adventure)",6.92,2320,10036,2613,"8,234",12,Manga,Unknown,Unknown,Publishing,"Apr  27, 2017 to ?",['Fantasy'],[],,Comic Earth☆Star,"Hifumi (Story), Araki, Fuu (Art)",3,"[2, 1, 0]"
Hitotsubana,6.92,122,10037,28947,332,11,Manga,7,68,Finished,"Jan  29, 2017 to Jul  8, 2018","['Drama', 'Romance']",['School'],,Sunday Webry,Minami (Story & Art),0,"[0, 0, 0]"
Danna-san wa Oneesan,6.92,289,10038,13441,"1,248",4,Manga,3,24,Finished,"Feb  22, 2017 to Aug  18, 2018","['Comedy', 'Romance']",[],,Gangan pixiv,mako (Story & Art),1,"[1, 0, 0]"
Gacha wo Mawashite Nakama wo Fuyasu: Saikyou no Bishoujo Gundan wo Tsukuriagero,6.92,118,10039,18073,798,1,Light Novel,9,38,Finished,"Nov  30, 2016 to Aug  31, 2020","['Action', 'Adventure', 'Fantasy']",[],,,"Nanashina (Art), Chinkururi (Story)",0,"[0, 0, 0]"
Koibito Ijou Yuujin Miman,6.92,579,10040,8238,"2,387",4,Manga,Unknown,Unknown,Publishing,"Aug  24, 2021 to ?","['Comedy', 'Romance']",[],,Shounen Jump+,Yatoyato (Story & Art),0,"[0, 0, 0]"
Tensei shitara Yadoya no Musuko deshita: Inaka Machi de Nonbiri Slow Life wo Okurou (I Got Reincarnated as a Son of Innkeepers!),6.92,489,10041,12360,"1,400",5,Manga,3,21,Finished,"Oct  10, 2020 to Oct  15, 2022","['Fantasy', 'Slice of Life']","['Isekai', 'Reincarnation']",,Manga UP!,"Renkinou (Story), Takase, Asuka (Art)",1,"[1, 0, 0]"
Shin Elf-san wa Yaserarenai. (Plus-Sized Elf: Second Helping!),6.92,381,10042,8798,"2,196",10,Manga,Unknown,Unknown,Publishing,"Nov  19, 2021 to ?","['Comedy', 'Fantasy', 'Ecchi']",[],,LINE Manga,Synecdoche (Story & Art),0,"[0, 0, 0]"
"Omiai Shitakunakatta node, Murinandai na Jouken wo Tsuketara Doukyuusei ga Kita Ken ni Tsuite",6.92,281,10043,11639,"1,518",1,Manga,Unknown,Unknown,Publishing,"Aug  17, 2021 to ?",['Romance'],['School'],,Young Ace UP,"Sakuragi, Sakura (Story), Miyuki, Tsuguharu (Art)",0,"[0, 0, 0]"
"Okaeri, Hatsukoi. (Welcome Back, First Love.)",6.92,166,10044,18257,785,1,Manga,Unknown,Unknown,Publishing,"Aug  22, 2022 to ?",['Romance'],[],,,"Kamemizu, Tora (Story & Art)",0,"[0, 0, 0]"
Ogi-kun no Natsuyasumi (Ogi's Summer Break),6.92,213,10045,14556,"1,112",7,Manga,Unknown,Unknown,Publishing,"Sep  27, 2019 to ?",['Boys Love'],[],,,Koikawa (Story & Art),0,"[0, 0, 0]"
Back to the Highteen,6.92,107,10046,30173,302,3,Manhwa,Unknown,108,Finished,"Jun  26, 2014 to Aug  25, 2016","['Comedy', 'Romance']",['School'],,KakaoPage,"Kisun (Story), Hongseul (Art)",0,"[0, 0, 0]"
Just Leave Me Be,6.92,1378,10047,5242,"4,041",10,Manhwa,Unknown,126,Finished,"Jun  14, 2020 to Oct  21, 2023","['Drama', 'Fantasy']",['Time Travel'],,KakaoPage,"Ja, Eunhyang (Story), Chero (Art)",0,"[0, 0, 0]"
The Wolf & Red Riding Hood,6.92,490,10048,14873,"1,078",2,Manhwa,Unknown,63,Finished,"Aug  31, 2018 to Oct  11, 2019","['Comedy', 'Romance', 'Supernatural']",['School'],,Naver Webtoon,Xuann (Story & Art),0,"[0, 0, 0]"
Lucia,6.92,796,10049,7022,"2,900",16,Manhwa,Unknown,Unknown,Publishing,"Mar  28, 2019 to ?","['Drama', 'Fantasy', 'Romance']",[],,KakaoPage,"Haneul Garigi (Story), Taruvi (Art)",0,"[0, 0, 0]"
My Calypso,6.92,110,10050,28568,342,0,Manhwa,Unknown,46,Finished,"Apr  30, 2021 to Nov  19, 2021","['Boys Love', 'Fantasy']",['Mythology'],,KakaoPage,Jeollae Donghwa (Story & Art),0,"[0, 0, 0]"
"Nee, Mou Isso Tsukiacchau? Osananajimi no Bishoujo ni Tanomarete, Camouflage Kareshi Hajimemashita",6.92,788,10051,6073,"3,433",10,Manga,Unknown,Unknown,Publishing,"Apr  26, 2022 to ?",['Comedy'],"['Love Status Quo', 'School']",Seinen,Isekai Yanjan,"Nishijima, Rei (Art), Kanoda, Kizu (Story)",1,"[0, 1, 0]"
Straight to the Red Carpet,6.92,485,10052,11834,"1,481",4,Manhwa,Unknown,81,Finished,"Dec  11, 2021 to Aug  31, 2023",['Fantasy'],"['Isekai', 'Reincarnation', 'Time Travel']",,KakaoPage,"Poddo (Story), Pomme (Art)",1,"[1, 0, 0]"
Sagesumu Shisen ga Saikou desu. (His Scornful Eyes Are the Best.),6.92,374,10053,13079,"1,297",6,Manga,2,8,Finished,"Sep  13, 2022 to May  12, 2023",['Romance'],['School'],Shoujo,Bessatsu Friend,"Kurotsuki, Yuu (Story & Art)",1,"[0, 1, 0]"
Kanpekisugite Kawaige ga Nai to Konyaku Haki sareta Seijo wa Ringoku ni Urareru (The Too-Perfect Saint: Tossed Aside by My Fiancé and Sold to Another Kingdom),6.92,159,10054,18862,744,1,Manga,Unknown,Unknown,Publishing,"Nov  5, 2021 to ?","['Fantasy', 'Romance']",[],,Comic Gardo,"Ayakita, Mago (Art), Fuyutsuki, Kouki (Story)",0,"[0, 0, 0]"
The Doctor Is Out,6.92,279,10055,13668,"1,218",1,Manhwa,Unknown,Unknown,Publishing,"Aug  31, 2022 to ?","['Fantasy', 'Romance']",[],,KakaoPage,"Yunajin (Story), Sugle (Art)",0,"[0, 0, 0]"
Chigau Miyahara Omae ja Nai!,6.92,613,10056,7819,"2,536",4,Manga,Unknown,Unknown,Publishing,"Nov  11, 2022 to ?",['Comedy'],"['Love Status Quo', 'School']",Seinen,Tonari no Young Jump,"Obiya, Midori (Story), Fujitaka, Tsumuri (Art)",1,"[1, 0, 0]"
Diamond no Kouzai (The Days of Diamond),6.92,202,10057,16593,914,7,Manga,Unknown,Unknown,Publishing,"Feb  9, 2023 to ?",['Sports'],['Team Sports'],Seinen,Young Jump,"Hirai, Oohashi (Story & Art)",3,"[1, 2, 0]"
The Producer's Second Life,6.92,130,10058,24135,481,1,Manhwa,Unknown,Unknown,Publishing,"Sep  17, 2021 to ?",['Drama'],['Time Travel'],,Naver Webtoon,"Yeoloun (Art), Wangsibri Geuljaengi (Story)",0,"[0, 0, 0]"
"Oyasumi, Mata ne. Mashiro-kun. (Sleep Tight, My Sweet Mashiro)",6.92,140,10059,30328,298,2,Manga,1,8,Finished,"Jun  25, 2021 to Apr  26, 2022",['Boys Love'],['School'],,B.Pilz,"Katou, Roca (Story & Art)",0,"[0, 0, 0]"
"Saiaku no Avalon: Game Saijaku no Akuyaku Debu ni Teni shita kedo, Ore dake ""Yasereba Tsuyokute New Game"" na Sekai Datta node, Saisoku Level Up & Hametsu Flag Kaihi de Kage no Eiyuu wo Mezashimasu",6.92,414,10060,11432,"1,561",4,Manga,Unknown,Unknown,Publishing,"Mar  14, 2023 to ?","['Action', 'Fantasy']","['Harem', 'Isekai', 'Reincarnation', 'School', 'Video Game']",Seinen,Isekai Yanjan,"Narusawa, Akito (Story), Satou, Zero (Art)",2,"[2, 0, 0]"
The Monster Princess,6.92,109,10061,20344,656,0,Manhwa,Unknown,Unknown,Publishing,"Mar  17, 2023 to ?","['Fantasy', 'Romance']",[],,KakaoPage,"Kin (Story), Edis (Art)",0,"[0, 0, 0]"
Outreijou,6.92,103,10062,20845,628,4,Manga,Unknown,Unknown,Publishing,"Jun  9, 2023 to ?","['Action', 'Supernatural']",['School'],Seinen,Young Animal,"Yuzuriha, Kenta (Art), Keiso (Story)",0,"[0, 0, 0]"
"""Oshi no Ko"" Tokubetsu-hen",6.92,189,10063,26868,389,1,One-shot,Unknown,1,Finished,"Aug  10, 2022",[],['Showbiz'],Seinen,Young Jump Heroine,"Akasaka, Aka (Story), Yokoyari, Mengo (Art)",0,"[0, 0, 0]"
Tonari no Kurokawa-san (My Neighbor Ms. Kurokawa),6.92,327,10064,11086,"1,628",2,Manga,Unknown,Unknown,Publishing,"Aug  6, 2024 to ?","['Comedy', 'Romance']",['School'],,Magazine pocket,"Itou, Kyousuke (Story & Art)",0,"[0, 0, 0]"
Ba_ku,6.92,499,10065,15666,999,4,Manga,1,5,Finished,May  2003,"['Fantasy', 'Supernatural']",[],Shoujo,Wings,"Hakase, Mizuki (Story & Art)",0,"[0, 0, 0]"
Cossette no Shouzou (Le Portrait de Petit Cossette),6.92,1923,10066,4063,"5,359",52,Manga,2,9,Finished,2004,"['Horror', 'Mystery', 'Romance']","['Gore', 'Psychological', 'Visual Arts']",,Magazine-Z,"Katsura, Asuka (Story & Art)",2,"[1, 0, 1]"
Haou♥Airen,6.92,5183,10067,2131,"9,788",190,Manga,9,52,Finished,"Feb  5, 2002 to Mar  19, 2004","['Action', 'Drama', 'Mystery', 'Romance']",['School'],Shoujo,Sho-Comi,"Shinjou, Mayu (Story & Art)",29,"[14, 6, 9]"
Neji (Screw),6.92,1422,10068,6801,"3,016",11,Manga,1,3,Finished,"1992 to Jun  25, 2001",['Sci-Fi'],[],Shoujo,Hana to Yume,"Yuki, Kaori (Story & Art)",2,"[2, 0, 0]"
A.I. Revolution,6.92,115,10069,22540,545,4,Manga,17,81,Finished,1995 to  2003,"['Romance', 'Sci-Fi']",[],Shoujo,Princess,"Asami, Yuu (Story & Art)",1,"[1, 0, 0]"
Time Guardian,6.92,266,10070,21145,614,14,Manga,2,10,Finished,"Apr  6, 2005 to Feb  6, 2006","['Fantasy', 'Mystery']",[],Shoujo,Princess,"Ichinose, Tamao (Art), Kishi, Daimuro (Story)",2,"[2, 0, 0]"
Star Wars: Jedi no Kikan (Star Wars: Return of the Jedi),6.92,356,10071,16291,940,8,Manga,4,Unknown,Finished,"Jul  7, 1999 to Oct  6, 1999","['Action', 'Sci-Fi']",[],,,"Hiromoto, Shinichi (Art), Kasdan, Lawrence (Story), Lucas, George (Story)",0,"[0, 0, 0]"
Taiho Shichau zo (You're Under Arrest!),6.92,574,10072,7903,"2,504",15,Manga,7,79,Finished,1986 to  1992,"['Action', 'Comedy']","['Adult Cast', 'Detective', 'Workplace']",Seinen,Morning Party Zoukan,"Fujishima, Kousuke (Story & Art)",1,"[1, 0, 0]"
Saving Life,6.92,203,10073,20545,646,4,Manga,3,20,Finished,"Jun  25, 2005 to Feb  26, 2007","['Comedy', 'Ecchi']",[],Shounen,Shounen Ace,"Kaneda, Mario (Story & Art)",0,"[0, 0, 0]"
Kyoukasho ni Nai!,6.92,415,10074,10565,"1,734",5,Manga,18,179,Finished,"1995 to Sep  10, 2002","['Comedy', 'Ecchi']",[],Seinen,Young Champion,"Okada, Kazuto (Story & Art)",1,"[1, 0, 0]"
Shiiku Hime (Mistress Princess),6.92,1492,10075,7074,"2,869",3,Manga,1,4,Finished,2006 to ?,"['Drama', 'Romance']",[],Shoujo,Sho-Comi,"Minami, Kanan (Story & Art)",1,"[1, 0, 0]"
Shiroi Heya no Futari,6.92,1634,10076,5769,"3,635",41,Manga,1,4,Finished,1971,"['Drama', 'Girls Love']","['Historical', 'School']",Shoujo,Hana to Yume,"Yamagishi, Ryouko (Story & Art)",4,"[2, 2, 0]"
Mozart wa Komoriuta wo Utawanai,6.92,162,10077,23398,509,3,Manga,4,20,Finished,Not available,['Mystery'],['Historical'],,,"Arisugawa, Rui (Art), Mori, Masahiro (Story & Art)",0,"[0, 0, 0]"
Train+Train,6.92,170,10078,22999,525,5,Manga,6,38,Finished,2001 to ?,"['Action', 'Comedy']",['Martial Arts'],,Dengeki Daioh,"Kurata, Hideyuki (Story), Takuma, Tomomasa (Art)",0,"[0, 0, 0]"
Triple Kiss,6.92,1138,10079,8588,"2,261",4,Manga,2,8,Finished,2008 to ?,[],[],Shoujo,Cheese!,"Shimaki, Ako (Story & Art)",1,"[0, 0, 1]"
Senmu no Inu: Takahashi Rumiko Kessakushuu,6.92,320,10080,19233,721,1,Manga,1,6,Finished,"Jan  5, 1994 to Feb  5, 1999","['Comedy', 'Drama', 'Slice of Life']",[],Seinen,Big Comic Original,"Takahashi, Rumiko (Story & Art)",0,"[0, 0, 0]"
: Ryu (Street Fighter II),6.92,203,10081,21888,576,10,Manga,3,11,Finished,1993 to  1994,['Action'],[],,,"Kanzaki, Masaomi (Story & Art)",0,"[0, 0, 0]"
Metroid,6.92,2057,10082,5251,"4,037",92,Manga,2,16,Finished,"Nov  26, 2002 to Mar  26, 2004","['Action', 'Sci-Fi']",[],Seinen,Magazine-Z,"Tazawa, Kouji (Story), Ishikawa, Kenji (Art)",7,"[3, 2, 2]"
Bushin Gikyoku (Beijing Opera),6.92,193,10083,24039,485,1,Manga,3,17,Finished,2003,[],"['Historical', 'Martial Arts']",Shounen,Dengeki Comic Gao!,"Ueda, Hiroshi (Story & Art)",0,"[0, 0, 0]"
Kizuna Baton,6.92,260,10084,23882,491,0,One-shot,Unknown,1,Finished,"Aug  18, 2006",['Drama'],['School'],Shoujo,Ribon Magazine,"Yukimura, Keiko (Story & Art)",0,"[0, 0, 0]"
Unplugged Boy,6.92,172,10085,26816,391,3,Manhwa,2,17,Finished,Not available,"['Comedy', 'Romance']",[],,,"Chon, Kye Young (Story & Art)",0,"[0, 0, 0]"
Angelique,6.92,152,10086,17780,818,5,Manga,11,59,Finished,"Nov  23, 1995 to Mar  24, 2003","['Fantasy', 'Romance']","['Harem', 'Reverse Harem']",Shoujo,Asuka,"Yura, Kairi (Story & Art)",0,"[0, 0, 0]"
I Love Her,6.92,459,10087,14397,"1,131",7,Manga,5,22,Finished,May  1993 to Sep  1994,['Romance'],['School'],Shoujo,Bessatsu Margaret,"Ikuemi, Ryou (Story & Art)",1,"[1, 0, 0]"
No Side,6.92,216,10088,20167,666,5,Manga,7,62,Finished,"Jan  19, 1994 to Aug  7, 1996","['Comedy', 'Drama', 'Sports', 'Supernatural', 'Ecchi']","['Reincarnation', 'Team Sports']",Seinen,Business Jump,"Ikeda, Fumiharu (Story & Art)",0,"[0, 0, 0]"
Sumire wa Blue,6.92,658,10089,12733,"1,344",2,Manga,2,10,Finished,"Jul  13, 2001 to Aug  10, 2002","['Romance', 'Slice of Life']",[],Shoujo,Betsucomi,"Obata, Yuuki (Story & Art)",0,"[0, 0, 0]"
Saikyou Kareshi,6.92,186,10090,22800,533,0,Manga,1,5,Finished,"Nov  24, 2006",['Romance'],[],Shoujo,Sho-Comi,"Kurumatani, Haruko (Story & Art)",0,"[0, 0, 0]"
"""Bocchan"" no Jidai (The Times of Botchan)",6.92,126,10091,19464,707,3,Manga,5,30,Finished,1987 to  1996,['Award Winning'],['Historical'],,,"Taniguchi, Jiro (Art), Sekikawa, Natsuo (Story)",0,"[0, 0, 0]"
Kiken na Honey,6.92,547,10092,13899,"1,190",2,Manga,1,5,Finished,"Aug  26, 2008",['Romance'],[],Shoujo,Cheese!,"Honda, Natsumi (Story & Art)",0,"[0, 0, 0]"
Don Dracula,6.92,397,10093,12969,"1,311",6,Manga,3,26,Finished,"May  28, 1979 to Dec  10, 1979",['Comedy'],['Vampire'],Shounen,Shounen Champion (Weekly),"Tezuka, Osamu (Story & Art)",0,"[0, 0, 0]"
Sayonara no Jikan,6.92,593,10094,13626,"1,222",0,Manga,1,5,Finished,2008,[],[],Shoujo,Sho-Comi Zoukan,"Yamanaka, Riko (Story & Art)",0,"[0, 0, 0]"
Gokujou Koibana: Perfect Love Stories Best 5,6.92,215,10095,21258,609,0,Manga,1,5,Finished,Not available,['Romance'],[],Shoujo,,"Miyasaka, Kaho (Story & Art), Osakabe, Mashin (Story & Art), Doumoto, Nao (Story & Art), Kaori (Story & Art), Yamada, Komomo (Story & Art)",0,"[0, 0, 0]"
Akaboshi: Ibun Suikoden,6.92,2588,10096,3889,"5,580",32,Manga,3,24,Finished,"May  18, 2009 to Nov  2, 2009","['Action', 'Adventure', 'Comedy']","['Historical', 'Martial Arts', 'Super Power']",Shounen,Shounen Jump (Weekly),"Amano, Youichi (Story & Art)",3,"[2, 1, 0]"
Travel,6.92,188,10097,17726,823,12,Manga,1,Unknown,Finished,"Apr  1, 2006",['Slice of Life'],['Psychological'],,Comic Cue,"Yokoyama, Yuuichi (Story & Art)",3,"[2, 0, 1]"
Gar to Oujisama,6.92,574,10098,15965,968,1,One-shot,Unknown,1,Finished,"Jan  24, 2009","['Fantasy', 'Romance']",[],Shoujo,LaLa,"Saitou, Ken (Story & Art)",0,"[0, 0, 0]"
Oyayubisagashi,6.92,387,10099,12408,"1,392",5,Manga,1,Unknown,Finished,"Jan  24, 2005","['Horror', 'Mystery', 'Supernatural']",['Psychological'],,,"Ayamura, Kirihito (Art), Yamada, Yuusuke (Story)",0,"[0, 0, 0]"
Tokyo Alice,6.92,231,10100,13356,"1,260",2,Manga,15,86,Finished,"Oct  25, 2005 to Aug  25, 2015",['Romance'],[],Josei,Kiss,"Chiya, Toriko (Story & Art)",0,"[0, 0, 0]"
Kimi wa Kirakira,6.92,1244,10101,8048,"2,449",3,Manga,1,5,Finished,"Aug  8, 2008 to Dec  8, 2008","['Romance', 'Sports']",[],Josei,Petit Comic,"Yoshino, Aki (Story & Art)",0,"[0, 0, 0]"
Sougiya,6.92,356,10102,16438,929,3,One-shot,Unknown,1,Finished,Jan  2009,"['Comedy', 'Supernatural']",[],,Gangan Online,"Akai, Higasa (Story & Art)",0,"[0, 0, 0]"
