Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Published,Genres,Demographic,Serialization,Author,Released date,Completed date,Total Review,Recommended,Mixed Feelings,Not Recommended
Oneesan no Heya ni Hitoban dake,5.07,216,42868,48006,95,0,Doujinshi,1,2,Finished,"Aug  16, 2015","[""'Hentai'""]",Shoujo,Galette meets,"[""'shuz'""]",2015-08-16,2015-08-16,0,0,0,0
Kocchi wo Mite yo Oniichan,5.07,216,42869,46044,106,0,Doujinshi,1,2,Finished,"Dec  31, 2015","[""'Hentai'""]",Seinen,Comic ExE,"[""'shuz'""]",2015-12-31,2015-12-31,0,0,0,0
Oneesan de Gyuugyuu Tsume,5.07,216,42870,38604,167,0,Doujinshi,1,2,Finished,"May  1, 2016","[""'Hentai'"", ""'Harem'""]",Seinen,Manga Time Jumbo,"[""'shuz'""]",2016-05-01,2016-05-01,0,0,0,0
Ookii Keredo Ii desu ka?,5.07,216,42871,44772,115,0,Doujinshi,1,2,Finished,"Aug  14, 2016","[""'Hentai'""]",Shoujo,Manga Time Jumbo,"[""'shuz'""]",2016-08-14,2016-08-14,0,0,0,0
Shiboritotte Ageru ne,5.07,216,42872,45304,111,0,Doujinshi,1,2,Finished,"Dec  31, 2016","[""'Hentai'""]",Shoujo,Galette,"[""'shuz'""]",2016-12-31,2016-12-31,0,0,0,0
Gaman Shinakute Iinda yo,5.07,216,42873,44586,116,0,Doujinshi,1,2,Finished,"Aug  13, 2017","[""'Hentai'"", ""'School'""]",Seinen,Comic ExE,"[""'shuz'""]",2017-08-13,2017-08-13,0,0,0,0
Oneesan to Oneechan de Sandwich,5.07,216,42874,41321,141,0,Doujinshi,1,2,Finished,"Dec  31, 2017","[""'Hentai'""]",Shoujo,Manga Time Family,"[""'shuz'""]",2017-12-31,2017-12-31,0,0,0,0
Shoujo Kaishun,5.07,216,42875,45843,107,0,Doujinshi,1,2,Publishing,"May  6, 2017 to ?","[""'Hentai'"", ""'School'""]",Seinen,Manga Time Family,"[""'Ninoko'""]",2017-05-06,Updating,0,0,0,0
Motto Milk,5.07,216,42876,65342,36,0,Doujinshi,1,6,Finished,"Apr  29, 2014 to Aug  14, 2016","[""'Hentai'""]",Seinen,Badi,"[""'Poruno,Ibuki'""]",2014-04-29,2016-08-14,0,0,0,0
Sayuki Oneesan wa Gaman ga Dekinai (Sayuki Onee-san Can't Restrain Herself),5.07,216,42877,41320,141,1,Doujinshi,3,2,Finished,"Dec  31, 2017 to Dec  31, 2018","[""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Poruno,Ibuki'""]",2017-12-31,2018-12-31,0,0,0,0
Commons no Ma (The Evil of Commons),5.07,216,42878,36851,188,1,Doujinshi,4,2,Finished,"Dec  31, 2017 to Aug  11, 2019","[""'Supernatural'"", ""'Hentai'""]",Shoujo,Magazine Cyberia,"[""'Tomohiro,Kai'""]",2017-12-31,2019-08-11,0,0,0,0
Hiiragi-san wa Kakure Gal no you desu.,5.07,216,42879,31753,268,0,Doujinshi,1,2,Finished,"Dec  31, 2017","[""'Hentai'""]",Seinen,Reijin,"[""'stem'""]",2017-12-31,2017-12-31,0,0,0,0
Tachi Masshigura: Neko ♀ Cafe Yuri Goudou,5.07,216,42880,35399,208,0,Doujinshi,1,2,Publishing,"May  6, 2017 to ?","[""'Girls Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Comic Valkyrie,"[""'Gyuunyuu,Linda'"", ""'Homura,Subaru'""]",2017-05-06,Updating,0,0,0,0
Hidoku Shinaide dj - On the Bed...,5.07,216,42881,66428,33,0,Doujinshi,1,2,Finished,"Dec  30, 2017","[""'Boys Love'"", ""'Erotica'""]",Shoujo,Reijin,"[""'Nekota,Yonezou'""]",2017-12-30,2017-12-30,0,0,0,0
Cracked Crystal,5.07,216,42882,34368,223,2,Doujinshi,1,2,Finished,"Apr  30, 2017","[""'Hentai'""]",Shoujo,Reijin,"[""'Maguro,Teikoku'""]",2017-04-30,2017-04-30,0,0,0,0
Jouzu ni Haramaserareru kana?,5.07,216,42883,26037,415,0,Doujinshi,1,2,Finished,"Apr  30, 2017","[""'Fantasy'"", ""'Hentai'""]",Shoujo,Badi,"[""'Shindou'""]",2017-04-30,2017-04-30,0,0,0,0
Maid-san to no Seikatsu,5.07,216,42884,34367,223,0,Doujinshi,1,2,Finished,"Aug  14, 2016","[""'Fantasy'"", ""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Kasei'""]",2016-08-14,2016-08-14,0,0,0,0
Watashi no Orc-san,5.07,216,42885,27387,375,11,Doujinshi,1,2,Finished,"Aug  16, 2015","[""'Fantasy'"", ""'Hentai'""]",Seinen,drap,"[""'Kasei'""]",2015-08-16,2015-08-16,0,0,0,0
Isekai Enjokousai: JC Elf no Shukudai wa Chitsunai Shasei to Anal Nakadashi tte Hontou desu ka?,5.07,216,42886,45519,110,0,Doujinshi,1,2,Finished,"Aug  13, 2017","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Yamashita,Kurowo'""]",2017-08-13,2017-08-13,0,0,0,0
Elf Mura de Mainichi Nakadashi Botebara Sex,5.07,216,42887,47003,101,0,Doujinshi,1,2,Finished,"Aug  13, 2017","[""'Fantasy'"", ""'Hentai'"", ""'Harem'""]",Shoujo,Badi,"[""'clover'""]",2017-08-13,2017-08-13,0,0,0,0
Elf-san wa Ijiwaru.,5.07,216,42888,32388,256,1,Doujinshi,1,2,Finished,"Dec  31, 2016","[""'Fantasy'"", ""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Mogiki,Hayami'""]",2016-12-31,2016-12-31,0,0,0,0
Koukotsu no Kishi Elfina (Ecstasy Knight Elfina),5.07,216,42889,29621,315,2,Doujinshi,5,2,Finished,"Dec  31, 2017 to Dec  31, 2021","[""'Fantasy'"", ""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Tanabe,Kyou'""]",2017-12-31,2021-12-31,0,0,0,0
Zenra de Kounai wo Urouro!!,5.07,216,42890,38942,163,0,Doujinshi,1,2,Finished,"Dec  31, 2016","[""'Hentai'"", ""'School'""]",Seinen,Reijin,"[""'Guglielmo'""]",2016-12-31,2016-12-31,1,0,1,0
Men's Love dj - Hot Milk,5.07,216,42891,62282,45,0,Doujinshi,1,2,Finished,"Dec  30, 2009","[""'Boys Love'"", ""'Erotica'""]",Seinen,Reijin,"[""'Fujisaki,Kou'""]",2009-12-30,2009-12-30,0,0,0,0
Otomari Sex Soushuuhen,5.07,216,42892,69519,24,0,Doujinshi,1,9,Finished,"Apr  30, 2017 to Aug  12, 2018","[""'Hentai'""]",Seinen,Reijin,"[""'Mikami,Mika'""]",2017-04-30,2018-08-12,0,0,0,0
Kimitachi,5.07,216,42893,71310,15,0,Doujinshi,1,2,Finished,"Aug  11, 2013","[""'Hentai'"", ""'School'""]",Seinen,Magazine Cyberia,"[""'Musha,Sabu'""]",2013-08-11,2013-08-11,0,0,0,0
Onnanoko no Mayu,5.07,216,42894,44794,114,0,Doujinshi,2,2,Finished,"Aug  12, 2016 to Aug  13, 2017","[""'Hentai'""]",Seinen,Badi,"[""'Yuizaki,Kazuya'""]",2016-08-12,2017-08-13,1,0,0,1
Spiritual Lunch,5.07,216,42895,34841,216,1,Doujinshi,1,2,Finished,"Dec  31, 2016","[""'Hentai'"", ""'Mythology'""]",Seinen,Galette,"[""'Ootsuka,Mahiro'""]",2016-12-31,2016-12-31,0,0,0,0
Rose of Vampire,5.07,216,42896,43639,123,0,Doujinshi,3,2,Finished,"Nov  23, 2014 to Dec  31, 2016","[""'Supernatural'"", ""'Hentai'"", ""'Vampire'""]",Seinen,Badi,"[""'Mutsuki,Haru'""]",2014-11-23,2016-12-31,0,0,0,0
Mirai ni Nani ga Attemo,5.07,216,42897,52628,74,0,Doujinshi,1,2,Finished,"Aug  16, 2015","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Comic ExE,"[""'Hitsuji,Hako'""]",2015-08-16,2015-08-16,0,0,0,0
Switch,5.07,216,42898,45815,108,0,Doujinshi,1,2,Finished,"Dec  30, 2004","[""'Hentai'""]",Shoujo,Galette,"[""'Sakurafubuki,Nel'""]",2004-12-30,2004-12-30,0,0,0,0
Shaving,5.07,216,42899,35558,205,1,Doujinshi,1,2,Finished,"Jun  14, 2015","[""'Hentai'""]",Seinen,Badi,"[""'Musha,Sabu'""]",2015-06-14,2015-06-14,0,0,0,0
Youchienji no Chicchana Okuchi wa Neratta Emono wo Nogasanai.,5.07,216,42900,48237,94,1,Doujinshi,1,2,Finished,"Jan  19, 2014","[""'Hentai'""]",Shoujo,Reijin,"[""'Miyasaka,Takaji'""]",2014-01-19,2014-01-19,1,1,0,0
JK Sakura-chan no Enmusubi (Prostitution: School Girl Sakura),5.07,216,42901,71816,13,0,Doujinshi,1,2,Finished,"Oct  15, 2017","[""'Hentai'""]",Seinen,Galette meets,"[""'sorono'""]",2017-10-15,2017-10-15,0,0,0,0
Loli Succubus wo Onaho Kawari ni Suru Hon,5.07,216,42902,71815,13,0,Doujinshi,1,2,Finished,"Dec  31, 2015","[""'Supernatural'"", ""'Hentai'""]",Shoujo,Badi,"[""'Takabatake,Enaga'""]",2015-12-31,2015-12-31,0,0,0,0
Oni to Wakamomo (The Oni and the Fresh Peach),5.07,216,42903,24647,462,1,Doujinshi,2,2,Finished,"Aug  13, 2017 to Aug  12, 2018","[""'Fantasy'"", ""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Nemu'""]",2017-08-13,2018-08-12,1,1,0,0
Imouto Nikki,5.07,216,42904,57072,59,0,Doujinshi,1,2,Finished,"Aug  12, 2012","[""'Hentai'""]",Seinen,Reijin,"[""'Kameyoshi,Ichiko'""]",2012-08-12,2012-08-12,0,0,0,0
Muryou Chikentai Sujika Honkaku Kadou,5.07,216,42905,41317,141,0,Doujinshi,1,2,Finished,"Aug  13, 2017","[""'Hentai'""]",Shoujo,Galette meets,"[""'Amatake,Akewo'""]",2017-08-13,2017-08-13,0,0,0,0
Prime Time,5.07,216,42906,53835,69,0,Doujinshi,1,2,Finished,"Jun  18, 2017","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Ponsuke'""]",2017-06-18,2017-06-18,0,0,0,0
Shio-chan wa Itsumodoori,5.07,216,42907,36943,187,0,Doujinshi,1,2,Finished,"May  3, 2016","[""'Boys Love'"", ""'Erotica'"", ""'Hentai'""]",Shoujo,Magazine Cyberia,"[""'Tsukuru'""]",2016-05-03,2016-05-03,0,0,0,0
Prize A Sex,5.07,216,42908,44279,118,0,Doujinshi,1,2,Finished,"Aug  30, 2008","[""'Hentai'""]",Seinen,Reijin,"[""'Nanakagi,Satoshi'""]",2008-08-30,2008-08-30,0,0,0,0
Oneesan ni Katemasen,5.07,216,42909,40989,144,1,Doujinshi,2,2,Finished,"Dec  31, 2013 to Aug  17, 2014","[""'Hentai'""]",Seinen,Galette,"[""'shuz'""]",2013-12-31,2014-08-17,0,0,0,0
Elf tte Iu no wa!,5.07,216,42910,52921,73,0,Doujinshi,1,2,Finished,"Dec  31, 2016","[""'Hentai'""]",Seinen,drap,"[""'Makita,Yoshiharu'""]",2016-12-31,2016-12-31,0,0,0,0
Kamisama no Omiki,5.07,216,42911,53552,70,0,Doujinshi,1,2,Finished,"Aug  12, 2012","[""'Hentai'""]",Shoujo,drap,"[""'ro'""]",2012-08-12,2012-08-12,0,0,0,0
Touma-kun,5.07,216,41791,35090,212,0,Doujinshi,1,10,Finished,"Feb  12, 2017 to Aug  25, 2019","[""'Girls Love'"", ""'School'""]",Shoujo,Galette,"[""'Amano,Shuninta'""]",2017-02-12,2019-08-25,0,0,0,0
Kanon-san Chi no Kawaii Ko,5.07,216,41790,69590,23,0,Doujinshi,1,1,Finished,"May  6, 2017","[""'Girls Love'"", ""'Anthropomorphic'""]",Seinen,Galette,"[""'Sugata,Uri'""]",2017-05-06,2017-05-06,0,0,0,0
Yaezakura Sympathy,5.07,216,41789,60527,49,0,Doujinshi,1,2,Finished,"Feb  12, 2017 to May  6, 2017","[""'Girls Love'"", ""'School'""]",Seinen,Galette,"[""'Takemiya,Jin'""]",2017-02-12,2017-05-06,0,0,0,0
Ponpon Attamete,5.07,216,41790,52044,76,0,Doujinshi,1,2,Finished,"Nov  23, 2014","[""'Hentai'""]",Seinen,Reijin,"[""'Mutou,Mato'""]",2014-11-23,2014-11-23,0,0,0,0
Futari no Hanashi,5.07,216,41773,46995,101,2,Doujinshi,1,4,Finished,"Dec  28, 2014 to May  28, 2017","[""'Boys Love'"", ""'School'""]",Shoujo,Manga Time Family,"[""'Yamada'""]",2014-12-28,2017-05-28,0,0,0,0
Osananajimi ga Boku no Chin○ Neratteru.,5.07,216,41774,33245,240,0,Doujinshi,1,2,Finished,"Aug  14, 2016","[""'Hentai'""]",Seinen,Manga Time Family,"[""'stem'""]",2016-08-14,2016-08-14,0,0,0,0
Ano Ko no Hana ga Hoshii (I Want Her Flowers),5.07,216,41753,63165,42,0,Doujinshi,1,8,Finished,"Feb  12, 2017 to May  30, 2021","[""'Girls Love'""]",Shoujo,Galette,"[""'Asube,Yui'""]",2017-02-12,2021-05-30,0,0,0,0
Ura no Oshigoto,5.07,216,41754,51243,79,0,Doujinshi,1,2,Finished,"Apr  27, 2008","[""'Hentai'""]",Seinen,Comic Valkyrie,"[""'Nanakagi,Satoshi'""]",2008-04-27,2008-04-27,0,0,0,0
Aikyou no Aru Imouto,5.07,216,41755,49644,86,0,Doujinshi,1,2,Finished,"Apr  22, 2007","[""'Hentai'""]",Seinen,Galette meets,"[""'Kirin,Kakeru'"", ""'Kouri'""]",2007-04-22,2007-04-22,0,0,0,0
Senpai Dakkan,5.07,216,41756,39153,161,0,Doujinshi,3,2,Finished,"Feb  1, 2015 to May  5, 2016","[""'Hentai'""]",Shoujo,Magazine Cyberia,"[""'BANG-YOU'""]",2015-02-01,2016-05-05,0,0,0,0
Ketsuekigatabetsu Ecchi no Setsumeisho (Sex Manual by Blood Type),5.07,216,41757,41431,140,0,Doujinshi,2,2,Finished,"Dec  31, 2016","[""'Hentai'""]",Seinen,Reijin,"[""'Shindou,Otabe'"", ""'Sakura'""]",2016-12-31,2016-12-31,0,0,0,0
Iinchou ga Anna Koto ya Konna Koto wo Shiteiru no wo Minna wa Shiranai,5.07,216,41758,54489,67,0,Doujinshi,1,2,Finished,"Dec  31, 2009","[""'Hentai'""]",Shoujo,Manga Time Jumbo,"[""'Sakura,Romako'""]",2009-12-31,2009-12-31,0,0,0,0
Honjitsu no Nikudorei Choukyou,5.07,216,41759,57936,56,0,Doujinshi,1,2,Finished,"Dec  31, 2007","[""'Hentai'""]",Seinen,drap,"[""'Sakura,Romako'""]",2007-12-31,2007-12-31,0,0,0,0
JS Kouminkan,5.07,216,41760,41169,142,0,Doujinshi,1,2,Finished,"Dec  31, 2016","[""'Hentai'""]",Shoujo,Badi,"[""'Ujiie,Moku'""]",2016-12-31,2016-12-31,0,0,0,0
Iinchou wa Supponpon,5.07,216,41652,34701,218,5,Doujinshi,1,2,Finished,"Aug  13, 2017","[""'Hentai'"", ""'School'""]",Shoujo,Manga Time Family,"[""'774'""]",2017-08-13,2017-08-13,0,0,0,0
JK Yome Sakura (JK Bride Sakura),5.07,216,41653,36225,196,1,Doujinshi,1,2,Publishing,"Dec  31, 2015 to ?","[""'Hentai'"", ""'School'""]",Seinen,Manga Time Jumbo,"[""'Suzuki,Akoni'""]",2015-12-31,Updating,0,0,0,0
Igarashi Yuzuha Choukyou Nisshi,5.07,216,41654,42027,135,1,Doujinshi,1,2,Finished,"Dec  30, 2014","[""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'ShAKe'""]",2014-12-30,2014-12-30,0,0,0,0
Mimi no Nagai Ane no Hou.,5.07,216,41655,48720,91,0,Doujinshi,1,2,Finished,"Aug  15, 2010","[""'Fantasy'"", ""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Minasuki,Popuri'""]",2010-08-15,2010-08-15,0,0,0,0
Sugoi Hitozuma,5.07,216,41656,49614,87,0,Doujinshi,1,2,Finished,"Dec  31, 2015","[""'Hentai'""]",Seinen,Manga Time Family,"[""'Masuda,Tsuyoshi'""]",2015-12-31,2015-12-31,0,0,0,0
Shimaware Otome,5.07,216,41657,50707,82,0,Doujinshi,1,2,Finished,"Dec  31, 2013","[""'Hentai'""]",Shoujo,Reijin,"[""'Kameyoshi,Ichiko'""]",2013-12-31,2013-12-31,0,0,0,0
Jimiko Catalog,5.07,216,41658,38294,170,0,Doujinshi,3,2,Finished,"May  2, 2015 to Dec  31, 2016","[""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Saigado'""]",2015-05-02,2016-12-31,0,0,0,0
Hidoku Shinaide dj - Kimi de Hitori Asobi,5.07,216,41659,66416,33,1,Doujinshi,1,2,Finished,"Aug  12, 2017","[""'Boys Love'"", ""'Erotica'""]",Seinen,Manga Time Family,"[""'Nekota,Yonezou'""]",2017-08-12,2017-08-12,0,0,0,0
Houkago Milk Latte,5.07,216,41660,37662,177,1,Doujinshi,1,2,Finished,"Aug  14, 2016","[""'Hentai'"", ""'School'""]",Seinen,Comic ExE,"[""'Kurokawa,Otogi'""]",2016-08-14,2016-08-14,0,0,0,0
Used to Be a Child,5.07,216,41661,51530,78,1,Doujinshi,1,2,Finished,"Dec  31, 2016","[""'Hentai'""]",Seinen,Reijin,"[""'Misagi,Nagomu'""]",2016-12-31,2016-12-31,0,0,0,0
Tadashii Majutsu no Asobikata: Billiards-hen,5.07,216,41662,37661,177,0,Doujinshi,1,2,Finished,"May  1, 2016","[""'Supernatural'"", ""'Hentai'""]",Seinen,Badi,"[""'Yahiro,Pochi'""]",2016-05-01,2016-05-01,0,0,0,0
Girl Sex Friend,5.07,216,41663,40740,146,0,Doujinshi,2,2,Finished,"Aug  17, 2014 to Dec  30, 2014","[""'Hentai'""]",Shoujo,Reijin,"[""'Shousan,Bouzu'""]",2014-08-17,2014-12-30,0,0,0,0
Oppai-chan to Chippai-chan ga Irekawaru Hanashi,5.07,216,41664,35963,200,2,Doujinshi,1,2,Finished,"Aug  14, 2016","[""'Girls Love'"", ""'Supernatural'"", ""'Erotica'"", ""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Mira'""]",2016-08-14,2016-08-14,0,0,0,0
Shigatsu no Me,5.07,216,41665,58313,55,0,Doujinshi,1,2,Finished,"Apr  28, 2013","[""'Hentai'""]",Seinen,Reijin,"[""'Hitsuji,Hako'""]",2013-04-28,2013-04-28,0,0,0,0
Adolescence,5.07,216,41666,39926,153,1,Doujinshi,4,2,Finished,"Aug  17, 2014 to Jan  21, 2018","[""'Hentai'"", ""'School'""]",Seinen,Comic Valkyrie,"[""'Azuma,Yuki'""]",2014-08-17,2018-01-21,0,0,0,0
Wet on Wet,5.07,216,41667,37775,176,0,Doujinshi,1,2,Finished,"Dec  30, 2014","[""'Hentai'"", ""'School'""]",Seinen,Badi,"[""'Kawasaki,Tadataka'""]",2014-12-30,2014-12-30,0,0,0,0
UMA Report,5.07,216,41668,36756,189,0,Doujinshi,1,4,Finished,"Aug  11, 2013 to Dec  31, 2015","[""'Hentai'""]",Shoujo,Manga Time Family,"[""'Giuniu'""]",2013-08-11,2015-12-31,0,0,0,0
Loli Kyonyuu no Sato de Shinu made Shiboritorareru,5.07,216,41669,47842,96,0,Doujinshi,1,2,Finished,"Aug  17, 2014","[""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Aebafuchi'""]",2014-08-17,2014-08-17,0,0,0,0
Ojousama wa Nigedashita dj - Reijou Nishizono Shizuka no Kareinaru Toubou,5.07,216,41670,50926,81,0,Doujinshi,1,2,Finished,"May  25, 2012","[""'Hentai'""]",Shoujo,drap,"[""'Ponkotsu Works'""]",2012-05-25,2012-05-25,0,0,0,0
Taikutsu na Joou,5.07,216,41671,42901,128,0,Doujinshi,1,2,Finished,"Aug  16, 2015","[""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Noise'""]",2015-08-16,2015-08-16,0,0,0,0
Hatsujou Switch Shinseki ○gakusei,5.07,216,41672,41429,140,0,Doujinshi,1,2,Finished,"Dec  30, 2014","[""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Yahiro,Pochi'""]",2014-12-30,2014-12-30,0,0,0,0
Natsuyasumi no Tomo,5.07,216,41673,58312,55,0,Doujinshi,1,2,Finished,"Aug  15, 2010","[""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Saeki'""]",2010-08-15,2010-08-15,0,0,0,0
Nekodora,5.07,216,41674,50119,84,1,Doujinshi,1,2,Finished,"Dec  31, 2008","[""'Hentai'""]",Shoujo,Reijin,"[""'Sakurafubuki,Nel'""]",2008-12-31,2008-12-31,0,0,0,0
Wagamama na Ane no Fujitsu na Kajitsu (A Freewheeling Sex Life of Egoistic Sister.),5.07,216,41675,51239,79,0,Doujinshi,1,2,Finished,"Dec  31, 2015","[""'Hentai'""]",Shoujo,Magazine Cyberia,"[""'Harusawa'""]",2015-12-31,2015-12-31,0,0,0,0
My Little Maid,5.07,216,41676,55978,62,0,Doujinshi,1,7,Finished,"May  5, 2016 to Dec  31, 2017","[""'Hentai'""]",Seinen,Reijin,"[""'Mutou,Mato'""]",2016-05-05,2017-12-31,0,0,0,0
Tonari no Mako-chan,5.07,216,41677,43826,121,0,Doujinshi,1,2,Publishing,"Dec  31, 2016 to ?","[""'Hentai'""]",Shoujo,Manga Time Family,"[""'Arekusa,Mahone'""]",2016-12-31,Updating,0,0,0,0
Uchi no Kawaii Kawaii Wanko-chan,5.07,216,41678,41148,143,0,Doujinshi,1,2,Finished,"Feb  13, 2017","[""'Hentai'""]",Seinen,Galette meets,"[""'LENA[A-7]'""]",2017-02-13,2017-02-13,0,0,0,0
Himegoto Blue,5.07,216,41679,46180,105,0,Doujinshi,1,2,Finished,"Aug  16, 2015","[""'Hentai'""]",Seinen,Galette meets,"[""'Sugaishi'""]",2015-08-16,2015-08-16,0,0,0,0
Hameai Pink,5.07,216,41680,47580,97,0,Doujinshi,1,2,Finished,"Aug  16, 2015","[""'Hentai'""]",Shoujo,Galette,"[""'Sugaishi'""]",2015-08-16,2015-08-16,0,0,0,0
Class Officer Moe,5.07,216,41681,40738,146,0,Doujinshi,2,2,Finished,"Aug  17, 2008 to Dec  30, 2008","[""'Hentai'"", ""'School'""]",Seinen,Manga Time Family,"[""'NeWMen'""]",2008-08-17,2008-12-30,0,0,0,0
Koi no Mahou wa Jitsuryoku Koushi!?,5.07,216,41682,48260,93,0,Doujinshi,1,2,Finished,"Dec  31, 2009","[""'Supernatural'"", ""'Hentai'"", ""'School'""]",Seinen,Reijin,"[""'TAKTO'""]",2009-12-31,2009-12-31,0,0,0,0
Koisuru Akuma,5.07,216,41683,26838,391,0,Doujinshi,1,2,Finished,"Apr  30, 2017","[""'Supernatural'"", ""'Hentai'""]",Seinen,Reijin,"[""'Usagi,Nagomu'""]",2017-04-30,2017-04-30,0,0,0,0
Maid Asobi,5.07,216,41684,50400,83,0,Doujinshi,1,2,Finished,"Aug  17, 2008","[""'Hentai'""]",Seinen,Galette meets,"[""'Rico'""]",2008-08-17,2008-08-17,0,0,0,0
Fondness Doll dj - Happy End,5.07,216,41685,38286,171,0,Doujinshi,1,2,Finished,"Dec  31, 2016","[""'Hentai'""]",Seinen,Badi,"[""'hal'""]",2016-12-31,2016-12-31,0,0,0,0
Usamimi Princess to Isekai Kozukuri Life!!,5.07,216,41686,36941,187,1,Doujinshi,3,2,Finished,"Dec  31, 2016 to Dec  31, 2017","[""'Fantasy'"", ""'Hentai'""]",Seinen,Manga Time Jumbo,"[""'Sorimura,Youji'""]",2016-12-31,2017-12-31,0,0,0,0
Datte Suki dakara,5.07,216,41687,38474,168,0,Doujinshi,1,2,Finished,"Aug  14, 2016","[""'Hentai'""]",Seinen,Magazine Cyberia,"[""'Okada,Kou'""]",2016-08-14,2016-08-14,0,0,0,0
Bloody Princess,5.07,216,41688,38600,167,0,Doujinshi,1,2,Finished,"May  5, 2016","[""'Hentai'""]",Seinen,Reijin,"[""'Sorimura,Youji'""]",2016-05-05,2016-05-05,0,0,0,0
Boku dake no Hentai Kanojo,5.07,216,41689,30720,289,4,Doujinshi,2,2,Finished,"Aug  14, 2016 to Dec  31, 2016","[""'Hentai'""]",Shoujo,Comic ExE,"[""'Shono,Kotaro'""]",2016-08-14,2016-12-31,0,0,0,0
Kare to Kare no Ijiwaru na Kyori dj - Zero Kyori,5.07,216,41690,54876,66,1,Doujinshi,1,2,Finished,"Oct  18, 2015","[""'Boys Love'"", ""'Erotica'""]",Seinen,Magazine Cyberia,"[""'Narusaka,Rin'""]",2015-10-18,2015-10-18,0,0,0,0
Wakuwaku♥Bitch Album,5.07,216,41691,35715,203,0,Doujinshi,1,2,Finished,"Dec  31, 2015","[""'Hentai'""]",Seinen,Comic ExE,"[""'Arekusa,Mahone'""]",2015-12-31,2015-12-31,0,0,0,0
Yojouhan Monogatari,5.07,216,41692,34933,215,0,Doujinshi,2,2,Finished,"Dec  31, 2015 to Dec  31, 2016","[""'Hentai'""]",Shoujo,Manga Time Jumbo,"[""'Zucchini'""]",2015-12-31,2016-12-31,0,0,0,0
Namaiki!: Critical State,5.07,216,41693,49192,89,0,Doujinshi,1,2,Finished,"Aug  14, 2005","[""'Hentai'""]",Shoujo,Magazine Cyberia,"[""'Sakurafubuki,Nel'""]",2005-08-14,2005-08-14,0,0,0,0
Irony Dress ni Sayonara dj - Koromogae,5.07,216,38125,41838,137,0,Doujinshi,1,2,Finished,"Oct  18, 2015","[""'Boys Love'""]",Shoujo,Galette,"[""'Miyoshi,Ayato'""]",2015-10-18,2015-10-18,0,0,0,0
Onsen Shoujo H,5.07,216,38126,57109,58,0,Doujinshi,1,2,Finished,"Dec  31, 2009","[""'Hentai'""]",Shoujo,Comic Valkyrie,"[""'Korisu'""]",2009-12-31,2009-12-31,0,0,0,0
Joshi Chuugakusei x Hitozuma,5.07,216,38119,68319,27,3,Doujinshi,1,2,Finished,"May  6, 2017","[""'Girls Love'""]",Seinen,Reijin,"[""'Irua'""]",2017-05-06,2017-05-06,0,0,0,0
Anibaka,5.07,216,38120,52946,72,0,Doujinshi,1,2,Finished,"Aug  14, 2011","[""'Hentai'""]",Shoujo,Manga Time Family,"[""'Kiyomiya,Ryou'""]",2011-08-14,2011-08-14,0,0,0,0
Namida no Hana no Saku Tokoro,5.07,216,38121,33527,236,1,Doujinshi,1,2,Publishing,"Apr  30, 2017 to ?","[""'Fantasy'"", ""'Hentai'""]",Shoujo,Manga Time Jumbo,"[""'Yukino,Minato'""]",2017-04-30,Updating,0,0,0,0
Shougyoushi no Ohanashi wo Kangaeteru Toki ni Detekuru Tsukaidokoro no Nai Koneta wo Atsumeta Hon,5.07,216,38122,44787,114,0,Doujinshi,1,2,Finished,"Dec  31, 2012","[""'Hentai'""]",Shoujo,Comic ExE,"[""'Kawasaki,Tadataka'""]",2012-12-31,2012-12-31,0,0,0,0
Hokenshitsu made Nan M? dj - Space,5.07,216,38068,64816,38,0,Doujinshi,4,2,On Hiatus,"Dec  30, 2013 to Aug  12, 2016","[""'Boys Love'"", ""'Drama'""]",Shoujo,Magazine Cyberia,"[""'Asou,Kai'""]",2013-12-30,2016-08-12,0,0,0,0
Imouto Love!,5.07,216,38069,57105,58,0,Doujinshi,2,2,Finished,"Dec  31, 2015 to Aug  14, 2016","[""'Hentai'""]",Seinen,Reijin,"[""'Nanaroba,Hana'""]",2015-12-31,2016-08-14,0,0,0,0
Ryouko-chan no Kyousui,5.07,216,38070,35314,209,0,Doujinshi,1,2,Finished,"Sep  2, 2012","[""'Hentai'""]",Seinen,Galette,"[""'BANG-YOU'""]",2012-09-02,2012-09-02,0,0,0,0
