Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Author,Total Review,Type Review
"Meitantei no Jouken (Requirements for a ""Crack"" Detective)",6.58,109,15114,28311,348,1,2,12,Finished,"May  2, 2022 to Jun  5, 2023",[],[],"Warabino, Kugeko (Art), Hyuuga, Natsu (Story)",0,"[0, 0, 0]"
Saotome-san ni wa Mou Death Game shika Nai,6.58,539,15115,11349,"1,575",4,3,36,Finished,"Feb  21, 2022 to Nov  7, 2022","['Comedy', 'Romance', 'Suspense']","['High Stakes Game', 'Survival']","Mikami, Yuu (Story & Art)",0,"[0, 0, 0]"
I've Been Proposed to By a Villain,6.58,639,15116,9061,"2,111",5,Unknown,83,Finished,"Jun  24, 2021 to Mar  16, 2023","['Fantasy', 'Romance']","['Isekai', 'Reincarnation']","Sipsamwol-ui Saebyeok (Story), Sadong (Art)",0,"[0, 0, 0]"
Samadhi,6.58,316,15117,20721,635,0,Unknown,38,Finished,"Apr  2, 2021 to Nov  14, 2021","['Action', 'Supernatural']",[],"Lee, Won-Sik (Story), Ggulchan (Art)",0,"[0, 0, 0]"
Gohoubi wa Yoru ni Choudai (You Can Give Me My Reward Tonight),6.58,252,15118,16995,879,4,4,20,Finished,"Dec  27, 2019 to Jun  25, 2021",[],[],"Myuuna** (Story), Yuuki, Wakana (Art)",2,"[0, 1, 1]"
The Frost Flower Knight,6.58,535,15119,10105,"1,834",6,Unknown,88,Finished,"Jan  15, 2022 to Apr  5, 2024","['Fantasy', 'Romance']",[],"Jin, Juha (Story), Towawa (Art)",0,"[0, 0, 0]"
Memento Memori,6.58,126,15120,18796,748,6,Unknown,Unknown,Publishing,"Feb  22, 2018 to ?","['Supernatural', 'Suspense']","['Psychological', 'School']",Kou-ki (Story & Art),0,"[0, 0, 0]"
Kusozako Choroin Nishiga Hachi,6.58,278,15121,11783,"1,492",4,3,36,"Love Status Quo

                Love Status Quo,                    School

                School","Jul  30, 2020 to Sep  10, 2022",[],[],Kamatama (Story & Art),0,"[0, 0, 0]"
Gomen ne Hatsukoi,6.58,221,15122,18064,798,2,3,12,Finished,"Feb  13, 2023 to Jun  13, 2024",[],"['Love Polygon', 'School']","Hanna, Mitsuki (Story & Art)",2,"[0, 0, 2]"
Chiisai Boku no Haru (Spring of Little Me),6.58,751,15123,8844,"2,181",7,3,29,Finished,"May  10, 2023 to Jun  29, 2024","['Comedy', 'Romance', 'Sports']",[],"Atsumi, Takeru (Story & Art)",1,"[1, 0, 0]"
Ore wo Shiranai Kyou no Kimi (You Don't Know Me Today),6.58,105,15124,31973,263,0,1,7,Finished,"May  7, 2020 to Mar  7, 2022","['Boys Love', 'Drama']","['School', 'Time Travel']","Tonda, Moko (Story & Art)",1,"[0, 1, 0]"
Fudanshi no Ore ga Youkya Osananajimi ni Semarareteru Ken,6.58,167,15125,26674,395,1,1,8,Finished,"Feb  10, 2022 to Feb  23, 2023",[],[],"Yukishio, Nigiri (Story & Art)",1,"[0, 0, 1]"
Oshi Au Futari wa Koi ni Naranai,6.58,513,15126,15583,"1,007",0,1,Unknown,Finished,"Aug  13, 2023","['Comedy', 'Romance']",[],"Komaki, Maria (Story & Art)",0,"[0, 0, 0]"
Caramel Diary,6.58,505,15127,15899,974,2,1,5,Finished,"Mar  18, 1999 to Sep  18, 1999","['Comedy', 'Romance']",[],"Mizusawa, Megumi (Story & Art)",0,"[0, 0, 0]"
The Legend of Soma (Blade of Heaven),6.58,177,15128,21355,603,11,15,Unknown,Finished,1993 to  1997,"['Action', 'Adventure', 'Fantasy']",[],"Yang, Kyung-il (Art), Hwang, Yong-Su (Story)",2,"[2, 0, 0]"
Alive,6.58,8134,15129,1394,"14,767",82,1,10,Finished,"Feb  4, 1999 to Jun  17, 1999","['Horror', 'Supernatural']",[],"Takahashi, Tsutomu (Story & Art)",9,"[6, 2, 1]"
No Bra,6.58,5138,15130,2236,"9,461",126,5,32,Finished,"Jan  5, 2002 to Jun  5, 2004","['Comedy', 'Romance', 'Ecchi']",[],"Kawatsu, Kenjirou (Story & Art)",15,"[7, 4, 4]"
Wedding Peach,6.58,1032,15131,8121,"2,427",38,6,30,Finished,1994 to  1996,"['Fantasy', 'Romance']",[],"Yazawa, Nao (Story & Art)",2,"[0, 2, 0]"
Code Geass: Hankou no Suzaku (Code Geass: Suzaku of the Counterattack),6.58,2482,15132,3589,"6,079",38,2,8,Finished,"Oct  10, 2006 to Aug  9, 2008","['Action', 'Sci-Fi']","['Military', 'Super Power']","Taniguchi, Gorou (Story), Ookouchi, Ichirou (Story), Yomino, Atsuro (Art)",3,"[0, 1, 2]"
Wild Com.,6.58,108,15133,31943,264,0,1,3,Finished,"Oct  20, 2004 to ?",[],[],"Tamura, Yumi (Story & Art)",0,"[0, 0, 0]"
Macross Dynamite: 7 Mylene Beat,6.58,119,15134,28509,343,3,1,5,Finished,1997 to  1998,"['Drama', 'Sci-Fi']","['Mecha', 'Music', 'Space']","Takayama, Mizuho (Story & Art)",0,"[0, 0, 0]"
: Hagun no Jokyoku (.hack//Alcor),6.58,1108,15135,7663,"2,596",16,1,7,Finished,"Jul  26, 2006 to Jan  18, 2007","['Adventure', 'Fantasy']",[],"Izumibara, Rena (Art), Amou, Kanami (Story)",0,"[0, 0, 0]"
Renka,6.58,523,15136,14272,"1,146",3,1,3,Finished,1994,"['Action', 'Drama', 'Fantasy']","['Historical', 'Martial Arts']","Asada, Hiroyuki (Story & Art)",1,"[1, 0, 0]"
Miss Rain,6.58,224,15137,21303,606,2,1,5,Finished,"Mar  3, 1987 to Jun  2, 1990",[],[],"Takeuchi, Naoko (Story & Art)",1,"[1, 0, 0]"
Saratte Watashi no Knight,6.58,172,15138,27121,381,0,1,4,Finished,"Mar  26, 1991","['Adventure', 'Drama', 'Romance']",[],"Saitou, Chiho (Story & Art)",0,"[0, 0, 0]"
Say Love,6.58,107,15139,27665,366,2,11,Unknown,Finished,2001 to ?,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",[],"Park, Jae Sung (Story)",0,"[0, 0, 0]"
Uwasa no Risky Boy,6.58,134,15140,31027,282,0,1,5,Finished,1996,"['Drama', 'Romance']",[],"Iisaka, Yukako (Story & Art)",0,"[0, 0, 0]"
Urooboe Uroboros!,6.58,3106,15141,4169,"5,225",11,Unknown,1,Finished,"Jan  7, 2008","['Action', 'Romance']",[],"Obata, Takeshi (Art), NISIO, ISIN (Story)",2,"[1, 1, 0]"
4 ban third (3rd Base 4th),6.58,170,15142,25393,436,1,1,6,Finished,1993,[],[],"Aoyama, Gosho (Story & Art)",0,"[0, 0, 0]"
Playground love,6.58,267,15143,24163,480,1,1,6,Finished,Not available,[],[],"Nagakura, Miyuki (Story & Art)",0,"[0, 0, 0]"
Jigoku Mushi wo Kuu! Oninbo (Oninbo and the Bugs From Hell),6.58,201,15144,23618,501,0,2,8,Finished,"Jul  15, 1987 to Jun  15, 1988",[],[],"Hino, Hideshi (Story & Art)",0,"[0, 0, 0]"
Maigo no Kemono-tachi,6.58,320,15145,21105,615,1,1,4,Finished,"Jan  20, 2004","['Drama', 'Fantasy', 'Romance']",[],"Fujita, Maguro (Story & Art)",2,"[0, 2, 0]"
Fukigen na Oujisama,6.58,581,15146,15136,"1,050",3,1,Unknown,Finished,"Oct  1, 2005","['Drama', 'Romance']",[],"McMahon, Barbara (Story), Kishida, Reiko (Art)",0,"[0, 0, 0]"
Ghost Logic,6.58,846,15147,11675,"1,510",2,Unknown,1,Finished,"Apr  14, 2004","['Comedy', 'Mystery']",[],"Hamanaka, Akira (Story), Kine, Wosamu (Art)",1,"[0, 1, 0]"
Shin Violence Jack,6.58,306,15148,14460,"1,123",4,2,10,Finished,"May  13, 2005 to May  11, 2008",[],[],"Nagai, Go (Story & Art)",1,"[1, 0, 0]"
Recast,6.58,205,15149,22624,541,1,6,Unknown,Finished,"Nov  15, 2003 to Nov  15, 2004","['Action', 'Adventure', 'Fantasy']",[],"Kye, Seung-Hui (Story & Art)",1,"[1, 0, 0]"
Buttobi!! CPU,6.58,120,15150,23123,519,0,3,34,Finished,"Nov  26, 1993 to Sep  26, 1997","['Comedy', 'Sci-Fi', 'Ecchi']",[],"Shintani, Kaoru (Story & Art)",0,"[0, 0, 0]"
Oya Niwa Naisho no Koimonogatari,6.58,163,15151,25556,431,0,1,6,Finished,2001 to ?,[],[],"Yoshinaga, Noriko (Story & Art), Shimaki, Ako (Story & Art), Osakabe, Mashin (Story & Art), Kitagawa, Miyuki (Story & Art), Sakurai, Miya (Story & Art), Nakahara, Migiwa (Story & Art)",0,"[0, 0, 0]"
Mazinger Z,6.58,2201,15152,4419,"4,895",52,5,33,Finished,"Oct  2, 1972 to Aug  13, 1973","['Action', 'Comedy', 'Sci-Fi']",[],"Nagai, Go (Story & Art)",4,"[3, 1, 0]"
Seishun no Tamago (Spring's Egg),6.58,339,15153,19880,682,1,1,6,Finished,Not available,[],[],"Nakahara, Aya (Story & Art)",0,"[0, 0, 0]"
Miss,6.58,154,15154,25549,432,0,2,9,Finished,2000 to  2001,"['Drama', 'Slice of Life']",[],"Ashihara, Hinako (Story & Art)",0,"[0, 0, 0]"
Legendary Kang Do-Young,6.58,144,15155,27166,380,0,3,22,Finished,Not available,"['Action', 'Comedy', 'Romance']",[],"Jung, Yi Won (Story & Art)",0,"[0, 0, 0]"
Kiss Kiss Kiss,6.58,115,15156,31662,270,1,2,13,Finished,2003 to  2004,[],[],"Yamagata, Satomi (Story & Art)",0,"[0, 0, 0]"
Satanister,6.58,258,15157,15339,"1,032",8,5,25,Finished,Nov  2005 to Jun  2008,[],[],"Mikamoto, Rei (Story & Art)",1,"[1, 0, 0]"
Crab Kiss,6.58,129,15158,19441,708,4,10,Unknown,Finished,Not available,"['Comedy', 'Drama', 'Romance']",[],"Hwang, Mi Ri (Story & Art)",0,"[0, 0, 0]"
Muramasa,6.58,211,15159,16744,900,3,5,44,Finished,"Nov  20, 2008 to  2009","['Action', 'Romance', 'Supernatural', 'Ecchi']",[],"Maruyama, Tetsuhiro (Story & Art)",0,"[0, 0, 0]"
Shinwa Ponchi (Mythic Punch),6.58,483,15160,13146,"1,287",0,2,20,Finished,"Apr  3, 2009 to Jun  18, 2010","['Comedy', 'Supernatural']",[],"Katsura, Asuka (Story & Art)",2,"[0, 1, 1]"
Sweet Lovin' Baby,6.58,483,15161,15213,"1,044",0,1,9,Finished,"May  8, 2003","['Drama', 'Girls Love', 'Slice of Life']",[],"Yamaji, Ebine (Story & Art)",0,"[0, 0, 0]"
Chu-Bra!!,6.58,563,15162,9822,"1,899",13,7,49,Finished,"Jan  22, 2007 to Apr  22, 2011","['Comedy', 'Ecchi']",[],"Nakata, Yumi (Story & Art)",1,"[0, 1, 0]"
Akatsuki ni Tatsu Lion,6.58,578,15163,14150,"1,161",3,1,4,Finished,"Aug  23, 2003","['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Romance']",[],"Shinohara, Chie (Story & Art)",1,"[0, 0, 1]"
Erotic Horror,6.58,928,15164,9945,"1,868",5,1,5,Finished,"Aug  10, 2009",[],[],"Shimaki, Ako (Story & Art), Watanabe, Shiho (Story & Art), Yamada, Komomo (Story & Art), Nanao, Mio (Story & Art)",2,"[1, 1, 0]"
Nihon no Kyoudai (Brothers of Japan),6.58,436,15165,14515,"1,116",3,1,9,Finished,1994,[],[],"Matsumoto, Taiyou (Story & Art)",0,"[0, 0, 0]"
Eniro*Cinderella,6.58,135,15166,25537,432,0,6,Unknown,Finished,2005 to  2008,"['Drama', 'Romance']",[],"Fuyumori, Yukiko (Story & Art)",1,"[0, 0, 1]"
Hokuto no Ken - Juuza Gaiden,6.58,401,15167,15175,"1,047",4,2,16,Finished,"Jan  8, 2010 to Aug  27, 2010",[],[],"Hara, Tetsuo (Story), Buronson (Story), Kakurai, Missile (Art)",0,"[0, 0, 0]"
Binetsu Kakumei (Sweet Revolution),6.57,389,15168,17748,821,2,1,7,Finished,2000,"['Boys Love', 'Fantasy']",[],"Suzuki, Serubo (Story), Honami, Yukine (Art)",1,"[1, 0, 0]"
Kikagaku Ehon,6.57,494,15169,16430,929,2,Unknown,1,Finished,2005,[],[],"Takaboshi, Asako (Story & Art)",1,"[0, 1, 0]"
Spirit of Wonder,6.57,648,15170,7318,"2,750",5,1,12,Finished,"Aug  21, 1986 to Nov  25, 1994","['Fantasy', 'Sci-Fi']",[],"Tsuruta, Kenji (Story & Art)",2,"[2, 0, 0]"
"Yoki, Koto, Kiku. (Yoki Koto Kiku)",6.57,406,15171,14904,"1,075",7,1,8,Finished,"Oct  8, 2004 to Dec  10, 2005",[],[],Koge-Donbo* (Story & Art),1,"[0, 0, 1]"
Dorobou to Keiji,6.57,503,15172,16741,900,4,1,7,Finished,1997,"['Boys Love', 'Comedy']",[],"Itsuki, Kaname (Story & Art)",1,"[1, 0, 0]"
! (Gamerz Heaven),6.57,520,15173,12994,"1,307",16,4,20,Finished,2002 to ?,"['Adventure', 'Fantasy']",[],"Murakami, Maki (Story & Art)",2,"[1, 1, 0]"
Route 20,6.57,1447,15174,5980,"3,483",21,1,5,Finished,1993,"['Drama', 'Sci-Fi']",[],"Sadamoto, Yoshiyuki (Art)",1,"[1, 0, 0]"
Suki Suki♡Darling,6.57,197,15175,25107,446,3,1,5,Finished,"Apr  9, 1998",[],[],"Seino, Shizuru (Story & Art)",1,"[1, 0, 0]"
Digimon Zero Two,6.57,486,15176,11832,"1,481",8,2,14,Finished,Not available,"['Adventure', 'Fantasy']",[],"Yu, Yuen Wong (Story & Art)",0,"[0, 0, 0]"
Sweet vs Home,6.57,323,15177,21684,586,0,1,3,Finished,"Oct  20, 1994 to Jun  24, 1996",[],[],"Abe, Miyuki (Story & Art)",0,"[0, 0, 0]"
Kimi to Harujion (You and Harujion),6.57,221,15178,24608,463,0,1,2,Finished,"Oct  1, 2004","['Boys Love', 'Drama', 'Romance']",[],"Kinoshita, Keiko (Story & Art)",0,"[0, 0, 0]"
Grey,6.57,429,15179,13670,"1,217",14,3,18,Finished,"Jan  18, 1985 to Aug  18, 1986","['Action', 'Drama', 'Sci-Fi']",[],"Tagami, Yoshihisa (Story)",3,"[0, 2, 1]"
Nousatsu Cream (Love for Dessert),6.57,313,15180,18544,763,0,1,6,Finished,"Jan  17, 2007","['Drama', 'Romance']",[],"Aoi, Hana (Story & Art)",0,"[0, 0, 0]"
Koori-hime Kitan,6.57,2030,15181,6251,"3,313",1,Unknown,1,Finished,"Dec  26, 2005","['Comedy', 'Drama', 'Mystery', 'Supernatural']",[],"Kawashita, Mizuki (Story & Art)",2,"[1, 0, 1]"
Junai Strip,6.57,4789,15182,2679,"8,060",30,1,4,Finished,"Jun  24, 2005","['Comedy', 'Drama', 'Romance']",[],"Shinjou, Mayu (Story & Art)",5,"[4, 0, 1]"
Anata no Omocha,6.57,285,15183,21978,571,1,1,5,Finished,Not available,[],[],"Nagae, Tomomi (Story & Art)",0,"[0, 0, 0]"
Countdown!,6.57,336,15184,18574,762,0,2,11,Finished,1998,[],[],"Ukyou, Ayane (Story & Art)",0,"[0, 0, 0]"
"Good-bye, My 19 year Old Self",6.57,614,15185,14757,"1,089",0,Unknown,1,Finished,2005,"['Drama', 'Romance']",[],"Kimi, Mi-jung (Story & Art)",0,"[0, 0, 0]"
Maigo no Bambi ni Kiss wo 1mm,6.57,109,15186,31128,280,1,1,3,Finished,2000 to ?,"['Drama', 'Romance']",[],"Tomaya, Nao (Story & Art)",0,"[0, 0, 0]"
Tamara,6.57,471,15187,15280,"1,037",2,1,3,Finished,2004,"['Mystery', 'Supernatural']",[],"Souryo, Fuyumi (Story & Art)",1,"[1, 0, 0]"
X-Gene,6.57,244,15188,15576,"1,007",1,3,33,Finished,"Oct  11, 2001 to Jun  13, 2002","['Action', 'Sci-Fi']",[],"Kakizaki, Masasumi (Art), Fumizuki, Kentaro (Story)",0,"[0, 0, 0]"
Karada de Shibaranaide★,6.57,206,15189,24702,459,0,1,6,Finished,"Apr  25, 2008",[],[],"Kimoto, Yuuki (Story & Art)",0,"[0, 0, 0]"
Ren'ai Choukyou - Host Yuugi,6.57,134,15190,26458,401,0,1,6,Finished,2004 to ?,"['Comedy', 'Drama', 'Romance']",[],"Watanabe, Shiho (Story & Art)",0,"[0, 0, 0]"
Angry,6.57,175,15191,26350,405,6,6,63,Finished,Not available,[],[],"Yoo, Kyung Won (Story), Kim, Jae Yeon (Art)",0,"[0, 0, 0]"
Tennen Bitter Chocolate (Natural Bitter Chocolate),6.57,118,15192,26174,411,0,3,12,Finished,2001 to  2002,"['Comedy', 'Romance', 'Sports']",[],"Ashihara, Hinako (Story & Art)",0,"[0, 0, 0]"
Kago no Naka,6.57,1018,15193,10565,"1,734",1,Unknown,1,Finished,"Feb  28, 2007",[],[],"Yokobaba, Ryo (Story & Art)",1,"[0, 1, 0]"
Tetsuwan Birdy (Birdy the Mighty),6.57,331,15194,10489,"1,752",7,1,10,Finished,1985 to  1988,"['Action', 'Comedy', 'Sci-Fi']",[],"Yuuki, Masami (Story & Art)",2,"[1, 0, 1]"
Love -Motto Aishite-,6.57,327,15195,20634,640,0,1,4,Finished,2006,"['Drama', 'Romance']",[],"Ouchi, Rika (Story & Art)",1,"[0, 1, 0]"
Heart no Present,6.57,239,15196,25836,422,1,Unknown,1,Finished,Not available,[],[],"Enomoto, Chizuru (Story & Art)",0,"[0, 0, 0]"
Strawberry Kiss,6.57,670,15197,12576,"1,366",2,1,3,Finished,Not available,[],[],"Yukimori, Sakura (Story & Art)",0,"[0, 0, 0]"
The Sea Where The Siren Lives,6.57,225,15198,24613,463,0,Unknown,1,Finished,1999,"['Romance', 'Slice of Life']",[],"Toume, Kei (Story & Art)",0,"[0, 0, 0]"
"Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! (I don't like you at all, Big Brother!!)",6.57,2540,15199,2943,"7,363",17,12,85,Finished,"Aug  29, 2008 to Sep  16, 2016","['Comedy', 'Romance', 'Ecchi']","['Harem', 'School']","Kusano, Kouichi (Story & Art)",3,"[3, 0, 0]"
Umi no Mieru Yane (Sea View),6.57,145,15200,27373,375,0,1,6,Finished,2004 to ?,"['Boys Love', 'Mystery', 'Romance', 'Slice of Life']",[],"Kano, Ayumi (Story & Art)",0,"[0, 0, 0]"
Lost Seven,6.57,559,15201,10825,"1,675",2,4,21,Finished,"Feb  29, 2008 to Dec  28, 2009","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",[],"Ko, Ya Seong (Art), Nakashima, Kazuki (Story)",0,"[0, 0, 0]"
Jesus,6.57,220,15202,18653,757,7,2,8,Finished,1997,[],[],"Yasuhiko, Yoshikazu (Story & Art)",2,"[2, 0, 0]"
Oninagi,6.57,194,15203,16512,922,2,4,28,Finished,"Mar  23, 2006 to Feb  24, 2010","['Action', 'Fantasy', 'Supernatural']","['Mythology', 'School']","Ishida, Akira (Story & Art)",0,"[0, 0, 0]"
Love x Rob x Stockholm,6.57,208,15204,16920,886,2,2,14,Finished,"Apr  22, 2009 to May  22, 2010","['Action', 'Comedy', 'Romance']",[],"Haruse, Hiroki (Story & Art)",0,"[0, 0, 0]"
Koakuma Meringue (The Pretty Little devil Meringue),6.57,258,15205,14029,"1,174",3,1,12,Finished,"Oct  27, 2007 to Jan  27, 2009","['Comedy', 'Supernatural']",[],Atto (Story & Art),0,"[0, 0, 0]"
Atsui ze Pen-chan,6.57,233,15206,20122,668,0,2,21,Finished,"Feb  8, 1986 to Jan  7, 1995",[],[],"Fukumoto, Nobuyuki (Story & Art)",0,"[0, 0, 0]"
Kagerou Meikyuu (Amnesia Labyrinth),6.57,815,15207,6770,"3,032",8,2,9,On Hiatus,"Jun  10, 2008 to Oct  10, 2009","['Drama', 'Mystery', 'Romance', 'Ecchi']","['Psychological', 'School']","Tanigawa, Nagaru (Story), Natsumi, Kohane (Art)",2,"[0, 2, 0]"
Fire Fire Fire,6.57,1759,15208,5479,"3,845",16,2,12,Finished,"Dec  19, 2008 to Oct  20, 2010","['Action', 'Adventure', 'Ecchi']",[],"Satou, Shouji (Story & Art)",2,"[0, 2, 0]"
Chaosic Rune ES,6.57,173,15209,21321,605,2,5,29,On Hiatus,"2005 to May  18, 2007","['Action', 'Ecchi']",[],"Yamamoto, Kenji (Story & Art)",0,"[0, 0, 0]"
Tandem Lover,6.57,297,15210,20313,657,3,1,6,Finished,"Feb  12, 2010 to Dec  11, 2010","['Action', 'Girls Love', 'Sci-Fi']","['Mecha', 'School']","Kasahara, Tetsuroh (Story & Art)",0,"[0, 0, 0]"
Akuno Himitsu Kessha,6.57,159,15211,20390,654,1,1,12,Finished,"May  9, 2011 to Feb  9, 2013",[],"['CGDCT', 'School']","Mattaku, Mousuke (Story & Art)",0,"[0, 0, 0]"
Airuika,6.57,604,15212,15430,"1,023",2,Unknown,1,Finished,"Apr  25, 2013","['Drama', 'Romance']",[],"Tsutsumi, Kakeru (Story & Art)",0,"[0, 0, 0]"
Koi-iro Canvas,6.57,206,15213,24997,449,0,Unknown,1,Finished,"Aug  10, 2013",[],[],"Machino, Iroha (Story & Art)",0,"[0, 0, 0]"
"Kunoichi Joshikousei Otonashi-san (High School Ninja Girl, Otonashi-san)",6.57,271,15214,20701,636,0,3,70,Finished,"Dec  5, 2013 to Feb  26, 2015",[],[],"Watabe, Masami (Story & Art)",1,"[0, 0, 1]"
Kyou kara Yonshimai,6.57,921,15215,9359,"2,026",17,3,15,Finished,"Oct  30, 2013 to Dec  29, 2014",[],[],"Kizuki, Akira (Art), Satou, Nanki (Story)",1,"[1, 0, 0]"
Oujisama ni Nemurihime no Kiss wo,6.57,279,15216,23427,508,0,Unknown,1,Finished,"Sep  20, 2013",[],[],"Tsukimi, Papiko (Story & Art)",0,"[0, 0, 0]"
Amakute Zurui Wana no Naka,6.57,1062,15217,7885,"2,510",4,1,5,Finished,"Oct  4, 2014 to Nov  5, 2014",[],[],"Andou, Mai (Story & Art)",0,"[0, 0, 0]"
Red Night Eve,6.57,350,15218,11445,"1,558",0,9,51,Finished,"Oct  9, 2014 to Dec  7, 2018","['Action', 'Supernatural']",[],"Saitou, Kenji (Story), Yokoyama, Kouji (Art)",0,"[0, 0, 0]"
"Fuun kara no Saikyou Otoko (The Strongest Man, Born from Misfortune)",6.57,105,15219,25847,422,0,Unknown,Unknown,Publishing,"Oct  22, 2020 to ?","['Action', 'Fantasy']","['Isekai', 'Reincarnation']","Nakabayashi, Zun (Art), Fukufuku (Story)",1,"[1, 0, 0]"
Ankoku Delta,6.57,326,15220,13687,"1,216",5,Unknown,Unknown,Publishing,"Mar  11, 2024 to ?",[],[],Arupa (Story & Art),1,"[1, 0, 0]"
Espoir Mae Kaiji (Kaiji before Espoir),6.57,137,15221,31330,276,2,Unknown,1,Finished,"Apr  22, 2024",[],[],"Fukumoto, Nobuyuki (Story & Art)",0,"[0, 0, 0]"
"Boku no Namae wa ""Shounen A""",6.57,4483,15222,2713,"7,980",84,4,32,Finished,"Oct  23, 2017 to Dec  3, 2018",[],[],"Hioka, Yen (Art), Kimizuka, Chikara (Story)",12,"[4, 1, 7]"
Mukurozumi no Volte,6.57,203,15223,21373,603,0,3,19,Finished,"Oct  14, 2017 to May  24, 2019","['Action', 'Drama', 'Fantasy']",[],"Matsuda, Kouta (Story & Art)",2,"[1, 0, 1]"
Saikyou no Madoushi. Hiza ni Ya wo Uketeshimatta node Inaka no Eihei ni Naru (The Strongest Wizard Becomes a Countryside Guard After Taking an Arrow to the Knee),6.57,1936,15224,2866,"7,575",10,Unknown,Unknown,Publishing,"Feb  13, 2019 to ?","['Adventure', 'Fantasy']",[],"Ezogingitsune (Story), Ayano, Masaki (Art)",0,"[0, 0, 0]"
Imouto ni Konyakusha wo Yuzure to Iwaremashita: Saikyou no Ryuu ni Kiniirarete Masaka no Oukoku Nottori? (My Little Sister Stole My Fiancé: The Strong Dragon Favors Me and Plans to Take Over the Kingdom?),6.57,957,15225,5758,"3,640",2,Unknown,Unknown,Publishing,"Apr  5, 2019 to ?","['Fantasy', 'Romance']",[],"Kashiwa, Ten (Story), hi8mugi (Art)",1,"[1, 0, 0]"
Yandere-kei Otome Game no Sekai ni Tensei shiteshimatta you desu,6.57,1499,15226,5166,"4,101",13,7,46,Finished,"Jan  30, 2018 to Nov  30, 2021","['Fantasy', 'Romance']","['Reverse Harem', 'Villainess']","Hanaki, Momiji (Story), Setsuri (Art)",1,"[0, 1, 0]"
Toubousha Elio,6.57,472,15227,14701,"1,095",1,5,42,Finished,"Jul  25, 2019 to Jun  4, 2020","['Action', 'Drama']",[],"Hosokawa, Masami (Story & Art)",0,"[0, 0, 0]"
Vampire Dormitory,6.57,811,15228,5793,"3,613",44,14,57,Finished,"Oct  2, 2018 to Jun  3, 2024","['Romance', 'Supernatural']","['Crossdressing', 'Vampire']","Tooyama, Ema (Story & Art)",4,"[1, 2, 1]"
Unicorn to Sabishigariya Shoujo (Unicorn and Sabishigariya Girl),6.57,595,15229,11785,"1,491",0,Unknown,11,Finished,"Jul  26, 2019 to Jun  27, 2020","['Girls Love', 'Slice of Life']",[],"Fujimatsu, Mei (Story & Art)",0,"[0, 0, 0]"
Koutei-tsuki Nyokan wa Hanayome toshite Nozomarechuu (The Emperor's Lady-in-Waiting Is Wanted as a Bride),6.57,145,15230,18071,797,0,Unknown,Unknown,Publishing,"May  17, 2019 to ?","['Fantasy', 'Romance']",[],"Satsuki, Kanata (Story), Chikusa, Akari (Art)",0,"[0, 0, 0]"
Kuro Gal-san ga Kuru!,6.57,1286,15231,4453,"4,845",6,5,46,Finished,"Feb  7, 2020 to Feb  9, 2024","['Comedy', 'Romance', 'Ecchi']",[],Tamagorou (Story & Art),4,"[3, 0, 1]"
Bengoshi to 17-sai (Lawyer & Seventeen),6.57,169,15232,14452,"1,124",4,Unknown,Unknown,Publishing,"Jul  25, 2019 to ?",[],[],"Ono, Anbi (Story & Art)",0,"[0, 0, 0]"
Tensei Youjo wa Akiramenai (Reincarnation's little girl never gives up),6.57,310,15233,12607,"1,362",2,Unknown,Unknown,Publishing,"May  30, 2020 to ?","['Fantasy', 'Slice of Life']",[],"Mikabe, Sesuna (Art), Kaya (Story)",0,"[0, 0, 0]"
Jigoku no Gouka de Yakare Tsuzuketa Shounen. Saikyou no Honootsukai to Natte Fukkatsu suru. (The Ultimate Fire Sorcerer's Return: Through Hellfire and Back!),6.57,1528,15234,5179,"4,094",10,8,Unknown,Finished,"Jun  29, 2020 to Aug  8, 2022","['Action', 'Adventure', 'Fantasy']",[],"Miyagi, Morinari (Art), Satou (Story)",2,"[0, 2, 0]"
"Maou Gakuen no Hangyakusha: Jinrui Hatsu no Maou Kouhou, Kenzoku Shoujo to Ouza wo Mezashite Nariagaru",6.57,1983,15235,2612,"8,235",44,Unknown,Unknown,Publishing,"Apr  9, 2020 to ?","['Action', 'Comedy', 'Fantasy', 'Ecchi']","['Harem', 'School']","Kuji, Masamune (Story), Mizoguchi, Gelatin (Art)",2,"[0, 2, 0]"
"Watashi no Shiranai, Senpai no 100-ko no Koto (100 Things I Don't Know About My Senior)",6.57,204,15236,13676,"1,217",2,Unknown,Unknown,Publishing,"May  19, 2020 to ?","['Comedy', 'Romance', 'Slice of Life']",[],"Togai, Aoi (Story), Honronron (Art)",0,"[0, 0, 0]"
Koisuru Ookami to Mille-Feuille (The Wolf in Love & Mille-Feuille),6.57,339,15237,14619,"1,105",5,4,26,Finished,"Apr  27, 2020 to Feb  26, 2022","['Action', 'Girls Love', 'Supernatural']",[],"Ugatsu, Matsuki (Story & Art)",0,"[0, 0, 0]"
